[2339, 1653]
[paragraph, [387.0, 199.0, 1079.0, 36.0], shoonya_3sP4Q9L1I2U9WY, 5733857]
[paragraph, [387.0, 235.0, 1079.0, 36.0], shoonya_3sP4Q9L1I2U9WY, 5733857]
[paragraph, [387.0, 271.0, 1079.0, 36.0], shoonya_3sP4Q9L1I2U9WY, 5733857]
[paragraph, [387.0, 307.0, 1079.0, 36.0], shoonya_3sP4Q9L1I2U9WY, 5733857]
[paragraph, [491.0, 374.0, 274.0, 36.0], shoonya_2sFOXZ7GU04FEB, 5733857]
[paragraph, [388.0, 436.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 472.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 508.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 544.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 580.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 616.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 652.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 688.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 724.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 760.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 796.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 832.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 868.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 904.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 940.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 976.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 1012.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 1048.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 1084.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 1120.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 1156.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 1192.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 1228.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 1264.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 1300.0, 1074.0, 36.0], shoonya_0s8I9SBDIN6L6G, 5733857]
[paragraph, [388.0, 1370.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1406.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1442.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1478.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1514.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1550.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1586.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1622.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1658.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1694.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1730.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1766.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1802.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1838.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1874.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1910.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1946.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 1982.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [388.0, 2018.0, 1073.0, 36.0], shoonya_1s1LRFQ5ZFHORW, 5733857]
[paragraph, [480.0, 2060.0, 150.0, 36.0], kIkF6P8_Ms, 5733857]
[folio, [1116.0, 2182.0, 270.0, 36.0], MqIP_8PzCU, 5733857]
