[1162, 749]
[folio, [332.0, 76.0, 86.0, 18.0], shoonya_3sD9RTIMDPLEWZ, 5699932]
[paragraph, [79.0, 121.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 139.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 157.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 175.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 193.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 211.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 229.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 247.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 265.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 283.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 301.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 319.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 337.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 355.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 373.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 391.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 409.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 427.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 445.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 463.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 481.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 499.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 517.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 535.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 553.0, 592.0, 18.0], shoonya_1sEBTP3ILIQK4K, 5699932]
[paragraph, [79.0, 579.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 597.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 615.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 633.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 651.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 669.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 687.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 705.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 723.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 741.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 759.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 777.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 795.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 813.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 831.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 849.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 867.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 885.0, 593.0, 18.0], shoonya_0sXSS1OK6GQCXH, 5699932]
[paragraph, [79.0, 911.0, 593.0, 18.0], shoonya_2sGTT0ERFQSYX1, 5699932]
[paragraph, [79.0, 929.0, 593.0, 18.0], shoonya_2sGTT0ERFQSYX1, 5699932]
[paragraph, [79.0, 947.0, 593.0, 18.0], shoonya_2sGTT0ERFQSYX1, 5699932]
[paragraph, [79.0, 965.0, 593.0, 18.0], shoonya_2sGTT0ERFQSYX1, 5699932]
[paragraph, [79.0, 983.0, 593.0, 18.0], shoonya_2sGTT0ERFQSYX1, 5699932]
[paragraph, [79.0, 1001.0, 593.0, 18.0], shoonya_2sGTT0ERFQSYX1, 5699932]
[paragraph, [79.0, 1019.0, 593.0, 18.0], shoonya_2sGTT0ERFQSYX1, 5699932]
[paragraph, [79.0, 1037.0, 593.0, 18.0], shoonya_2sGTT0ERFQSYX1, 5699932]
[paragraph, [79.0, 1055.0, 593.0, 18.0], shoonya_2sGTT0ERFQSYX1, 5699932]
