[679, 512]
[headline, [151.0, 30.0, 227.0, 25.5], 8S4_GFbPCK, 6493956]
[ordered-list, [53.0, 127.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 145.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 163.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 181.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 199.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 217.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 235.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 253.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 271.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 289.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 307.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 325.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 343.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 361.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 379.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 397.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 415.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 433.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 451.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 469.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 487.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 505.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 523.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 541.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 559.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[ordered-list, [53.0, 577.0, 428.0, 18.0], shoonya_0sTIE95VUS675R, 6493956]
[sub-ordered-list, [69.0, 358.0, 394.0, 18.0], UuxK8Ae78T, 6493956]
[sub-ordered-list, [69.0, 376.0, 394.0, 18.0], UuxK8Ae78T, 6493956]
[sub-ordered-list, [69.0, 394.0, 394.0, 18.0], UuxK8Ae78T, 6493956]
[sub-ordered-list, [69.0, 412.0, 394.0, 18.0], UuxK8Ae78T, 6493956]
[sub-ordered-list, [69.0, 430.0, 394.0, 18.0], UuxK8Ae78T, 6493956]
[sub-ordered-list, [69.0, 448.0, 394.0, 18.0], UuxK8Ae78T, 6493956]
[sub-ordered-list, [69.0, 466.0, 394.0, 18.0], UuxK8Ae78T, 6493956]
[sub-ordered-list, [69.0, 484.0, 394.0, 18.0], UuxK8Ae78T, 6493956]
[sub-ordered-list, [69.0, 502.0, 394.0, 18.0], UuxK8Ae78T, 6493956]
[sub-ordered-list, [69.0, 520.0, 394.0, 18.0], UuxK8Ae78T, 6493956]
[sub-ordered-list, [69.0, 538.0, 394.0, 18.0], UuxK8Ae78T, 6493956]
[sub-ordered-list, [69.0, 556.0, 394.0, 18.0], UuxK8Ae78T, 6493956]
[sub-ordered-list, [69.0, 574.0, 394.0, 18.0], UuxK8Ae78T, 6493956]
