[1518, 1075]
[paragraph, [89.0, 174.0, 429.0, 36.0], shoonya_8sZCSCNZ06825Y, 5722265]
[paragraph, [89.0, 210.0, 429.0, 36.0], shoonya_8sZCSCNZ06825Y, 5722265]
[paragraph, [89.0, 246.0, 429.0, 36.0], shoonya_8sZCSCNZ06825Y, 5722265]
[paragraph, [89.0, 282.0, 429.0, 36.0], shoonya_8sZCSCNZ06825Y, 5722265]
[paragraph, [534.0, 174.0, 428.0, 36.0], shoonya_6s6ZXBKMEUAW5X, 5722265]
[paragraph, [531.0, 231.0, 432.0, 36.0], 6U_M2EyDVf, 5722265]
[paragraph, [531.0, 267.0, 432.0, 36.0], 6U_M2EyDVf, 5722265]
[paragraph, [531.0, 303.0, 432.0, 36.0], 6U_M2EyDVf, 5722265]
[paragraph, [531.0, 339.0, 432.0, 36.0], 6U_M2EyDVf, 5722265]
[paragraph, [531.0, 375.0, 432.0, 36.0], 6U_M2EyDVf, 5722265]
[paragraph, [91.0, 338.0, 423.0, 36.0], shoonya_7s4RBHXIJJ9V6W, 5722265]
[paragraph, [91.0, 374.0, 423.0, 36.0], shoonya_7s4RBHXIJJ9V6W, 5722265]
[paragraph, [534.0, 443.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 479.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 515.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 551.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 587.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 623.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 659.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 695.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 731.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 767.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 803.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 839.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 875.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 911.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 947.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 983.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 1019.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [534.0, 1055.0, 428.0, 36.0], shoonya_2sJX5JBV191ZD4, 5722265]
[paragraph, [90.0, 579.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 615.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 651.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 687.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 723.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 759.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 795.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 831.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 867.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 903.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 939.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 975.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 1011.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 1047.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 1083.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 1119.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 1155.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 1191.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 1227.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[paragraph, [90.0, 1263.0, 427.0, 36.0], shoonya_1s1BLTX74RECZ4, 5722265]
[folio, [606.0, 1388.0, 263.0, 36.0], shoonya_9sPSXG43NYLKVW, 5722265]
