[2230, 1704]
[flag, [706.0, 2.0, 391.0, 36.0], rSkAfwVHke, 5654636]
[flag, [706.0, 38.0, 391.0, 36.0], rSkAfwVHke, 5654636]
[flag, [706.0, 74.0, 391.0, 36.0], rSkAfwVHke, 5654636]
[flag, [706.0, 110.0, 391.0, 36.0], rSkAfwVHke, 5654636]
[flag, [706.0, 146.0, 391.0, 36.0], rSkAfwVHke, 5654636]
[flag, [706.0, 182.0, 391.0, 36.0], rSkAfwVHke, 5654636]
[flag, [706.0, 218.0, 391.0, 36.0], rSkAfwVHke, 5654636]
[folio, [85.0, 129.0, 125.0, 36.0], shoonya_10s5YH7T6V76QF, 5654636]
[headline, [516.0, 285.0, 773.0, 67.5], shoonya_8sO8B3SJHTAW78, 5654636]
[headline, [516.0, 352.5, 773.0, 67.5], shoonya_8sO8B3SJHTAW78, 5654636]
[author, [775.0, 441.0, 243.0, 36.0], shoonya_7sSZGH75KCW3LB, 5654636]
[paragraph, [79.0, 504.0, 801.0, 36.0], shoonya_3s2FGWA1HA7DV6, 5654636]
[paragraph, [79.0, 540.0, 801.0, 36.0], shoonya_3s2FGWA1HA7DV6, 5654636]
[paragraph, [79.0, 576.0, 801.0, 36.0], shoonya_3s2FGWA1HA7DV6, 5654636]
[paragraph, [79.0, 612.0, 801.0, 36.0], shoonya_3s2FGWA1HA7DV6, 5654636]
[paragraph, [79.0, 648.0, 801.0, 36.0], shoonya_3s2FGWA1HA7DV6, 5654636]
[paragraph, [79.0, 684.0, 801.0, 36.0], shoonya_3s2FGWA1HA7DV6, 5654636]
[paragraph, [79.0, 720.0, 801.0, 36.0], shoonya_3s2FGWA1HA7DV6, 5654636]
[paragraph, [79.0, 756.0, 801.0, 36.0], shoonya_3s2FGWA1HA7DV6, 5654636]
[paragraph, [79.0, 792.0, 801.0, 36.0], shoonya_3s2FGWA1HA7DV6, 5654636]
[figure-caption, [1144.0, 561.0, 529.0, 36.0], shoonya_6sRCTIHO862O2C, 5654636]
[figure-caption, [1144.0, 597.0, 529.0, 36.0], shoonya_6sRCTIHO862O2C, 5654636]
[figure-caption, [1144.0, 633.0, 529.0, 36.0], shoonya_6sRCTIHO862O2C, 5654636]
[figure-caption, [1144.0, 669.0, 529.0, 36.0], shoonya_6sRCTIHO862O2C, 5654636]
[figure-caption, [1144.0, 705.0, 529.0, 36.0], shoonya_6sRCTIHO862O2C, 5654636]
[figure-caption, [1144.0, 741.0, 529.0, 36.0], shoonya_6sRCTIHO862O2C, 5654636]
[figure-caption, [1144.0, 777.0, 529.0, 36.0], shoonya_6sRCTIHO862O2C, 5654636]
[paragraph, [75.0, 857.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 893.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 929.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 965.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1001.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1037.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1073.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1109.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1145.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1181.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1217.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1253.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1289.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1325.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1361.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1397.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1433.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1469.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1505.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1541.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1577.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [75.0, 1613.0, 802.0, 36.0], shoonya_0sE8TK8VWX2LOZ, 5654636]
[paragraph, [903.0, 868.0, 675.0, 36.0], shoonya_9sD795U5WMRIVS, 5654636]
[paragraph, [904.0, 919.0, 781.0, 36.0], shoonya_4s4HOYDVELHJ61, 5654636]
[paragraph, [904.0, 955.0, 781.0, 36.0], shoonya_4s4HOYDVELHJ61, 5654636]
[paragraph, [904.0, 991.0, 781.0, 36.0], shoonya_4s4HOYDVELHJ61, 5654636]
[paragraph, [904.0, 1027.0, 781.0, 36.0], shoonya_4s4HOYDVELHJ61, 5654636]
[paragraph, [904.0, 1063.0, 781.0, 36.0], shoonya_4s4HOYDVELHJ61, 5654636]
[paragraph, [904.0, 1099.0, 781.0, 36.0], shoonya_4s4HOYDVELHJ61, 5654636]
[paragraph, [895.0, 1152.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1188.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1224.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1260.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1296.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1332.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1368.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1404.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1440.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1476.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1512.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1548.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1584.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1620.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1656.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1692.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1728.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1764.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1800.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1836.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [895.0, 1872.0, 798.0, 36.0], shoonya_2sRII1ALC2PFAF, 5654636]
[paragraph, [79.0, 1658.0, 799.0, 36.0], shoonya_1sVBH076V1WD8S, 5654636]
[paragraph, [79.0, 1694.0, 799.0, 36.0], shoonya_1sVBH076V1WD8S, 5654636]
[paragraph, [79.0, 1730.0, 799.0, 36.0], shoonya_1sVBH076V1WD8S, 5654636]
[paragraph, [79.0, 1766.0, 799.0, 36.0], shoonya_1sVBH076V1WD8S, 5654636]
[paragraph, [79.0, 1802.0, 799.0, 36.0], shoonya_1sVBH076V1WD8S, 5654636]
[paragraph, [79.0, 1838.0, 799.0, 36.0], shoonya_1sVBH076V1WD8S, 5654636]
[paragraph, [79.0, 1874.0, 799.0, 36.0], shoonya_1sVBH076V1WD8S, 5654636]
[paragraph, [79.0, 1910.0, 799.0, 36.0], shoonya_1sVBH076V1WD8S, 5654636]
[paragraph, [79.0, 1946.0, 799.0, 36.0], shoonya_1sVBH076V1WD8S, 5654636]
[paragraph, [79.0, 1982.0, 799.0, 36.0], shoonya_1sVBH076V1WD8S, 5654636]
[paragraph, [79.0, 2018.0, 799.0, 36.0], shoonya_1sVBH076V1WD8S, 5654636]
[paragraph, [79.0, 2054.0, 799.0, 36.0], shoonya_1sVBH076V1WD8S, 5654636]
[paragraph, [79.0, 2090.0, 799.0, 36.0], shoonya_1sVBH076V1WD8S, 5654636]
[paragraph, [904.0, 1886.0, 783.0, 36.0], shoonya_5s0BBH9RXBT1E4, 5654636]
[paragraph, [904.0, 1922.0, 783.0, 36.0], shoonya_5s0BBH9RXBT1E4, 5654636]
[paragraph, [904.0, 1958.0, 783.0, 36.0], shoonya_5s0BBH9RXBT1E4, 5654636]
[paragraph, [904.0, 1994.0, 783.0, 36.0], shoonya_5s0BBH9RXBT1E4, 5654636]
[paragraph, [904.0, 2030.0, 783.0, 36.0], shoonya_5s0BBH9RXBT1E4, 5654636]
[paragraph, [904.0, 2066.0, 783.0, 36.0], shoonya_5s0BBH9RXBT1E4, 5654636]
[paragraph, [904.0, 2102.0, 783.0, 36.0], shoonya_5s0BBH9RXBT1E4, 5654636]
[dateline, [1508.0, 2147.0, 159.0, 64.5], m5vmjy1KG-, 5654636]
[folio, [800.0, 2152.0, 176.0, 36.0], shoonya_11sZBPXV9LSFDF, 5654636]
