[864, 612]
[paragraph, [69.0, 67.0, 488.0, 18.0], 0im_ZsdgOv, 5717764]
[paragraph, [69.0, 85.0, 488.0, 18.0], 0im_ZsdgOv, 5717764]
[ordered-list, [71.0, 114.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 132.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 150.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 168.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 186.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 204.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 222.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 240.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 258.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 276.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 294.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 312.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 330.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 348.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 366.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 384.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 402.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 420.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 438.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 456.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 474.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 492.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 510.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 528.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 546.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 564.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 582.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 600.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 618.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 636.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 654.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 672.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 690.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 708.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[ordered-list, [71.0, 726.0, 486.0, 18.0], shoonya_0sK6S1PP6DEHJ5, 5717764]
[sub-ordered-list, [69.0, 500.0, 482.0, 18.0], 6EbaT8PffR, 5717764]
[sub-ordered-list, [69.0, 518.0, 482.0, 18.0], 6EbaT8PffR, 5717764]
[sub-ordered-list, [69.0, 536.0, 482.0, 18.0], 6EbaT8PffR, 5717764]
[sub-ordered-list, [69.0, 554.0, 482.0, 18.0], 6EbaT8PffR, 5717764]
[sub-ordered-list, [69.0, 572.0, 482.0, 18.0], 6EbaT8PffR, 5717764]
[sub-ordered-list, [69.0, 590.0, 482.0, 18.0], 6EbaT8PffR, 5717764]
[sub-ordered-list, [69.0, 608.0, 482.0, 18.0], 6EbaT8PffR, 5717764]
[sub-ordered-list, [69.0, 626.0, 482.0, 18.0], 6EbaT8PffR, 5717764]
[sub-ordered-list, [69.0, 644.0, 482.0, 18.0], 6EbaT8PffR, 5717764]
[sub-ordered-list, [69.0, 662.0, 482.0, 18.0], 6EbaT8PffR, 5717764]
[sub-ordered-list, [69.0, 680.0, 482.0, 18.0], 6EbaT8PffR, 5717764]
[sub-ordered-list, [69.0, 698.0, 482.0, 18.0], 6EbaT8PffR, 5717764]
[sub-ordered-list, [69.0, 716.0, 482.0, 18.0], 6EbaT8PffR, 5717764]
[subsub-ordered-list, [79.0, 623.0, 475.0, 18.0], rvGYCWzOT8, 5717764]
[subsub-ordered-list, [79.0, 641.0, 475.0, 18.0], rvGYCWzOT8, 5717764]
[subsub-ordered-list, [79.0, 659.0, 475.0, 18.0], rvGYCWzOT8, 5717764]
[subsub-ordered-list, [79.0, 677.0, 475.0, 18.0], rvGYCWzOT8, 5717764]
[subsub-ordered-list, [79.0, 695.0, 475.0, 18.0], rvGYCWzOT8, 5717764]
[subsub-ordered-list, [79.0, 713.0, 475.0, 18.0], rvGYCWzOT8, 5717764]
