[1286, 700]
[folio, [572.0, 34.0, 110.0, 18.0], shoonya_8sTWNDDI2PBH2W, 5782373]
[folio, [572.0, 52.0, 110.0, 18.0], shoonya_8sTWNDDI2PBH2W, 5782373]
[paragraph, [29.0, 126.0, 654.0, 18.0], shoonya_0sV6IIVBFP61RM, 5782373]
[paragraph, [29.0, 144.0, 654.0, 18.0], shoonya_0sV6IIVBFP61RM, 5782373]
[paragraph, [29.0, 162.0, 654.0, 18.0], shoonya_0sV6IIVBFP61RM, 5782373]
[paragraph, [29.0, 180.0, 654.0, 18.0], shoonya_0sV6IIVBFP61RM, 5782373]
[paragraph, [29.0, 198.0, 654.0, 18.0], shoonya_0sV6IIVBFP61RM, 5782373]
[paragraph, [29.0, 216.0, 654.0, 18.0], shoonya_0sV6IIVBFP61RM, 5782373]
[paragraph, [29.0, 234.0, 654.0, 18.0], shoonya_0sV6IIVBFP61RM, 5782373]
[paragraph, [29.0, 252.0, 654.0, 18.0], shoonya_0sV6IIVBFP61RM, 5782373]
[paragraph, [29.0, 270.0, 654.0, 18.0], shoonya_0sV6IIVBFP61RM, 5782373]
[paragraph, [29.0, 288.0, 654.0, 18.0], shoonya_0sV6IIVBFP61RM, 5782373]
[paragraph, [29.0, 306.0, 654.0, 18.0], shoonya_0sV6IIVBFP61RM, 5782373]
[paragraph, [29.0, 324.0, 654.0, 18.0], shoonya_0sV6IIVBFP61RM, 5782373]
[paragraph, [29.0, 342.0, 654.0, 18.0], shoonya_0sV6IIVBFP61RM, 5782373]
[paragraph, [29.0, 360.0, 654.0, 18.0], shoonya_0sV6IIVBFP61RM, 5782373]
[ordered-list, [17.0, 388.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 406.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 424.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 442.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 460.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 478.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 496.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 514.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 532.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 550.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 568.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 586.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 604.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 622.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 640.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 658.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 676.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 694.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 712.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 730.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 748.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 766.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 784.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 802.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 820.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 838.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 856.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 874.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 892.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 910.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 928.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 946.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 964.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 982.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 1000.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 1018.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 1036.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 1054.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 1072.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 1090.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 1108.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 1126.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 1144.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 1162.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 1180.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[ordered-list, [17.0, 1198.0, 663.0, 18.0], shoonya_4s1SQRG8C77BRQ, 5782373]
[sub-ordered-list, [21.0, 726.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 744.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 762.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 780.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 798.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 816.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 834.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 852.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 870.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 888.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 906.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 924.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 942.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 960.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 978.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 996.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 1014.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 1032.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 1050.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 1068.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 1086.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 1104.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 1122.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 1140.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 1158.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
[sub-ordered-list, [21.0, 1176.0, 651.0, 18.0], shoonya_7s2M329BFX39OD, 5782373]
