[1372, 841]
[folio, [94.0, 52.0, 134.0, 18.0], shoonya_0s42UMI96BX218, 5782063]
[folio, [94.0, 70.0, 134.0, 18.0], shoonya_0s42UMI96BX218, 5782063]
[folio, [94.0, 88.0, 134.0, 18.0], shoonya_0s42UMI96BX218, 5782063]
[section-title, [285.0, 117.0, 281.0, 30.0], GU0QnCowMC, 5782063]
[ordered-list, [77.0, 159.0, 676.0, 18.0], v2xV7C3lcE, 5782063]
[ordered-list, [77.0, 177.0, 676.0, 18.0], v2xV7C3lcE, 5782063]
[ordered-list, [77.0, 195.0, 676.0, 18.0], v2xV7C3lcE, 5782063]
[ordered-list, [77.0, 213.0, 676.0, 18.0], v2xV7C3lcE, 5782063]
[ordered-list, [77.0, 231.0, 676.0, 18.0], v2xV7C3lcE, 5782063]
[ordered-list, [77.0, 249.0, 676.0, 18.0], v2xV7C3lcE, 5782063]
[ordered-list, [77.0, 267.0, 676.0, 18.0], v2xV7C3lcE, 5782063]
[ordered-list, [77.0, 285.0, 676.0, 18.0], v2xV7C3lcE, 5782063]
[ordered-list, [77.0, 303.0, 676.0, 18.0], v2xV7C3lcE, 5782063]
[ordered-list, [77.0, 321.0, 676.0, 18.0], v2xV7C3lcE, 5782063]
[ordered-list, [77.0, 339.0, 676.0, 18.0], v2xV7C3lcE, 5782063]
[ordered-list, [77.0, 357.0, 676.0, 18.0], v2xV7C3lcE, 5782063]
[ordered-list, [77.0, 375.0, 676.0, 18.0], v2xV7C3lcE, 5782063]
[ordered-list, [79.0, 403.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[ordered-list, [79.0, 421.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[ordered-list, [79.0, 439.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[ordered-list, [79.0, 457.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[ordered-list, [79.0, 475.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[ordered-list, [79.0, 493.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[ordered-list, [79.0, 511.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[ordered-list, [79.0, 529.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[ordered-list, [79.0, 547.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[ordered-list, [79.0, 565.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[ordered-list, [79.0, 583.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[ordered-list, [79.0, 601.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[ordered-list, [79.0, 619.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[ordered-list, [79.0, 637.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[ordered-list, [79.0, 655.0, 677.0, 18.0], yQu1R5MVLN, 5782063]
[sub-ordered-list, [91.0, 425.0, 667.0, 18.0], lWHKtl3DOr, 5782063]
[sub-ordered-list, [91.0, 443.0, 667.0, 18.0], lWHKtl3DOr, 5782063]
[sub-ordered-list, [91.0, 461.0, 667.0, 18.0], lWHKtl3DOr, 5782063]
[sub-ordered-list, [91.0, 479.0, 667.0, 18.0], lWHKtl3DOr, 5782063]
[sub-ordered-list, [91.0, 497.0, 667.0, 18.0], lWHKtl3DOr, 5782063]
[sub-ordered-list, [91.0, 515.0, 667.0, 18.0], lWHKtl3DOr, 5782063]
[sub-ordered-list, [91.0, 533.0, 667.0, 18.0], lWHKtl3DOr, 5782063]
[sub-ordered-list, [91.0, 551.0, 667.0, 18.0], lWHKtl3DOr, 5782063]
[sub-ordered-list, [91.0, 569.0, 667.0, 18.0], lWHKtl3DOr, 5782063]
[sub-ordered-list, [91.0, 587.0, 667.0, 18.0], lWHKtl3DOr, 5782063]
[sub-ordered-list, [91.0, 605.0, 667.0, 18.0], lWHKtl3DOr, 5782063]
[sub-ordered-list, [91.0, 623.0, 667.0, 18.0], lWHKtl3DOr, 5782063]
[sub-ordered-list, [91.0, 641.0, 667.0, 18.0], lWHKtl3DOr, 5782063]
[ordered-list, [80.0, 685.0, 678.0, 18.0], h0WUXQmkj4, 5782063]
[ordered-list, [80.0, 703.0, 678.0, 18.0], h0WUXQmkj4, 5782063]
[ordered-list, [80.0, 721.0, 678.0, 18.0], h0WUXQmkj4, 5782063]
[ordered-list, [80.0, 739.0, 678.0, 18.0], h0WUXQmkj4, 5782063]
[ordered-list, [80.0, 757.0, 678.0, 18.0], h0WUXQmkj4, 5782063]
[ordered-list, [80.0, 775.0, 678.0, 18.0], h0WUXQmkj4, 5782063]
[ordered-list, [80.0, 793.0, 678.0, 18.0], h0WUXQmkj4, 5782063]
[sub-ordered-list, [90.0, 713.0, 667.0, 18.0], 2kAvpjgBa8, 5782063]
[sub-ordered-list, [90.0, 731.0, 667.0, 18.0], 2kAvpjgBa8, 5782063]
[sub-ordered-list, [90.0, 749.0, 667.0, 18.0], 2kAvpjgBa8, 5782063]
[sub-ordered-list, [90.0, 767.0, 667.0, 18.0], 2kAvpjgBa8, 5782063]
[sub-ordered-list, [90.0, 785.0, 667.0, 18.0], 2kAvpjgBa8, 5782063]
[figure-caption, [636.0, 1202.0, 109.0, 18.0], m76tK5g7g7, 5782063]
[figure-caption, [214.0, 1218.0, 405.0, 18.0], _t38TmERnF, 5782063]
