[1437, 878]
[folio, [353.0, 78.0, 141.0, 18.0], shoonya_3s6WJPRMJA0CXA, 5770417]
[folio, [353.0, 96.0, 141.0, 18.0], shoonya_3s6WJPRMJA0CXA, 5770417]
[paragraph, [76.0, 143.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 161.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 179.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 197.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 215.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 233.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 251.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 269.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 287.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 305.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 323.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 341.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 359.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 377.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 395.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 413.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 431.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 449.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 467.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 485.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 503.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 521.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 539.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 557.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 575.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 593.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 611.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 629.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 647.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 665.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 683.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 701.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 719.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 737.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 755.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 773.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 791.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 809.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 827.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 845.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 863.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 881.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 899.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 917.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [76.0, 935.0, 355.0, 18.0], ZIupZDHfju, 5770417]
[paragraph, [441.0, 146.0, 353.0, 18.0], 0iDTPtp3ra, 5770417]
[paragraph, [441.0, 164.0, 353.0, 18.0], 0iDTPtp3ra, 5770417]
[paragraph, [441.0, 182.0, 353.0, 18.0], 0iDTPtp3ra, 5770417]
[paragraph, [441.0, 200.0, 353.0, 18.0], 0iDTPtp3ra, 5770417]
[paragraph, [441.0, 218.0, 353.0, 18.0], 0iDTPtp3ra, 5770417]
[paragraph, [441.0, 236.0, 353.0, 18.0], 0iDTPtp3ra, 5770417]
[section-title, [442.0, 263.0, 139.0, 30.0], 1nTuY3WnfC, 5770417]
[paragraph, [442.0, 298.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 316.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 334.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 352.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 370.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 388.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 406.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 424.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 442.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 460.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 478.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 496.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 514.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 532.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 550.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 568.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 586.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 604.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 622.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 640.0, 352.0, 18.0], sDvwKgh7QY, 5770417]
[paragraph, [442.0, 670.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 688.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 706.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 724.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 742.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 760.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 778.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 796.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 814.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 832.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 850.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 868.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 886.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 904.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 922.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 940.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 958.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 976.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 994.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 1012.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 1030.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 1048.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 1066.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 1084.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 1102.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 1120.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[paragraph, [442.0, 1138.0, 359.0, 18.0], FbTTX1nf-k, 5770417]
[section-title, [84.0, 975.0, 288.0, 30.0], GHkCDzvJmt, 5770417]
[paragraph, [85.0, 1011.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1029.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1047.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1065.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1083.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1101.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1119.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1137.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1155.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1173.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1191.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1209.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1227.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1245.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1263.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1281.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1299.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1317.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [85.0, 1335.0, 347.0, 18.0], d41ExH6YpN, 5770417]
[paragraph, [446.0, 1165.0, 356.0, 18.0], 0nUu7N2tVI, 5770417]
[paragraph, [446.0, 1183.0, 356.0, 18.0], 0nUu7N2tVI, 5770417]
[paragraph, [446.0, 1201.0, 356.0, 18.0], 0nUu7N2tVI, 5770417]
[paragraph, [446.0, 1219.0, 356.0, 18.0], 0nUu7N2tVI, 5770417]
[paragraph, [446.0, 1237.0, 356.0, 18.0], 0nUu7N2tVI, 5770417]
[paragraph, [446.0, 1255.0, 356.0, 18.0], 0nUu7N2tVI, 5770417]
[paragraph, [446.0, 1273.0, 356.0, 18.0], 0nUu7N2tVI, 5770417]
[paragraph, [446.0, 1291.0, 356.0, 18.0], 0nUu7N2tVI, 5770417]
[paragraph, [446.0, 1309.0, 356.0, 18.0], 0nUu7N2tVI, 5770417]
[paragraph, [446.0, 1327.0, 356.0, 18.0], 0nUu7N2tVI, 5770417]
[paragraph, [446.0, 1345.0, 356.0, 18.0], 0nUu7N2tVI, 5770417]
