[1200, 825]
[paragraph, [145.0, 107.0, 536.0, 18.0], shoonya_2sNJRKE8Q15PT9, 5690910]
[paragraph, [145.0, 125.0, 536.0, 18.0], shoonya_2sNJRKE8Q15PT9, 5690910]
[paragraph, [145.0, 143.0, 536.0, 18.0], shoonya_2sNJRKE8Q15PT9, 5690910]
[paragraph, [145.0, 161.0, 536.0, 18.0], shoonya_2sNJRKE8Q15PT9, 5690910]
[paragraph, [145.0, 179.0, 536.0, 18.0], shoonya_2sNJRKE8Q15PT9, 5690910]
[paragraph, [145.0, 201.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 219.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 237.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 255.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 273.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 291.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 309.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 327.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 345.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 363.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 381.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 399.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 417.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 435.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 453.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 471.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 489.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 507.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 525.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 543.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 561.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 579.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 597.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 615.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 633.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 651.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 669.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 687.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 705.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 723.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 741.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 759.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 777.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 795.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 813.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 831.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 849.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 867.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 885.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [145.0, 903.0, 535.0, 18.0], shoonya_1s39UFNA2DWW46, 5690910]
[paragraph, [143.0, 937.0, 537.0, 18.0], g-dMjoJwlc, 5690910]
[paragraph, [143.0, 955.0, 537.0, 18.0], g-dMjoJwlc, 5690910]
[paragraph, [143.0, 973.0, 537.0, 18.0], g-dMjoJwlc, 5690910]
[paragraph, [143.0, 991.0, 537.0, 18.0], g-dMjoJwlc, 5690910]
[paragraph, [143.0, 1009.0, 537.0, 18.0], g-dMjoJwlc, 5690910]
[paragraph, [143.0, 1027.0, 537.0, 18.0], g-dMjoJwlc, 5690910]
