[1298, 853]
[section-title, [274.0, 66.0, 280.0, 30.0], shoonya_2sEPVEDPLH6CWC, 5710219]
[paragraph, [54.0, 119.0, 733.0, 18.0], 3o2zUhlBHn, 5710219]
[paragraph, [54.0, 137.0, 733.0, 18.0], 3o2zUhlBHn, 5710219]
[paragraph, [54.0, 155.0, 733.0, 18.0], 3o2zUhlBHn, 5710219]
[paragraph, [54.0, 173.0, 733.0, 18.0], 3o2zUhlBHn, 5710219]
[section-title, [113.0, 260.0, 621.0, 30.0], ANTqdHomS-, 5710219]
[paragraph, [50.0, 314.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 332.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 350.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 368.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 386.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 404.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 422.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 440.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 458.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 476.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 494.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 512.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 530.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 548.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 566.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 584.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 602.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [50.0, 620.0, 753.0, 18.0], shoonya_1s28TA89H04RU5, 5710219]
[paragraph, [51.0, 646.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 664.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 682.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 700.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 718.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 736.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 754.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 772.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 790.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 808.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 826.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 844.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 862.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 880.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 898.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 916.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 934.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 952.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 970.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 988.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 1006.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 1024.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 1042.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 1060.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 1078.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 1096.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 1114.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 1132.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [51.0, 1150.0, 747.0, 18.0], S4AftuxItG, 5710219]
[paragraph, [57.0, 1175.0, 743.0, 18.0], fsYIju-yGK, 5710219]
[paragraph, [57.0, 1193.0, 743.0, 18.0], fsYIju-yGK, 5710219]
