[5478, 3644]
[folio, [286.0, 444.0, 782.0, 52.5], shoonya_3sCUIUV3P3VZ8U, 5710181]
[folio, [286.0, 496.5, 782.0, 52.5], shoonya_3sCUIUV3P3VZ8U, 5710181]
[paragraph, [203.0, 617.0, 2674.0, 52.5], shoonya_1sTZTST5IWX0F7, 5710181]
[paragraph, [203.0, 669.5, 2674.0, 52.5], shoonya_1sTZTST5IWX0F7, 5710181]
[paragraph, [203.0, 722.0, 2674.0, 52.5], shoonya_1sTZTST5IWX0F7, 5710181]
[paragraph, [203.0, 774.5, 2674.0, 52.5], shoonya_1sTZTST5IWX0F7, 5710181]
[paragraph, [203.0, 827.0, 2674.0, 52.5], shoonya_1sTZTST5IWX0F7, 5710181]
[paragraph, [252.0, 891.0, 2665.0, 52.5], ttujf1_Jj1, 5710181]
[paragraph, [252.0, 943.5, 2665.0, 52.5], ttujf1_Jj1, 5710181]
[paragraph, [252.0, 996.0, 2665.0, 52.5], ttujf1_Jj1, 5710181]
[paragraph, [252.0, 1048.5, 2665.0, 52.5], ttujf1_Jj1, 5710181]
[paragraph, [252.0, 1101.0, 2665.0, 52.5], ttujf1_Jj1, 5710181]
[paragraph, [252.0, 1153.5, 2665.0, 52.5], ttujf1_Jj1, 5710181]
[paragraph, [252.0, 1206.0, 2665.0, 52.5], ttujf1_Jj1, 5710181]
[paragraph, [252.0, 1258.5, 2665.0, 52.5], ttujf1_Jj1, 5710181]
[paragraph, [252.0, 1311.0, 2665.0, 52.5], ttujf1_Jj1, 5710181]
[paragraph, [252.0, 1363.5, 2665.0, 52.5], ttujf1_Jj1, 5710181]
[paragraph, [252.0, 1416.0, 2665.0, 52.5], ttujf1_Jj1, 5710181]
[paragraph, [252.0, 1468.5, 2665.0, 52.5], ttujf1_Jj1, 5710181]
[paragraph, [294.0, 1565.0, 2562.0, 52.5], shoonya_0sL0QIM09R9YZR, 5710181]
[paragraph, [294.0, 1617.5, 2562.0, 52.5], shoonya_0sL0QIM09R9YZR, 5710181]
[paragraph, [294.0, 1670.0, 2562.0, 52.5], shoonya_0sL0QIM09R9YZR, 5710181]
[paragraph, [294.0, 1722.5, 2562.0, 52.5], shoonya_0sL0QIM09R9YZR, 5710181]
[paragraph, [294.0, 1775.0, 2562.0, 52.5], shoonya_0sL0QIM09R9YZR, 5710181]
[paragraph, [294.0, 1827.5, 2562.0, 52.5], shoonya_0sL0QIM09R9YZR, 5710181]
[paragraph, [294.0, 1880.0, 2562.0, 52.5], shoonya_0sL0QIM09R9YZR, 5710181]
[paragraph, [294.0, 1932.5, 2562.0, 52.5], shoonya_0sL0QIM09R9YZR, 5710181]
[paragraph, [294.0, 1985.0, 2562.0, 52.5], shoonya_0sL0QIM09R9YZR, 5710181]
[paragraph, [294.0, 2037.5, 2562.0, 52.5], shoonya_0sL0QIM09R9YZR, 5710181]
[paragraph, [294.0, 2090.0, 2562.0, 52.5], shoonya_0sL0QIM09R9YZR, 5710181]
[paragraph, [294.0, 2142.5, 2562.0, 52.5], shoonya_0sL0QIM09R9YZR, 5710181]
[paragraph, [275.0, 2210.0, 2596.0, 52.5], m4nmyWOzVj, 5710181]
[paragraph, [275.0, 2262.5, 2596.0, 52.5], m4nmyWOzVj, 5710181]
[paragraph, [275.0, 2315.0, 2596.0, 52.5], m4nmyWOzVj, 5710181]
[paragraph, [275.0, 2367.5, 2596.0, 52.5], m4nmyWOzVj, 5710181]
[paragraph, [275.0, 2420.0, 2596.0, 52.5], m4nmyWOzVj, 5710181]
[paragraph, [275.0, 2472.5, 2596.0, 52.5], m4nmyWOzVj, 5710181]
[paragraph, [275.0, 2525.0, 2596.0, 52.5], m4nmyWOzVj, 5710181]
[paragraph, [271.0, 2610.0, 2614.0, 52.5], T5yD8mVNVc, 5710181]
[paragraph, [271.0, 2662.5, 2614.0, 52.5], T5yD8mVNVc, 5710181]
[paragraph, [271.0, 2715.0, 2614.0, 52.5], T5yD8mVNVc, 5710181]
[paragraph, [271.0, 2767.5, 2614.0, 52.5], T5yD8mVNVc, 5710181]
[paragraph, [271.0, 2820.0, 2614.0, 52.5], T5yD8mVNVc, 5710181]
[paragraph, [271.0, 2872.5, 2614.0, 52.5], T5yD8mVNVc, 5710181]
[paragraph, [271.0, 2925.0, 2614.0, 52.5], T5yD8mVNVc, 5710181]
[paragraph, [271.0, 2977.5, 2614.0, 52.5], T5yD8mVNVc, 5710181]
[paragraph, [271.0, 3030.0, 2614.0, 52.5], T5yD8mVNVc, 5710181]
[paragraph, [271.0, 3082.5, 2614.0, 52.5], T5yD8mVNVc, 5710181]
[paragraph, [271.0, 3135.0, 2614.0, 52.5], T5yD8mVNVc, 5710181]
[paragraph, [271.0, 3187.5, 2614.0, 52.5], T5yD8mVNVc, 5710181]
[paragraph, [496.0, 3276.0, 1286.0, 52.5], F1mS3ibtIe, 5710181]
[paragraph, [496.0, 3328.5, 1286.0, 52.5], F1mS3ibtIe, 5710181]
[quote, [284.0, 3386.0, 2596.0, 52.5], 925L83Qy9O, 5710181]
[quote, [284.0, 3438.5, 2596.0, 52.5], 925L83Qy9O, 5710181]
[quote, [284.0, 3491.0, 2596.0, 52.5], 925L83Qy9O, 5710181]
[quote, [284.0, 3543.5, 2596.0, 52.5], 925L83Qy9O, 5710181]
[quote, [284.0, 3596.0, 2596.0, 52.5], 925L83Qy9O, 5710181]
[quote, [284.0, 3648.5, 2596.0, 52.5], 925L83Qy9O, 5710181]
[quote, [284.0, 3701.0, 2596.0, 52.5], 925L83Qy9O, 5710181]
[quote, [284.0, 3753.5, 2596.0, 52.5], 925L83Qy9O, 5710181]
[quote, [284.0, 3806.0, 2596.0, 52.5], 925L83Qy9O, 5710181]
[paragraph, [468.0, 3906.0, 1272.0, 52.5], rVH3PPfMld, 5710181]
[paragraph, [468.0, 3958.5, 1272.0, 52.5], rVH3PPfMld, 5710181]
[paragraph, [284.0, 4039.0, 2628.0, 52.5], R-_RvToX1L, 5710181]
[paragraph, [284.0, 4091.5, 2628.0, 52.5], R-_RvToX1L, 5710181]
[paragraph, [284.0, 4144.0, 2628.0, 52.5], R-_RvToX1L, 5710181]
[paragraph, [284.0, 4196.5, 2628.0, 52.5], R-_RvToX1L, 5710181]
[paragraph, [284.0, 4249.0, 2628.0, 52.5], R-_RvToX1L, 5710181]
[paragraph, [284.0, 4301.5, 2628.0, 52.5], R-_RvToX1L, 5710181]
[paragraph, [284.0, 4354.0, 2628.0, 52.5], R-_RvToX1L, 5710181]
[paragraph, [271.0, 4430.0, 2628.0, 52.5], M8u7vKKY3w, 5710181]
[paragraph, [271.0, 4482.5, 2628.0, 52.5], M8u7vKKY3w, 5710181]
[paragraph, [271.0, 4535.0, 2628.0, 52.5], M8u7vKKY3w, 5710181]
[paragraph, [271.0, 4587.5, 2628.0, 52.5], M8u7vKKY3w, 5710181]
