[1162, 749]
[folio, [330.0, 75.0, 84.0, 18.0], shoonya_4sS9RU9USG68CD, 5699737]
[paragraph, [77.0, 119.0, 598.0, 18.0], shoonya_0s7NSAQGA3LLYA, 5699737]
[paragraph, [77.0, 137.0, 598.0, 18.0], shoonya_0s7NSAQGA3LLYA, 5699737]
[paragraph, [77.0, 155.0, 598.0, 18.0], shoonya_0s7NSAQGA3LLYA, 5699737]
[paragraph, [81.0, 193.0, 599.0, 18.0], N7wFLfMyMC, 5699737]
[paragraph, [81.0, 211.0, 599.0, 18.0], N7wFLfMyMC, 5699737]
[paragraph, [81.0, 229.0, 599.0, 18.0], N7wFLfMyMC, 5699737]
[paragraph, [77.0, 259.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 277.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 295.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 313.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 331.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 349.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 367.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 385.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 403.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 421.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 439.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 457.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 475.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 493.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 511.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 529.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 547.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 565.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 583.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [77.0, 601.0, 595.0, 18.0], shoonya_3sRILQLE4YE4YZ, 5699737]
[paragraph, [79.0, 634.0, 594.0, 18.0], shoonya_2sCGKV17JIZ8GX, 5699737]
[paragraph, [79.0, 652.0, 594.0, 18.0], shoonya_2sCGKV17JIZ8GX, 5699737]
[paragraph, [79.0, 670.0, 594.0, 18.0], shoonya_2sCGKV17JIZ8GX, 5699737]
[paragraph, [79.0, 688.0, 594.0, 18.0], shoonya_2sCGKV17JIZ8GX, 5699737]
[paragraph, [79.0, 706.0, 594.0, 18.0], shoonya_2sCGKV17JIZ8GX, 5699737]
[paragraph, [79.0, 724.0, 594.0, 18.0], shoonya_2sCGKV17JIZ8GX, 5699737]
[paragraph, [79.0, 742.0, 594.0, 18.0], shoonya_2sCGKV17JIZ8GX, 5699737]
[paragraph, [79.0, 760.0, 594.0, 18.0], shoonya_2sCGKV17JIZ8GX, 5699737]
[paragraph, [79.0, 778.0, 594.0, 18.0], shoonya_2sCGKV17JIZ8GX, 5699737]
[paragraph, [78.0, 812.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
[paragraph, [78.0, 830.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
[paragraph, [78.0, 848.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
[paragraph, [78.0, 866.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
[paragraph, [78.0, 884.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
[paragraph, [78.0, 902.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
[paragraph, [78.0, 920.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
[paragraph, [78.0, 938.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
[paragraph, [78.0, 956.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
[paragraph, [78.0, 974.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
[paragraph, [78.0, 992.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
[paragraph, [78.0, 1010.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
[paragraph, [78.0, 1028.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
[paragraph, [78.0, 1046.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
[paragraph, [78.0, 1064.0, 594.0, 18.0], shoonya_1s1BJ85Q5GCAPC, 5699737]
