[2084, 1289]
[paragraph, [122.0, 366.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 402.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 438.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 474.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 510.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 546.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 582.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 618.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 654.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 690.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 726.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 762.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 798.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 834.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 870.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 906.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 942.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[paragraph, [122.0, 978.0, 1040.0, 36.0], shoonya_0sKXEN6N3CID0S, 5661122]
[section-title, [514.0, 1046.0, 243.0, 52.5], shoonya_3s6WNQGV8GIG3I, 5661122]
[sub-section-title, [524.0, 1140.0, 215.0, 55.5], shoonya_2sA9KQP4OQUTBA, 5661122]
[paragraph, [120.0, 1233.0, 1041.0, 36.0], shoonya_1sR90LUBRYX3DZ, 5661122]
[paragraph, [120.0, 1269.0, 1041.0, 36.0], shoonya_1sR90LUBRYX3DZ, 5661122]
[paragraph, [120.0, 1305.0, 1041.0, 36.0], shoonya_1sR90LUBRYX3DZ, 5661122]
[paragraph, [120.0, 1341.0, 1041.0, 36.0], shoonya_1sR90LUBRYX3DZ, 5661122]
[paragraph, [120.0, 1377.0, 1041.0, 36.0], shoonya_1sR90LUBRYX3DZ, 5661122]
[paragraph, [120.0, 1413.0, 1041.0, 36.0], shoonya_1sR90LUBRYX3DZ, 5661122]
[ordered-list, [122.0, 1484.0, 1053.0, 36.0], KPD2sqUdX-, 5661122]
[ordered-list, [122.0, 1520.0, 1053.0, 36.0], KPD2sqUdX-, 5661122]
[ordered-list, [122.0, 1556.0, 1053.0, 36.0], KPD2sqUdX-, 5661122]
[ordered-list, [122.0, 1592.0, 1053.0, 36.0], KPD2sqUdX-, 5661122]
[ordered-list, [122.0, 1628.0, 1053.0, 36.0], KPD2sqUdX-, 5661122]
[ordered-list, [122.0, 1664.0, 1053.0, 36.0], KPD2sqUdX-, 5661122]
[ordered-list, [122.0, 1700.0, 1053.0, 36.0], KPD2sqUdX-, 5661122]
[ordered-list, [122.0, 1736.0, 1053.0, 36.0], KPD2sqUdX-, 5661122]
[ordered-list, [122.0, 1772.0, 1053.0, 36.0], KPD2sqUdX-, 5661122]
[ordered-list, [122.0, 1808.0, 1053.0, 36.0], KPD2sqUdX-, 5661122]
[ordered-list, [122.0, 1844.0, 1053.0, 36.0], KPD2sqUdX-, 5661122]
[folio, [631.0, 1938.0, 657.0, 36.0], shoonya_6sCALFTWVA92BT, 5661122]
[folio, [631.0, 1974.0, 657.0, 36.0], shoonya_6sCALFTWVA92BT, 5661122]
