[1372, 849]
[section-title, [356.0, 72.0, 143.0, 30.0], shoonya_1sWF9Z45B8GRP7, 5710249]
[paragraph, [99.0, 137.0, 652.0, 18.0], shoonya_3sCM416U6ZB9RW, 5710249]
[paragraph, [99.0, 155.0, 652.0, 18.0], shoonya_3sCM416U6ZB9RW, 5710249]
[paragraph, [99.0, 173.0, 652.0, 18.0], shoonya_3sCM416U6ZB9RW, 5710249]
[paragraph, [99.0, 191.0, 652.0, 18.0], shoonya_3sCM416U6ZB9RW, 5710249]
[paragraph, [97.0, 222.0, 655.0, 18.0], shoonya_0sYZK804DG91SX, 5710249]
[paragraph, [97.0, 240.0, 655.0, 18.0], shoonya_0sYZK804DG91SX, 5710249]
[paragraph, [97.0, 258.0, 655.0, 18.0], shoonya_0sYZK804DG91SX, 5710249]
[paragraph, [97.0, 276.0, 655.0, 18.0], shoonya_0sYZK804DG91SX, 5710249]
[paragraph, [97.0, 294.0, 655.0, 18.0], shoonya_0sYZK804DG91SX, 5710249]
[paragraph, [97.0, 312.0, 655.0, 18.0], shoonya_0sYZK804DG91SX, 5710249]
[paragraph, [97.0, 330.0, 655.0, 18.0], shoonya_0sYZK804DG91SX, 5710249]
[paragraph, [97.0, 348.0, 655.0, 18.0], shoonya_0sYZK804DG91SX, 5710249]
[paragraph, [97.0, 366.0, 655.0, 18.0], shoonya_0sYZK804DG91SX, 5710249]
[paragraph, [97.0, 384.0, 655.0, 18.0], shoonya_0sYZK804DG91SX, 5710249]
[paragraph, [97.0, 402.0, 655.0, 18.0], shoonya_0sYZK804DG91SX, 5710249]
[paragraph, [69.0, 433.0, 716.0, 18.0], 7e0wstQphn, 5710249]
[paragraph, [69.0, 451.0, 716.0, 18.0], 7e0wstQphn, 5710249]
[paragraph, [69.0, 469.0, 716.0, 18.0], 7e0wstQphn, 5710249]
[paragraph, [69.0, 487.0, 716.0, 18.0], 7e0wstQphn, 5710249]
[paragraph, [93.0, 522.0, 695.0, 18.0], I5G7y9IoE6, 5710249]
[paragraph, [93.0, 540.0, 695.0, 18.0], I5G7y9IoE6, 5710249]
[paragraph, [93.0, 558.0, 695.0, 18.0], I5G7y9IoE6, 5710249]
[paragraph, [93.0, 576.0, 695.0, 18.0], I5G7y9IoE6, 5710249]
[paragraph, [93.0, 594.0, 695.0, 18.0], I5G7y9IoE6, 5710249]
[paragraph, [93.0, 612.0, 695.0, 18.0], I5G7y9IoE6, 5710249]
[paragraph, [93.0, 630.0, 695.0, 18.0], I5G7y9IoE6, 5710249]
[paragraph, [93.0, 648.0, 695.0, 18.0], I5G7y9IoE6, 5710249]
[paragraph, [61.0, 684.0, 726.0, 18.0], shoonya_2sQ8B8H9FTHNTA, 5710249]
[paragraph, [61.0, 702.0, 726.0, 18.0], shoonya_2sQ8B8H9FTHNTA, 5710249]
[paragraph, [61.0, 720.0, 726.0, 18.0], shoonya_2sQ8B8H9FTHNTA, 5710249]
[paragraph, [61.0, 738.0, 726.0, 18.0], shoonya_2sQ8B8H9FTHNTA, 5710249]
[paragraph, [61.0, 756.0, 726.0, 18.0], shoonya_2sQ8B8H9FTHNTA, 5710249]
[paragraph, [61.0, 774.0, 726.0, 18.0], shoonya_2sQ8B8H9FTHNTA, 5710249]
[paragraph, [61.0, 792.0, 726.0, 18.0], shoonya_2sQ8B8H9FTHNTA, 5710249]
[paragraph, [61.0, 810.0, 726.0, 18.0], shoonya_2sQ8B8H9FTHNTA, 5710249]
[paragraph, [61.0, 828.0, 726.0, 18.0], shoonya_2sQ8B8H9FTHNTA, 5710249]
[paragraph, [91.0, 857.0, 676.0, 18.0], WmAZmSdrPq, 5710249]
[paragraph, [91.0, 875.0, 676.0, 18.0], WmAZmSdrPq, 5710249]
[paragraph, [91.0, 893.0, 676.0, 18.0], WmAZmSdrPq, 5710249]
[paragraph, [91.0, 911.0, 676.0, 18.0], WmAZmSdrPq, 5710249]
[paragraph, [91.0, 929.0, 676.0, 18.0], WmAZmSdrPq, 5710249]
[paragraph, [91.0, 947.0, 676.0, 18.0], WmAZmSdrPq, 5710249]
[paragraph, [91.0, 965.0, 676.0, 18.0], WmAZmSdrPq, 5710249]
[paragraph, [91.0, 983.0, 676.0, 18.0], WmAZmSdrPq, 5710249]
[paragraph, [57.0, 1019.0, 724.0, 18.0], ORs_f6QjUR, 5710249]
[paragraph, [57.0, 1037.0, 724.0, 18.0], ORs_f6QjUR, 5710249]
[paragraph, [57.0, 1055.0, 724.0, 18.0], ORs_f6QjUR, 5710249]
[paragraph, [57.0, 1073.0, 724.0, 18.0], ORs_f6QjUR, 5710249]
[paragraph, [96.0, 1106.0, 669.0, 18.0], BCBcrseAhV, 5710249]
[paragraph, [96.0, 1124.0, 669.0, 18.0], BCBcrseAhV, 5710249]
[paragraph, [96.0, 1142.0, 669.0, 18.0], BCBcrseAhV, 5710249]
[paragraph, [96.0, 1160.0, 669.0, 18.0], BCBcrseAhV, 5710249]
[paragraph, [96.0, 1178.0, 669.0, 18.0], BCBcrseAhV, 5710249]
[paragraph, [96.0, 1196.0, 669.0, 18.0], BCBcrseAhV, 5710249]
[paragraph, [96.0, 1214.0, 669.0, 18.0], BCBcrseAhV, 5710249]
[paragraph, [96.0, 1232.0, 669.0, 18.0], BCBcrseAhV, 5710249]
[paragraph, [96.0, 1250.0, 669.0, 18.0], BCBcrseAhV, 5710249]
[paragraph, [96.0, 1268.0, 669.0, 18.0], BCBcrseAhV, 5710249]
[paragraph, [96.0, 1286.0, 669.0, 18.0], BCBcrseAhV, 5710249]
