[1162, 749]
[folio, [334.0, 77.0, 87.0, 18.0], shoonya_3s1GAJOEU3I424, 5699883]
[paragraph, [82.0, 124.0, 592.0, 18.0], shoonya_2s56H6QZ2NX56C, 5699883]
[paragraph, [82.0, 142.0, 592.0, 18.0], shoonya_2s56H6QZ2NX56C, 5699883]
[paragraph, [82.0, 160.0, 592.0, 18.0], shoonya_2s56H6QZ2NX56C, 5699883]
[paragraph, [82.0, 178.0, 592.0, 18.0], shoonya_2s56H6QZ2NX56C, 5699883]
[paragraph, [82.0, 196.0, 592.0, 18.0], shoonya_2s56H6QZ2NX56C, 5699883]
[paragraph, [82.0, 229.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 247.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 265.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 283.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 301.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 319.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 337.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 355.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 373.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 391.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 409.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 427.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 445.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 463.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 481.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 499.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 517.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 535.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 553.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 571.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 589.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 607.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 625.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 643.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 661.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [82.0, 679.0, 590.0, 18.0], shoonya_1s7YL00YVY4LN3, 5699883]
[paragraph, [79.0, 708.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 726.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 744.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 762.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 780.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 798.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 816.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 834.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 852.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 870.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 888.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 906.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 924.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 942.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 960.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 978.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[paragraph, [79.0, 996.0, 587.0, 18.0], shoonya_0s2C7X53NMZGM5, 5699883]
[footnote, [105.0, 1060.0, 536.0, 18.0], XSS1Q6VQGj, 5699883]
