[2717, 1772]
[folio, [544.0, 241.0, 646.0, 46.5], 3wCIwDzCcw, 5721443]
[paragraph, [207.0, 336.0, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 382.5, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 429.0, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 475.5, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 522.0, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 568.5, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 615.0, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 661.5, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 708.0, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 754.5, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 801.0, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 847.5, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 894.0, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 940.5, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 987.0, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 1033.5, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 1080.0, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 1126.5, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 1173.0, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 1219.5, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 1266.0, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 1312.5, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 1359.0, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 1405.5, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 1452.0, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 1498.5, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [207.0, 1545.0, 1350.0, 46.5], shoonya_0sUYPAFSE3UIWR, 5721443]
[paragraph, [212.0, 1618.0, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 1664.5, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 1711.0, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 1757.5, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 1804.0, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 1850.5, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 1897.0, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 1943.5, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 1990.0, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 2036.5, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 2083.0, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 2129.5, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 2176.0, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 2222.5, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 2269.0, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 2315.5, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 2362.0, 1344.0, 46.5], a92_ht_I23, 5721443]
[paragraph, [212.0, 2408.5, 1344.0, 46.5], a92_ht_I23, 5721443]
