[2304, 1656]
[section-title, [286.0, 233.0, 174.0, 52.5], shoonya_1sKRNJFC8M3CXV, 5699308]
[paragraph, [274.0, 292.0, 1243.0, 36.0], shoonya_0sWXE437URTOJJ, 5699308]
[paragraph, [274.0, 328.0, 1243.0, 36.0], shoonya_0sWXE437URTOJJ, 5699308]
[paragraph, [274.0, 364.0, 1243.0, 36.0], shoonya_0sWXE437URTOJJ, 5699308]
[paragraph, [274.0, 400.0, 1243.0, 36.0], shoonya_0sWXE437URTOJJ, 5699308]
[paragraph, [274.0, 436.0, 1243.0, 36.0], shoonya_0sWXE437URTOJJ, 5699308]
[paragraph, [274.0, 472.0, 1243.0, 36.0], shoonya_0sWXE437URTOJJ, 5699308]
[paragraph, [274.0, 508.0, 1243.0, 36.0], shoonya_0sWXE437URTOJJ, 5699308]
[paragraph, [274.0, 544.0, 1243.0, 36.0], shoonya_0sWXE437URTOJJ, 5699308]
[paragraph, [274.0, 580.0, 1243.0, 36.0], shoonya_0sWXE437URTOJJ, 5699308]
[paragraph, [274.0, 616.0, 1243.0, 36.0], shoonya_0sWXE437URTOJJ, 5699308]
[paragraph, [274.0, 652.0, 1243.0, 36.0], shoonya_0sWXE437URTOJJ, 5699308]
[paragraph, [286.0, 756.0, 1220.0, 36.0], shoonya_4s5COD1W7XXJ5H, 5699308]
[paragraph, [286.0, 792.0, 1220.0, 36.0], shoonya_4s5COD1W7XXJ5H, 5699308]
[paragraph, [286.0, 828.0, 1220.0, 36.0], shoonya_4s5COD1W7XXJ5H, 5699308]
[paragraph, [286.0, 864.0, 1220.0, 36.0], shoonya_4s5COD1W7XXJ5H, 5699308]
[section-title, [292.0, 952.0, 835.0, 52.5], CUmyI5caal, 5699308]
[paragraph, [296.0, 1062.0, 1206.0, 36.0], shoonya_5s72EEFZY2IYG1, 5699308]
[paragraph, [296.0, 1098.0, 1206.0, 36.0], shoonya_5s72EEFZY2IYG1, 5699308]
[paragraph, [296.0, 1134.0, 1206.0, 36.0], shoonya_5s72EEFZY2IYG1, 5699308]
[paragraph, [296.0, 1170.0, 1206.0, 36.0], shoonya_5s72EEFZY2IYG1, 5699308]
[paragraph, [296.0, 1206.0, 1206.0, 36.0], shoonya_5s72EEFZY2IYG1, 5699308]
[ordered-list, [533.0, 1253.0, 978.0, 36.0], shoonya_3s4WH5CGCHPWQI, 5699308]
[ordered-list, [533.0, 1289.0, 978.0, 36.0], shoonya_3s4WH5CGCHPWQI, 5699308]
[ordered-list, [533.0, 1325.0, 978.0, 36.0], shoonya_3s4WH5CGCHPWQI, 5699308]
[ordered-list, [533.0, 1361.0, 978.0, 36.0], shoonya_3s4WH5CGCHPWQI, 5699308]
[ordered-list, [533.0, 1397.0, 978.0, 36.0], shoonya_3s4WH5CGCHPWQI, 5699308]
[ordered-list, [533.0, 1433.0, 978.0, 36.0], shoonya_3s4WH5CGCHPWQI, 5699308]
[ordered-list, [533.0, 1469.0, 978.0, 36.0], shoonya_3s4WH5CGCHPWQI, 5699308]
[paragraph, [263.0, 1549.0, 1290.0, 36.0], u45N5LGFqi, 5699308]
[paragraph, [263.0, 1585.0, 1290.0, 36.0], u45N5LGFqi, 5699308]
[paragraph, [263.0, 1621.0, 1290.0, 36.0], u45N5LGFqi, 5699308]
[paragraph, [263.0, 1657.0, 1290.0, 36.0], u45N5LGFqi, 5699308]
[paragraph, [263.0, 1693.0, 1290.0, 36.0], u45N5LGFqi, 5699308]
[paragraph, [263.0, 1729.0, 1290.0, 36.0], u45N5LGFqi, 5699308]
[ordered-list, [534.0, 1794.0, 975.0, 36.0], XQZMxJapWx, 5699308]
[ordered-list, [534.0, 1830.0, 975.0, 36.0], XQZMxJapWx, 5699308]
[ordered-list, [534.0, 1866.0, 975.0, 36.0], XQZMxJapWx, 5699308]
[ordered-list, [534.0, 1902.0, 975.0, 36.0], XQZMxJapWx, 5699308]
[ordered-list, [534.0, 1938.0, 975.0, 36.0], XQZMxJapWx, 5699308]
[ordered-list, [534.0, 1974.0, 975.0, 36.0], XQZMxJapWx, 5699308]
