[1374, 850]
[folio, [616.0, 68.0, 130.0, 18.0], 1m6DoO9pBs, 5781660]
[folio, [616.0, 86.0, 130.0, 18.0], 1m6DoO9pBs, 5781660]
[folio, [616.0, 104.0, 130.0, 18.0], 1m6DoO9pBs, 5781660]
[folio, [289.0, 128.0, 265.0, 18.0], shoonya_3sMUWHW2U3EC2T, 5781660]
[figure-caption, [121.0, 555.0, 609.0, 18.0], shoonya_4s7FVVR9WETGWH, 5781660]
[paragraph, [96.0, 600.0, 645.0, 18.0], shoonya_5s7M7DM1VWL6X5, 5781660]
[paragraph, [96.0, 618.0, 645.0, 18.0], shoonya_5s7M7DM1VWL6X5, 5781660]
[paragraph, [96.0, 636.0, 645.0, 18.0], shoonya_5s7M7DM1VWL6X5, 5781660]
[ordered-list, [94.0, 673.0, 646.0, 18.0], i3CnWnvmdM, 5781660]
[ordered-list, [94.0, 691.0, 646.0, 18.0], i3CnWnvmdM, 5781660]
[ordered-list, [94.0, 709.0, 646.0, 18.0], i3CnWnvmdM, 5781660]
[ordered-list, [94.0, 727.0, 646.0, 18.0], i3CnWnvmdM, 5781660]
[ordered-list, [94.0, 745.0, 646.0, 18.0], i3CnWnvmdM, 5781660]
[ordered-list, [94.0, 763.0, 646.0, 18.0], i3CnWnvmdM, 5781660]
[ordered-list, [94.0, 781.0, 646.0, 18.0], i3CnWnvmdM, 5781660]
[ordered-list, [94.0, 799.0, 646.0, 18.0], i3CnWnvmdM, 5781660]
[ordered-list, [94.0, 817.0, 646.0, 18.0], i3CnWnvmdM, 5781660]
[ordered-list, [94.0, 835.0, 646.0, 18.0], i3CnWnvmdM, 5781660]
[ordered-list, [96.0, 867.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 885.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 903.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 921.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 939.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 957.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 975.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 993.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 1011.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 1029.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 1047.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 1065.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 1083.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 1101.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 1119.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 1137.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 1155.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 1173.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 1191.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 1209.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[ordered-list, [96.0, 1227.0, 651.0, 18.0], shoonya_1sBTZOB3OZ0WGB, 5781660]
[sub-ordered-list, [98.0, 905.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 923.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 941.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 959.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 977.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 995.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 1013.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 1031.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 1049.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 1067.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 1085.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 1103.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 1121.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 1139.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 1157.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 1175.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 1193.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 1211.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[sub-ordered-list, [98.0, 1229.0, 649.0, 18.0], quVPFa6dR-, 5781660]
[subsub-ordered-list, [98.0, 1177.0, 645.0, 18.0], EFUclFgQNk, 5781660]
[subsub-ordered-list, [98.0, 1195.0, 645.0, 18.0], EFUclFgQNk, 5781660]
[subsub-ordered-list, [98.0, 1213.0, 645.0, 18.0], EFUclFgQNk, 5781660]
[contact-info, [113.0, 1253.0, 142.0, 18.0], QJS6XO5hTD, 5781660]
