[842, 596]
[section-title, [250.0, 43.0, 96.0, 30.0], aeOolITWxa, 5744557]
[section-title, [250.0, 73.0, 96.0, 30.0], aeOolITWxa, 5744557]
[paragraph, [48.0, 148.0, 255.0, 18.0], shoonya_1s3C0CXBLY2XRP, 5744557]
[paragraph, [48.0, 166.0, 255.0, 18.0], shoonya_1s3C0CXBLY2XRP, 5744557]
[paragraph, [48.0, 184.0, 255.0, 18.0], shoonya_1s3C0CXBLY2XRP, 5744557]
[paragraph, [48.0, 202.0, 255.0, 18.0], shoonya_1s3C0CXBLY2XRP, 5744557]
[paragraph, [48.0, 220.0, 255.0, 18.0], shoonya_1s3C0CXBLY2XRP, 5744557]
[paragraph, [48.0, 238.0, 255.0, 18.0], shoonya_1s3C0CXBLY2XRP, 5744557]
[paragraph, [48.0, 256.0, 255.0, 18.0], shoonya_1s3C0CXBLY2XRP, 5744557]
[paragraph, [48.0, 274.0, 255.0, 18.0], shoonya_1s3C0CXBLY2XRP, 5744557]
[paragraph, [48.0, 292.0, 255.0, 18.0], shoonya_1s3C0CXBLY2XRP, 5744557]
[paragraph, [48.0, 310.0, 255.0, 18.0], shoonya_1s3C0CXBLY2XRP, 5744557]
[paragraph, [48.0, 328.0, 255.0, 18.0], shoonya_1s3C0CXBLY2XRP, 5744557]
[paragraph, [48.0, 346.0, 255.0, 18.0], shoonya_1s3C0CXBLY2XRP, 5744557]
[paragraph, [48.0, 364.0, 255.0, 18.0], shoonya_1s3C0CXBLY2XRP, 5744557]
[paragraph, [48.0, 382.0, 255.0, 18.0], shoonya_1s3C0CXBLY2XRP, 5744557]
[paragraph, [47.0, 405.0, 499.0, 18.0], lSalXnjvfn, 5744557]
[paragraph, [47.0, 423.0, 499.0, 18.0], lSalXnjvfn, 5744557]
[section-title, [250.0, 456.0, 93.0, 30.0], g3D7MtOtGx, 5744557]
[section-title, [250.0, 486.0, 93.0, 30.0], g3D7MtOtGx, 5744557]
[paragraph, [48.0, 568.0, 251.0, 18.0], shoonya_0s3T7GK643S7B5, 5744557]
[paragraph, [48.0, 586.0, 251.0, 18.0], shoonya_0s3T7GK643S7B5, 5744557]
[paragraph, [48.0, 604.0, 251.0, 18.0], shoonya_0s3T7GK643S7B5, 5744557]
[paragraph, [48.0, 622.0, 251.0, 18.0], shoonya_0s3T7GK643S7B5, 5744557]
[paragraph, [48.0, 640.0, 251.0, 18.0], shoonya_0s3T7GK643S7B5, 5744557]
[paragraph, [48.0, 658.0, 251.0, 18.0], shoonya_0s3T7GK643S7B5, 5744557]
[paragraph, [48.0, 676.0, 251.0, 18.0], shoonya_0s3T7GK643S7B5, 5744557]
[paragraph, [48.0, 694.0, 251.0, 18.0], shoonya_0s3T7GK643S7B5, 5744557]
[paragraph, [48.0, 712.0, 251.0, 18.0], shoonya_0s3T7GK643S7B5, 5744557]
[paragraph, [48.0, 730.0, 251.0, 18.0], shoonya_0s3T7GK643S7B5, 5744557]
[paragraph, [48.0, 748.0, 251.0, 18.0], shoonya_0s3T7GK643S7B5, 5744557]
