[2339, 1653]
[folio, [280.0, 204.0, 208.0, 36.0], BSfFGRNyGb, 5655249]
[paragraph, [285.0, 312.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 348.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 384.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 420.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 456.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 492.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 528.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 564.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 600.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 636.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 672.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 708.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 744.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 780.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 816.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 852.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 888.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 924.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 960.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 996.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 1032.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 1068.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 1104.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 1140.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 1176.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [285.0, 1212.0, 1081.0, 36.0], shoonya_0s9L1YZPPNMXE8, 5655249]
[paragraph, [286.0, 1269.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1305.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1341.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1377.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1413.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1449.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1485.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1521.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1557.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1593.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1629.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1665.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1701.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1737.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1773.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1809.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1845.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1881.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1917.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1953.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 1989.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 2025.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
[paragraph, [286.0, 2061.0, 1080.0, 36.0], shoonya_1sP8VOHF7K047M, 5655249]
