[1650, 1275]
[unordered-list, [208.0, 905.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 941.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 977.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 1013.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 1049.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 1085.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 1121.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 1157.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 1193.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 1229.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 1265.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 1301.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 1337.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 1373.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 1409.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[unordered-list, [208.0, 1445.0, 930.0, 36.0], GJFDp8flA1, 5729944]
[sub-unordered-list, [275.0, 1030.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1048.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1066.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1084.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1102.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1120.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1138.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1156.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1174.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1192.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1210.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1228.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1246.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1264.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1282.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1300.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1318.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1336.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1354.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1372.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1390.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1408.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1426.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1444.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[sub-unordered-list, [275.0, 1462.0, 852.0, 18.0], shoonya_6sO0XOOVPN9IN7, 5729944]
[folio, [176.0, 1541.0, 313.0, 36.0], OXbbgO5bNw, 5729944]
