[1759, 1162]
[folio, [274.0, 46.0, 610.0, 36.0], 9KGvEIlrqh, 5655233]
[folio, [771.0, 128.0, 198.0, 36.0], shoonya_3sF1540PAA9GOX, 5655233]
[paragraph, [89.0, 193.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 229.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 265.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 301.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 337.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 373.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 409.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 445.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 481.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 517.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 553.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 589.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 625.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 661.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 697.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 733.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 769.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 805.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [89.0, 841.0, 889.0, 36.0], shoonya_0sTOU9JQ5WFBTW, 5655233]
[paragraph, [98.0, 938.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [98.0, 974.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [98.0, 1010.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [98.0, 1046.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [98.0, 1082.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [98.0, 1118.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [98.0, 1154.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [98.0, 1190.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [98.0, 1226.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [98.0, 1262.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [98.0, 1298.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [98.0, 1334.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [98.0, 1370.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [98.0, 1406.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [98.0, 1442.0, 885.0, 36.0], shoonya_1sDY2QHXXA42NT, 5655233]
[paragraph, [93.0, 1524.0, 895.0, 36.0], shoonya_2sA8H5F7LP7M0H, 5655233]
[paragraph, [93.0, 1560.0, 895.0, 36.0], shoonya_2sA8H5F7LP7M0H, 5655233]
[paragraph, [93.0, 1596.0, 895.0, 36.0], shoonya_2sA8H5F7LP7M0H, 5655233]
