[1372, 849]
[section-title, [347.0, 68.0, 151.0, 30.0], shoonya_0sU1MFWLPQVLIN, 5709611]
[paragraph, [73.0, 132.0, 693.0, 18.0], G9mkbhx-uO, 5709611]
[paragraph, [73.0, 150.0, 693.0, 18.0], G9mkbhx-uO, 5709611]
[paragraph, [73.0, 168.0, 693.0, 18.0], G9mkbhx-uO, 5709611]
[paragraph, [73.0, 186.0, 693.0, 18.0], G9mkbhx-uO, 5709611]
[paragraph, [76.0, 220.0, 693.0, 18.0], shoonya_1sLSHWXUPKOI6E, 5709611]
[paragraph, [76.0, 238.0, 693.0, 18.0], shoonya_1sLSHWXUPKOI6E, 5709611]
[paragraph, [76.0, 256.0, 693.0, 18.0], shoonya_1sLSHWXUPKOI6E, 5709611]
[paragraph, [76.0, 274.0, 693.0, 18.0], shoonya_1sLSHWXUPKOI6E, 5709611]
[paragraph, [76.0, 292.0, 693.0, 18.0], shoonya_1sLSHWXUPKOI6E, 5709611]
[paragraph, [76.0, 310.0, 693.0, 18.0], shoonya_1sLSHWXUPKOI6E, 5709611]
[paragraph, [76.0, 328.0, 693.0, 18.0], shoonya_1sLSHWXUPKOI6E, 5709611]
[paragraph, [76.0, 346.0, 693.0, 18.0], shoonya_1sLSHWXUPKOI6E, 5709611]
[paragraph, [76.0, 364.0, 693.0, 18.0], shoonya_1sLSHWXUPKOI6E, 5709611]
[paragraph, [76.0, 382.0, 693.0, 18.0], shoonya_1sLSHWXUPKOI6E, 5709611]
[paragraph, [76.0, 400.0, 693.0, 18.0], shoonya_1sLSHWXUPKOI6E, 5709611]
[paragraph, [86.0, 426.0, 675.0, 18.0], Lqe1EFYR69, 5709611]
[paragraph, [86.0, 444.0, 675.0, 18.0], Lqe1EFYR69, 5709611]
[paragraph, [86.0, 462.0, 675.0, 18.0], Lqe1EFYR69, 5709611]
[paragraph, [86.0, 480.0, 675.0, 18.0], Lqe1EFYR69, 5709611]
[paragraph, [86.0, 498.0, 675.0, 18.0], Lqe1EFYR69, 5709611]
[paragraph, [86.0, 516.0, 675.0, 18.0], Lqe1EFYR69, 5709611]
[paragraph, [86.0, 534.0, 675.0, 18.0], Lqe1EFYR69, 5709611]
[paragraph, [86.0, 552.0, 675.0, 18.0], Lqe1EFYR69, 5709611]
[paragraph, [86.0, 570.0, 675.0, 18.0], Lqe1EFYR69, 5709611]
[paragraph, [86.0, 588.0, 675.0, 18.0], Lqe1EFYR69, 5709611]
[paragraph, [86.0, 606.0, 675.0, 18.0], Lqe1EFYR69, 5709611]
[paragraph, [92.0, 641.0, 681.0, 18.0], kizRqXD4DQ, 5709611]
[paragraph, [92.0, 659.0, 681.0, 18.0], kizRqXD4DQ, 5709611]
[paragraph, [92.0, 677.0, 681.0, 18.0], kizRqXD4DQ, 5709611]
[paragraph, [92.0, 695.0, 681.0, 18.0], kizRqXD4DQ, 5709611]
[paragraph, [92.0, 713.0, 681.0, 18.0], kizRqXD4DQ, 5709611]
[paragraph, [92.0, 731.0, 681.0, 18.0], kizRqXD4DQ, 5709611]
[paragraph, [92.0, 749.0, 681.0, 18.0], kizRqXD4DQ, 5709611]
[paragraph, [92.0, 767.0, 681.0, 18.0], kizRqXD4DQ, 5709611]
[paragraph, [92.0, 785.0, 681.0, 18.0], kizRqXD4DQ, 5709611]
[paragraph, [92.0, 803.0, 681.0, 18.0], kizRqXD4DQ, 5709611]
[paragraph, [92.0, 821.0, 681.0, 18.0], kizRqXD4DQ, 5709611]
[paragraph, [66.0, 848.0, 720.0, 18.0], MYVy90y123, 5709611]
[paragraph, [66.0, 866.0, 720.0, 18.0], MYVy90y123, 5709611]
[paragraph, [66.0, 884.0, 720.0, 18.0], MYVy90y123, 5709611]
[paragraph, [66.0, 902.0, 720.0, 18.0], MYVy90y123, 5709611]
[paragraph, [70.0, 928.0, 700.0, 18.0], shoonya_5s229U08POON4T, 5709611]
[paragraph, [70.0, 946.0, 700.0, 18.0], shoonya_5s229U08POON4T, 5709611]
[paragraph, [70.0, 964.0, 700.0, 18.0], shoonya_5s229U08POON4T, 5709611]
[paragraph, [70.0, 982.0, 700.0, 18.0], shoonya_5s229U08POON4T, 5709611]
[paragraph, [101.0, 1014.0, 646.0, 18.0], shoonya_7sU4D8KJGFTHYW, 5709611]
[paragraph, [101.0, 1032.0, 646.0, 18.0], shoonya_7sU4D8KJGFTHYW, 5709611]
[paragraph, [101.0, 1050.0, 646.0, 18.0], shoonya_7sU4D8KJGFTHYW, 5709611]
[paragraph, [101.0, 1068.0, 646.0, 18.0], shoonya_7sU4D8KJGFTHYW, 5709611]
[paragraph, [101.0, 1086.0, 646.0, 18.0], shoonya_7sU4D8KJGFTHYW, 5709611]
[paragraph, [101.0, 1104.0, 646.0, 18.0], shoonya_7sU4D8KJGFTHYW, 5709611]
[paragraph, [101.0, 1122.0, 646.0, 18.0], shoonya_7sU4D8KJGFTHYW, 5709611]
[paragraph, [104.0, 1138.0, 653.0, 18.0], shoonya_6sY32UR8LJXEV6, 5709611]
[paragraph, [104.0, 1156.0, 653.0, 18.0], shoonya_6sY32UR8LJXEV6, 5709611]
[paragraph, [104.0, 1174.0, 653.0, 18.0], shoonya_6sY32UR8LJXEV6, 5709611]
[paragraph, [104.0, 1192.0, 653.0, 18.0], shoonya_6sY32UR8LJXEV6, 5709611]
[paragraph, [104.0, 1210.0, 653.0, 18.0], shoonya_6sY32UR8LJXEV6, 5709611]
[paragraph, [104.0, 1228.0, 653.0, 18.0], shoonya_6sY32UR8LJXEV6, 5709611]
