[688, 400]
[folio, [92.0, 12.0, 227.0, 18.0], Tc5NcETexO, 5748767]
[paragraph, [11.0, 45.0, 380.0, 18.0], shoonya_3sO9GYGEHOMC8N, 5748767]
[paragraph, [11.0, 63.0, 380.0, 18.0], shoonya_3sO9GYGEHOMC8N, 5748767]
[paragraph, [11.0, 81.0, 380.0, 18.0], shoonya_3sO9GYGEHOMC8N, 5748767]
[paragraph, [11.0, 99.0, 380.0, 18.0], shoonya_3sO9GYGEHOMC8N, 5748767]
[paragraph, [11.0, 117.0, 380.0, 18.0], shoonya_3sO9GYGEHOMC8N, 5748767]
[paragraph, [11.0, 135.0, 380.0, 18.0], shoonya_3sO9GYGEHOMC8N, 5748767]
[paragraph, [11.0, 153.0, 380.0, 18.0], shoonya_3sO9GYGEHOMC8N, 5748767]
[paragraph, [11.0, 171.0, 380.0, 18.0], shoonya_3sO9GYGEHOMC8N, 5748767]
[ordered-list, [11.0, 194.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 212.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 230.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 248.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 266.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 284.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 302.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 320.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 338.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 356.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 374.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 392.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 410.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 428.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 446.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 464.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 482.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 500.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 518.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 536.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 554.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 572.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 590.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 608.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[ordered-list, [11.0, 626.0, 377.0, 18.0], shoonya_0sE43AP4T5A92J, 5748767]
[footnote, [87.0, 652.0, 257.0, 18.0], hDpyQ2z5hY, 5748767]
