[1031, 622]
[section-title, [261.0, 72.0, 110.0, 30.0], shoonya_1sU2UCP1ZKS2F1, 5709639]
[paragraph, [60.0, 110.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 128.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 146.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 164.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 182.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 200.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 218.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 236.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 254.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 272.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 290.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 308.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 326.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 344.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 362.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 380.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 398.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 416.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 434.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 452.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 470.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 488.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 506.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 524.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 542.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 560.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 578.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 596.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 614.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 632.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 650.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 668.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 686.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 704.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 722.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 740.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 758.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 776.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[paragraph, [60.0, 794.0, 514.0, 18.0], shoonya_0sML9GK4KNHB3H, 5709639]
[footnote, [65.0, 833.0, 480.0, 18.0], shoonya_5sTZD15GY7755E, 5709639]
[footnote, [65.0, 851.0, 480.0, 18.0], shoonya_5sTZD15GY7755E, 5709639]
[footnote, [65.0, 869.0, 480.0, 18.0], shoonya_5sTZD15GY7755E, 5709639]
[footnote, [65.0, 887.0, 480.0, 18.0], shoonya_5sTZD15GY7755E, 5709639]
[footnote, [65.0, 905.0, 480.0, 18.0], shoonya_5sTZD15GY7755E, 5709639]
[footnote, [65.0, 923.0, 480.0, 18.0], shoonya_5sTZD15GY7755E, 5709639]
