[2339, 1653]
[paragraph, [236.0, 188.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 224.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 260.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 296.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 332.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 368.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 404.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 440.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 476.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 512.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 548.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 584.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 620.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 656.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 692.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 728.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 764.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 800.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 836.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 872.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 908.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 944.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 980.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 1016.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 1052.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 1088.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 1124.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 1160.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 1196.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 1232.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 1268.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 1304.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 1340.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 1376.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [236.0, 1412.0, 1191.0, 36.0], shoonya_1sOH2L53MXMUUR, 5754235]
[paragraph, [225.0, 1496.0, 1194.0, 36.0], shoonya_0sGUPKRL98QPBQ, 5754235]
[paragraph, [225.0, 1532.0, 1194.0, 36.0], shoonya_0sGUPKRL98QPBQ, 5754235]
[paragraph, [225.0, 1568.0, 1194.0, 36.0], shoonya_0sGUPKRL98QPBQ, 5754235]
[paragraph, [225.0, 1604.0, 1194.0, 36.0], shoonya_0sGUPKRL98QPBQ, 5754235]
[paragraph, [225.0, 1640.0, 1194.0, 36.0], shoonya_0sGUPKRL98QPBQ, 5754235]
[paragraph, [225.0, 1676.0, 1194.0, 36.0], shoonya_0sGUPKRL98QPBQ, 5754235]
[paragraph, [225.0, 1712.0, 1194.0, 36.0], shoonya_0sGUPKRL98QPBQ, 5754235]
[paragraph, [225.0, 1748.0, 1194.0, 36.0], shoonya_0sGUPKRL98QPBQ, 5754235]
[paragraph, [225.0, 1784.0, 1194.0, 36.0], shoonya_0sGUPKRL98QPBQ, 5754235]
[paragraph, [225.0, 1820.0, 1194.0, 36.0], shoonya_0sGUPKRL98QPBQ, 5754235]
[paragraph, [225.0, 1856.0, 1194.0, 36.0], shoonya_0sGUPKRL98QPBQ, 5754235]
[paragraph, [225.0, 1892.0, 1194.0, 36.0], shoonya_0sGUPKRL98QPBQ, 5754235]
[paragraph, [225.0, 1928.0, 1194.0, 36.0], shoonya_0sGUPKRL98QPBQ, 5754235]
