[1763, 1275]
[paragraph, [647.0, 27.0, 625.0, 36.0], NMWWQaagSN, 5713010]
[paragraph, [647.0, 63.0, 625.0, 36.0], NMWWQaagSN, 5713010]
[paragraph, [647.0, 99.0, 625.0, 36.0], NMWWQaagSN, 5713010]
[paragraph, [647.0, 135.0, 625.0, 36.0], NMWWQaagSN, 5713010]
[paragraph, [647.0, 171.0, 625.0, 36.0], NMWWQaagSN, 5713010]
[paragraph, [647.0, 207.0, 625.0, 36.0], NMWWQaagSN, 5713010]
[paragraph, [647.0, 243.0, 625.0, 36.0], NMWWQaagSN, 5713010]
[paragraph, [647.0, 279.0, 625.0, 36.0], NMWWQaagSN, 5713010]
[paragraph, [24.0, 34.0, 625.0, 36.0], shoonya_3s0ETCOALYX376, 5713010]
[paragraph, [24.0, 70.0, 625.0, 36.0], shoonya_3s0ETCOALYX376, 5713010]
[paragraph, [24.0, 106.0, 625.0, 36.0], shoonya_3s0ETCOALYX376, 5713010]
[paragraph, [24.0, 142.0, 625.0, 36.0], shoonya_3s0ETCOALYX376, 5713010]
[paragraph, [24.0, 178.0, 625.0, 36.0], shoonya_3s0ETCOALYX376, 5713010]
[paragraph, [26.0, 219.0, 619.0, 36.0], shoonya_6s7ZGG0F8QNPRK, 5713010]
[paragraph, [26.0, 255.0, 619.0, 36.0], shoonya_6s7ZGG0F8QNPRK, 5713010]
[paragraph, [26.0, 291.0, 619.0, 36.0], shoonya_6s7ZGG0F8QNPRK, 5713010]
[paragraph, [26.0, 327.0, 619.0, 36.0], shoonya_6s7ZGG0F8QNPRK, 5713010]
[paragraph, [26.0, 363.0, 619.0, 36.0], shoonya_6s7ZGG0F8QNPRK, 5713010]
[paragraph, [26.0, 399.0, 619.0, 36.0], shoonya_6s7ZGG0F8QNPRK, 5713010]
[paragraph, [26.0, 435.0, 619.0, 36.0], shoonya_6s7ZGG0F8QNPRK, 5713010]
[paragraph, [26.0, 471.0, 619.0, 36.0], shoonya_6s7ZGG0F8QNPRK, 5713010]
[paragraph, [26.0, 507.0, 619.0, 36.0], shoonya_6s7ZGG0F8QNPRK, 5713010]
[paragraph, [647.0, 349.0, 621.0, 36.0], shoonya_5sHB3O1WN0NCS7, 5713010]
[paragraph, [647.0, 385.0, 621.0, 36.0], shoonya_5sHB3O1WN0NCS7, 5713010]
[paragraph, [647.0, 421.0, 621.0, 36.0], shoonya_5sHB3O1WN0NCS7, 5713010]
[paragraph, [647.0, 457.0, 621.0, 36.0], shoonya_5sHB3O1WN0NCS7, 5713010]
[paragraph, [647.0, 493.0, 621.0, 36.0], shoonya_5sHB3O1WN0NCS7, 5713010]
[paragraph, [647.0, 529.0, 621.0, 36.0], shoonya_5sHB3O1WN0NCS7, 5713010]
[paragraph, [647.0, 565.0, 621.0, 36.0], shoonya_5sHB3O1WN0NCS7, 5713010]
[paragraph, [647.0, 601.0, 621.0, 36.0], shoonya_5sHB3O1WN0NCS7, 5713010]
[paragraph, [25.0, 553.0, 614.0, 36.0], shoonya_7s8VNLI9SHFQBF, 5713010]
[paragraph, [25.0, 589.0, 614.0, 36.0], shoonya_7s8VNLI9SHFQBF, 5713010]
[paragraph, [25.0, 625.0, 614.0, 36.0], shoonya_7s8VNLI9SHFQBF, 5713010]
[paragraph, [25.0, 661.0, 614.0, 36.0], shoonya_7s8VNLI9SHFQBF, 5713010]
[paragraph, [25.0, 697.0, 614.0, 36.0], shoonya_7s8VNLI9SHFQBF, 5713010]
[paragraph, [25.0, 733.0, 614.0, 36.0], shoonya_7s8VNLI9SHFQBF, 5713010]
[paragraph, [25.0, 769.0, 614.0, 36.0], shoonya_7s8VNLI9SHFQBF, 5713010]
[paragraph, [25.0, 805.0, 614.0, 36.0], shoonya_7s8VNLI9SHFQBF, 5713010]
[paragraph, [25.0, 841.0, 614.0, 36.0], shoonya_7s8VNLI9SHFQBF, 5713010]
[paragraph, [25.0, 877.0, 614.0, 36.0], shoonya_7s8VNLI9SHFQBF, 5713010]
[paragraph, [25.0, 913.0, 614.0, 36.0], shoonya_7s8VNLI9SHFQBF, 5713010]
[paragraph, [25.0, 949.0, 614.0, 36.0], shoonya_7s8VNLI9SHFQBF, 5713010]
[paragraph, [25.0, 985.0, 614.0, 36.0], shoonya_7s8VNLI9SHFQBF, 5713010]
[paragraph, [640.0, 657.0, 630.0, 36.0], shoonya_4s36ZT307TBNMH, 5713010]
[paragraph, [640.0, 693.0, 630.0, 36.0], shoonya_4s36ZT307TBNMH, 5713010]
[paragraph, [640.0, 729.0, 630.0, 36.0], shoonya_4s36ZT307TBNMH, 5713010]
[paragraph, [640.0, 765.0, 630.0, 36.0], shoonya_4s36ZT307TBNMH, 5713010]
[paragraph, [640.0, 801.0, 630.0, 36.0], shoonya_4s36ZT307TBNMH, 5713010]
[paragraph, [640.0, 837.0, 630.0, 36.0], shoonya_4s36ZT307TBNMH, 5713010]
[paragraph, [640.0, 873.0, 630.0, 36.0], shoonya_4s36ZT307TBNMH, 5713010]
[paragraph, [640.0, 909.0, 630.0, 36.0], shoonya_4s36ZT307TBNMH, 5713010]
[paragraph, [640.0, 945.0, 630.0, 36.0], shoonya_4s36ZT307TBNMH, 5713010]
[paragraph, [646.0, 990.0, 628.0, 36.0], ndE6eSB8no, 5713010]
[paragraph, [646.0, 1026.0, 628.0, 36.0], ndE6eSB8no, 5713010]
[paragraph, [646.0, 1062.0, 628.0, 36.0], ndE6eSB8no, 5713010]
[paragraph, [28.0, 1022.0, 616.0, 36.0], shoonya_0sWJT840QSIZV2, 5713010]
[paragraph, [28.0, 1058.0, 616.0, 36.0], shoonya_0sWJT840QSIZV2, 5713010]
[paragraph, [28.0, 1094.0, 616.0, 36.0], shoonya_0sWJT840QSIZV2, 5713010]
[paragraph, [896.0, 1130.0, 378.0, 36.0], EvQSqz14EL, 5713010]
[paragraph, [896.0, 1166.0, 378.0, 36.0], EvQSqz14EL, 5713010]
[paragraph, [896.0, 1202.0, 378.0, 36.0], EvQSqz14EL, 5713010]
[paragraph, [896.0, 1238.0, 378.0, 36.0], EvQSqz14EL, 5713010]
[paragraph, [896.0, 1274.0, 378.0, 36.0], EvQSqz14EL, 5713010]
[paragraph, [896.0, 1310.0, 378.0, 36.0], EvQSqz14EL, 5713010]
[paragraph, [27.0, 1154.0, 355.0, 36.0], shoonya_1sJZRZYUWHKU91, 5713010]
[paragraph, [27.0, 1190.0, 355.0, 36.0], shoonya_1sJZRZYUWHKU91, 5713010]
[paragraph, [27.0, 1226.0, 355.0, 36.0], shoonya_1sJZRZYUWHKU91, 5713010]
[paragraph, [27.0, 1262.0, 355.0, 36.0], shoonya_1sJZRZYUWHKU91, 5713010]
[paragraph, [28.0, 1326.0, 354.0, 36.0], f8iNfjO9AP, 5713010]
[paragraph, [28.0, 1362.0, 354.0, 36.0], f8iNfjO9AP, 5713010]
[paragraph, [28.0, 1398.0, 354.0, 36.0], f8iNfjO9AP, 5713010]
[paragraph, [28.0, 1434.0, 354.0, 36.0], f8iNfjO9AP, 5713010]
[paragraph, [28.0, 1470.0, 354.0, 36.0], f8iNfjO9AP, 5713010]
[paragraph, [28.0, 1506.0, 354.0, 36.0], f8iNfjO9AP, 5713010]
[paragraph, [28.0, 1542.0, 354.0, 36.0], f8iNfjO9AP, 5713010]
[paragraph, [28.0, 1578.0, 354.0, 36.0], f8iNfjO9AP, 5713010]
[paragraph, [28.0, 1614.0, 354.0, 36.0], f8iNfjO9AP, 5713010]
[paragraph, [888.0, 1370.0, 386.0, 36.0], shoonya_8s85FY3LLVBKC1, 5713010]
[paragraph, [888.0, 1406.0, 386.0, 36.0], shoonya_8s85FY3LLVBKC1, 5713010]
[paragraph, [888.0, 1442.0, 386.0, 36.0], shoonya_8s85FY3LLVBKC1, 5713010]
[paragraph, [888.0, 1478.0, 386.0, 36.0], shoonya_8s85FY3LLVBKC1, 5713010]
[paragraph, [888.0, 1514.0, 386.0, 36.0], shoonya_8s85FY3LLVBKC1, 5713010]
[paragraph, [888.0, 1550.0, 386.0, 36.0], shoonya_8s85FY3LLVBKC1, 5713010]
[paragraph, [888.0, 1586.0, 386.0, 36.0], shoonya_8s85FY3LLVBKC1, 5713010]
[paragraph, [888.0, 1622.0, 386.0, 36.0], shoonya_8s85FY3LLVBKC1, 5713010]
[folio, [25.0, 1680.0, 136.0, 36.0], l-euxtpWqD, 5713010]
