[3508, 2481]
[paragraph, [199.0, 95.0, 2085.0, 52.5], shoonya_2sZENYY93ZLJPK, 6491282]
[paragraph, [199.0, 147.5, 2085.0, 52.5], shoonya_2sZENYY93ZLJPK, 6491282]
[paragraph, [199.0, 200.0, 2085.0, 52.5], shoonya_2sZENYY93ZLJPK, 6491282]
[paragraph, [199.0, 252.5, 2085.0, 52.5], shoonya_2sZENYY93ZLJPK, 6491282]
[paragraph, [196.0, 399.0, 2087.0, 52.5], shoonya_0sKZVYCROSK9JO, 6491282]
[paragraph, [196.0, 451.5, 2087.0, 52.5], shoonya_0sKZVYCROSK9JO, 6491282]
[paragraph, [196.0, 504.0, 2087.0, 52.5], shoonya_0sKZVYCROSK9JO, 6491282]
[paragraph, [196.0, 556.5, 2087.0, 52.5], shoonya_0sKZVYCROSK9JO, 6491282]
[paragraph, [196.0, 609.0, 2087.0, 52.5], shoonya_0sKZVYCROSK9JO, 6491282]
[paragraph, [196.0, 661.5, 2087.0, 52.5], shoonya_0sKZVYCROSK9JO, 6491282]
[paragraph, [196.0, 714.0, 2087.0, 52.5], shoonya_0sKZVYCROSK9JO, 6491282]
[paragraph, [196.0, 766.5, 2087.0, 52.5], shoonya_0sKZVYCROSK9JO, 6491282]
[paragraph, [196.0, 819.0, 2087.0, 52.5], shoonya_0sKZVYCROSK9JO, 6491282]
[paragraph, [210.0, 945.0, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 997.5, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1050.0, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1102.5, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1155.0, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1207.5, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1260.0, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1312.5, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1365.0, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1417.5, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1470.0, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1522.5, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1575.0, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1627.5, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1680.0, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1732.5, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[paragraph, [210.0, 1785.0, 2080.0, 52.5], H4ZlnTODRA, 6491282]
[contact-info, [1789.0, 2218.0, 480.0, 52.5], F7XnyVMHjJ, 6491282]
[contact-info, [998.0, 3281.0, 486.0, 52.5], 2miS1fo7XD, 6491282]
