[872, 605]
[section-title, [250.0, 32.0, 109.0, 30.0], b6XoUC62By, 6457524]
[folio, [39.0, 38.0, 89.0, 18.0], shoonya_0sOAYXKPDZKJ28, 6457524]
[paragraph, [35.0, 70.0, 267.0, 18.0], WdrHn7tYgy, 6457524]
[paragraph, [35.0, 88.0, 267.0, 18.0], WdrHn7tYgy, 6457524]
[paragraph, [35.0, 106.0, 267.0, 18.0], WdrHn7tYgy, 6457524]
[paragraph, [35.0, 124.0, 267.0, 18.0], WdrHn7tYgy, 6457524]
[paragraph, [35.0, 142.0, 267.0, 18.0], WdrHn7tYgy, 6457524]
[paragraph, [35.0, 160.0, 267.0, 18.0], WdrHn7tYgy, 6457524]
[paragraph, [35.0, 178.0, 267.0, 18.0], WdrHn7tYgy, 6457524]
[paragraph, [35.0, 196.0, 267.0, 18.0], WdrHn7tYgy, 6457524]
[paragraph, [35.0, 214.0, 267.0, 18.0], WdrHn7tYgy, 6457524]
[paragraph, [35.0, 232.0, 267.0, 18.0], WdrHn7tYgy, 6457524]
[paragraph, [35.0, 250.0, 267.0, 18.0], WdrHn7tYgy, 6457524]
[paragraph, [35.0, 268.0, 267.0, 18.0], WdrHn7tYgy, 6457524]
[paragraph, [35.0, 286.0, 267.0, 18.0], WdrHn7tYgy, 6457524]
[paragraph, [304.0, 75.0, 263.0, 18.0], 8Umv_iYnyJ, 6457524]
[paragraph, [304.0, 93.0, 263.0, 18.0], 8Umv_iYnyJ, 6457524]
[paragraph, [305.0, 109.0, 264.0, 18.0], wAuA3xRjxi, 6457524]
[paragraph, [305.0, 127.0, 264.0, 18.0], wAuA3xRjxi, 6457524]
[paragraph, [305.0, 145.0, 264.0, 18.0], wAuA3xRjxi, 6457524]
[paragraph, [301.0, 182.0, 249.0, 18.0], 3zGYZamggw, 6457524]
[paragraph, [301.0, 200.0, 249.0, 18.0], 3zGYZamggw, 6457524]
[paragraph, [300.0, 218.0, 265.0, 18.0], ZrCI7eb-XB, 6457524]
[paragraph, [300.0, 236.0, 265.0, 18.0], ZrCI7eb-XB, 6457524]
[paragraph, [302.0, 252.0, 261.0, 18.0], wlUmTcac8h, 6457524]
[paragraph, [302.0, 270.0, 261.0, 18.0], wlUmTcac8h, 6457524]
[paragraph, [302.0, 289.0, 205.0, 18.0], e3X_2HwCKf, 6457524]
[paragraph, [319.0, 309.0, 203.0, 18.0], VDcPvFVBth, 6457524]
[paragraph, [39.0, 316.0, 252.0, 18.0], USDzivvDoP, 6457524]
[paragraph, [302.0, 329.0, 252.0, 18.0], Y1wYFPFlZp, 6457524]
[paragraph, [40.0, 332.0, 254.0, 18.0], QHmVzzZW_z, 6457524]
[paragraph, [40.0, 350.0, 254.0, 18.0], QHmVzzZW_z, 6457524]
[paragraph, [38.0, 366.0, 264.0, 18.0], BRD09J0E0w, 6457524]
[paragraph, [38.0, 384.0, 264.0, 18.0], BRD09J0E0w, 6457524]
[paragraph, [305.0, 367.0, 260.0, 18.0], r-_SWGCjSH, 6457524]
[paragraph, [305.0, 385.0, 260.0, 18.0], r-_SWGCjSH, 6457524]
[paragraph, [308.0, 401.0, 246.0, 18.0], dnACyuZVwp, 6457524]
[paragraph, [40.0, 404.0, 264.0, 18.0], PqZhpIcC6d, 6457524]
[paragraph, [40.0, 422.0, 264.0, 18.0], PqZhpIcC6d, 6457524]
[paragraph, [40.0, 440.0, 264.0, 18.0], PqZhpIcC6d, 6457524]
[paragraph, [40.0, 458.0, 264.0, 18.0], PqZhpIcC6d, 6457524]
[paragraph, [40.0, 476.0, 264.0, 18.0], PqZhpIcC6d, 6457524]
[paragraph, [305.0, 421.0, 263.0, 18.0], ANgcVA8M_Z, 6457524]
[paragraph, [305.0, 439.0, 263.0, 18.0], ANgcVA8M_Z, 6457524]
[paragraph, [305.0, 457.0, 263.0, 18.0], ANgcVA8M_Z, 6457524]
[paragraph, [305.0, 475.0, 263.0, 18.0], ANgcVA8M_Z, 6457524]
[paragraph, [305.0, 493.0, 263.0, 18.0], ANgcVA8M_Z, 6457524]
[paragraph, [305.0, 511.0, 263.0, 18.0], ANgcVA8M_Z, 6457524]
[paragraph, [42.0, 489.0, 263.0, 18.0], ZjEJ5lAlmm, 6457524]
[paragraph, [42.0, 507.0, 263.0, 18.0], ZjEJ5lAlmm, 6457524]
[paragraph, [37.0, 528.0, 268.0, 18.0], a8sMOEsr1W, 6457524]
[paragraph, [37.0, 546.0, 268.0, 18.0], a8sMOEsr1W, 6457524]
[paragraph, [307.0, 543.0, 262.0, 18.0], _gP5EA_43O, 6457524]
[paragraph, [305.0, 559.0, 247.0, 18.0], GAwXyFqOpj, 6457524]
[paragraph, [38.0, 561.0, 267.0, 18.0], fmUSyB22EZ, 6457524]
[paragraph, [38.0, 579.0, 267.0, 18.0], fmUSyB22EZ, 6457524]
[paragraph, [305.0, 577.0, 229.0, 18.0], qAtQtcFAO-, 6457524]
[paragraph, [37.0, 597.0, 263.0, 18.0], cwSY6sIiPb, 6457524]
[paragraph, [37.0, 615.0, 263.0, 18.0], cwSY6sIiPb, 6457524]
[paragraph, [37.0, 633.0, 263.0, 18.0], cwSY6sIiPb, 6457524]
[paragraph, [37.0, 651.0, 263.0, 18.0], cwSY6sIiPb, 6457524]
[paragraph, [304.0, 598.0, 260.0, 18.0], weQJA3fTqA, 6457524]
[paragraph, [306.0, 626.0, 236.0, 18.0], FbSHA4FHOb, 6457524]
[paragraph, [302.0, 646.0, 215.0, 18.0], Gf1yJcO6dX, 6457524]
[paragraph, [302.0, 664.0, 264.0, 18.0], L0PNG1U0cO, 6457524]
[paragraph, [302.0, 682.0, 264.0, 18.0], L0PNG1U0cO, 6457524]
[paragraph, [38.0, 667.0, 267.0, 18.0], v0AeoiQ7zr, 6457524]
[paragraph, [38.0, 685.0, 267.0, 18.0], v0AeoiQ7zr, 6457524]
[paragraph, [303.0, 699.0, 261.0, 18.0], B7TtxD1xoj, 6457524]
[paragraph, [38.0, 701.0, 265.0, 18.0], QTC0x8HqVx, 6457524]
[paragraph, [38.0, 719.0, 265.0, 18.0], QTC0x8HqVx, 6457524]
[paragraph, [38.0, 737.0, 265.0, 18.0], QTC0x8HqVx, 6457524]
[paragraph, [303.0, 722.0, 211.0, 18.0], OgJEXaIG1C, 6457524]
[reference, [305.0, 742.0, 259.0, 18.0], WCjI70N46Y, 6457524]
[reference, [305.0, 760.0, 259.0, 18.0], WCjI70N46Y, 6457524]
[reference, [305.0, 778.0, 259.0, 18.0], WCjI70N46Y, 6457524]
[reference, [305.0, 796.0, 259.0, 18.0], WCjI70N46Y, 6457524]
[reference, [305.0, 814.0, 259.0, 18.0], WCjI70N46Y, 6457524]
[reference, [33.0, 756.0, 270.0, 18.0], 22gsPgJZj9, 6457524]
[reference, [33.0, 774.0, 270.0, 18.0], 22gsPgJZj9, 6457524]
[reference, [33.0, 792.0, 270.0, 18.0], 22gsPgJZj9, 6457524]
[reference, [33.0, 810.0, 270.0, 18.0], 22gsPgJZj9, 6457524]
