[1298, 853]
[section-title, [314.0, 69.0, 222.0, 30.0], shoonya_0s62FACRTNM2ST, 5710112]
[paragraph, [64.0, 116.0, 297.0, 18.0], shoonya_2s3KGCTHCCCJQ7, 5710112]
[paragraph, [64.0, 134.0, 297.0, 18.0], shoonya_2s3KGCTHCCCJQ7, 5710112]
[paragraph, [61.0, 164.0, 723.0, 18.0], QEoDuGdfn7, 5710112]
[paragraph, [61.0, 182.0, 723.0, 18.0], QEoDuGdfn7, 5710112]
[paragraph, [61.0, 200.0, 723.0, 18.0], QEoDuGdfn7, 5710112]
[paragraph, [61.0, 218.0, 723.0, 18.0], QEoDuGdfn7, 5710112]
[paragraph, [61.0, 236.0, 723.0, 18.0], QEoDuGdfn7, 5710112]
[paragraph, [61.0, 254.0, 723.0, 18.0], QEoDuGdfn7, 5710112]
[paragraph, [61.0, 272.0, 723.0, 18.0], QEoDuGdfn7, 5710112]
[paragraph, [61.0, 290.0, 723.0, 18.0], QEoDuGdfn7, 5710112]
[paragraph, [65.0, 321.0, 723.0, 18.0], C7FgjUVaBT, 5710112]
[paragraph, [65.0, 339.0, 723.0, 18.0], C7FgjUVaBT, 5710112]
[paragraph, [65.0, 357.0, 723.0, 18.0], C7FgjUVaBT, 5710112]
[paragraph, [65.0, 375.0, 723.0, 18.0], C7FgjUVaBT, 5710112]
[paragraph, [65.0, 393.0, 723.0, 18.0], C7FgjUVaBT, 5710112]
[paragraph, [65.0, 411.0, 723.0, 18.0], C7FgjUVaBT, 5710112]
[paragraph, [65.0, 429.0, 723.0, 18.0], C7FgjUVaBT, 5710112]
[paragraph, [65.0, 447.0, 723.0, 18.0], C7FgjUVaBT, 5710112]
[paragraph, [65.0, 465.0, 723.0, 18.0], C7FgjUVaBT, 5710112]
[paragraph, [74.0, 493.0, 713.0, 18.0], CDq4BxFAWL, 5710112]
[paragraph, [74.0, 511.0, 713.0, 18.0], CDq4BxFAWL, 5710112]
[paragraph, [74.0, 529.0, 713.0, 18.0], CDq4BxFAWL, 5710112]
[paragraph, [74.0, 547.0, 713.0, 18.0], CDq4BxFAWL, 5710112]
[paragraph, [72.0, 571.0, 716.0, 18.0], ZvAlvZD5fQ, 5710112]
[paragraph, [72.0, 589.0, 716.0, 18.0], ZvAlvZD5fQ, 5710112]
[paragraph, [72.0, 607.0, 716.0, 18.0], ZvAlvZD5fQ, 5710112]
[paragraph, [72.0, 625.0, 716.0, 18.0], ZvAlvZD5fQ, 5710112]
[paragraph, [72.0, 643.0, 716.0, 18.0], ZvAlvZD5fQ, 5710112]
[paragraph, [72.0, 661.0, 716.0, 18.0], ZvAlvZD5fQ, 5710112]
[paragraph, [72.0, 679.0, 716.0, 18.0], ZvAlvZD5fQ, 5710112]
[paragraph, [72.0, 697.0, 716.0, 18.0], ZvAlvZD5fQ, 5710112]
[paragraph, [72.0, 715.0, 716.0, 18.0], ZvAlvZD5fQ, 5710112]
[paragraph, [69.0, 741.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 759.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 777.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 795.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 813.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 831.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 849.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 867.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 885.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 903.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 921.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 939.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 957.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 975.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 993.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 1011.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 1029.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[paragraph, [69.0, 1047.0, 715.0, 18.0], BhRUvmi5Jn, 5710112]
[footnote, [67.0, 1101.0, 717.0, 18.0], shoonya_1sBZGBWBVBPFBI, 5710112]
[footnote, [67.0, 1119.0, 717.0, 18.0], shoonya_1sBZGBWBVBPFBI, 5710112]
[footnote, [67.0, 1137.0, 717.0, 18.0], shoonya_1sBZGBWBVBPFBI, 5710112]
[footnote, [67.0, 1155.0, 717.0, 18.0], shoonya_1sBZGBWBVBPFBI, 5710112]
[footnote, [67.0, 1173.0, 717.0, 18.0], shoonya_1sBZGBWBVBPFBI, 5710112]
[footnote, [67.0, 1191.0, 717.0, 18.0], shoonya_1sBZGBWBVBPFBI, 5710112]
[footnote, [67.0, 1209.0, 717.0, 18.0], shoonya_1sBZGBWBVBPFBI, 5710112]
