[1267, 753]
[folio, [319.0, 75.0, 97.0, 18.0], shoonya_2sLNXZCYS8M7BV, 5700126]
[paragraph, [73.0, 119.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 137.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 155.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 173.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 191.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 209.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 227.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 245.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 263.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 281.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 299.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 317.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 335.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 353.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 371.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 389.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 407.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 425.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 443.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 461.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 479.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 497.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 515.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 533.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 551.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 569.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 587.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 605.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 623.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 641.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 659.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 677.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 695.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 713.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 731.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 749.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 767.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 785.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 803.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 821.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 839.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 857.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 875.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 893.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [73.0, 911.0, 597.0, 18.0], shoonya_1sWL836U64ENWZ, 5700126]
[paragraph, [87.0, 954.0, 588.0, 18.0], shoonya_0sV1WUV1907JIP, 5700126]
[paragraph, [87.0, 972.0, 588.0, 18.0], shoonya_0sV1WUV1907JIP, 5700126]
[paragraph, [87.0, 990.0, 588.0, 18.0], shoonya_0sV1WUV1907JIP, 5700126]
[paragraph, [87.0, 1008.0, 588.0, 18.0], shoonya_0sV1WUV1907JIP, 5700126]
[paragraph, [87.0, 1026.0, 588.0, 18.0], shoonya_0sV1WUV1907JIP, 5700126]
[paragraph, [87.0, 1044.0, 588.0, 18.0], shoonya_0sV1WUV1907JIP, 5700126]
[paragraph, [87.0, 1062.0, 588.0, 18.0], shoonya_0sV1WUV1907JIP, 5700126]
[paragraph, [87.0, 1080.0, 588.0, 18.0], shoonya_0sV1WUV1907JIP, 5700126]
[paragraph, [87.0, 1098.0, 588.0, 18.0], shoonya_0sV1WUV1907JIP, 5700126]
[paragraph, [87.0, 1116.0, 588.0, 18.0], shoonya_0sV1WUV1907JIP, 5700126]
[paragraph, [87.0, 1134.0, 588.0, 18.0], shoonya_0sV1WUV1907JIP, 5700126]
[paragraph, [87.0, 1152.0, 588.0, 18.0], shoonya_0sV1WUV1907JIP, 5700126]
[paragraph, [87.0, 1170.0, 588.0, 18.0], shoonya_0sV1WUV1907JIP, 5700126]
