[1275, 1650]
[unordered-list, [1136.0, 88.0, 472.0, 18.0], 9p1Yd6IqIT, 6473694]
[unordered-list, [1136.0, 106.0, 472.0, 18.0], 9p1Yd6IqIT, 6473694]
[unordered-list, [1136.0, 124.0, 472.0, 18.0], 9p1Yd6IqIT, 6473694]
[unordered-list, [1136.0, 142.0, 472.0, 18.0], 9p1Yd6IqIT, 6473694]
[unordered-list, [1136.0, 160.0, 472.0, 18.0], 9p1Yd6IqIT, 6473694]
[unordered-list, [1136.0, 178.0, 472.0, 18.0], 9p1Yd6IqIT, 6473694]
[unordered-list, [1136.0, 196.0, 472.0, 18.0], 9p1Yd6IqIT, 6473694]
[unordered-list, [589.0, 96.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 114.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 132.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 150.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 168.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 186.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 204.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 222.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 240.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 258.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 276.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 294.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 312.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 330.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 348.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 366.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 384.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 402.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 420.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 438.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[unordered-list, [589.0, 456.0, 478.0, 18.0], WiunNVxPvo, 6473694]
[headline, [44.0, 101.0, 473.0, 25.5], shoonya_12s7M1B36G5988, 6473694]
[paragraph, [43.0, 152.0, 468.0, 18.0], iI1rz7SOF9, 6473694]
[paragraph, [43.0, 170.0, 468.0, 18.0], iI1rz7SOF9, 6473694]
[paragraph, [43.0, 188.0, 468.0, 18.0], iI1rz7SOF9, 6473694]
[paragraph, [43.0, 206.0, 468.0, 18.0], iI1rz7SOF9, 6473694]
[paragraph, [43.0, 224.0, 468.0, 18.0], iI1rz7SOF9, 6473694]
[paragraph, [43.0, 242.0, 468.0, 18.0], iI1rz7SOF9, 6473694]
[paragraph, [43.0, 260.0, 468.0, 18.0], iI1rz7SOF9, 6473694]
[paragraph, [43.0, 278.0, 468.0, 18.0], iI1rz7SOF9, 6473694]
[paragraph, [43.0, 296.0, 468.0, 18.0], iI1rz7SOF9, 6473694]
[paragraph, [43.0, 314.0, 468.0, 18.0], iI1rz7SOF9, 6473694]
[paragraph, [43.0, 332.0, 468.0, 18.0], iI1rz7SOF9, 6473694]
[paragraph, [43.0, 350.0, 468.0, 18.0], iI1rz7SOF9, 6473694]
[paragraph, [43.0, 368.0, 468.0, 18.0], iI1rz7SOF9, 6473694]
[paragraph, [43.0, 386.0, 468.0, 18.0], iI1rz7SOF9, 6473694]
[section-title, [1136.0, 216.0, 160.0, 30.0], qWB9ELh2Rk, 6473694]
[unordered-list, [1138.0, 259.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 277.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 295.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 313.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 331.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 349.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 367.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 385.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 403.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 421.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 439.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 457.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 475.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 493.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 511.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 529.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 547.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 565.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 583.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 601.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 619.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 637.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 655.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 673.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 691.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 709.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 727.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 745.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 763.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 781.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 799.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 817.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
[unordered-list, [1138.0, 835.0, 472.0, 18.0], shoonya_0sYXK0BAFZ0TVQ, 6473694]
