[842, 595]
[sub-headline, [90.0, 113.0, 411.0, 25.5], OJrQ-HuIfc, 5770343]
[paragraph, [65.0, 168.0, 460.0, 18.0], shoonya_2sWEEEJ67CATWK, 5770343]
[paragraph, [65.0, 186.0, 460.0, 18.0], shoonya_2sWEEEJ67CATWK, 5770343]
[paragraph, [65.0, 204.0, 460.0, 18.0], shoonya_2sWEEEJ67CATWK, 5770343]
[paragraph, [65.0, 222.0, 460.0, 18.0], shoonya_2sWEEEJ67CATWK, 5770343]
[paragraph, [65.0, 240.0, 460.0, 18.0], shoonya_2sWEEEJ67CATWK, 5770343]
[paragraph, [65.0, 258.0, 460.0, 18.0], shoonya_2sWEEEJ67CATWK, 5770343]
[paragraph, [65.0, 276.0, 460.0, 18.0], shoonya_2sWEEEJ67CATWK, 5770343]
[paragraph, [65.0, 294.0, 460.0, 18.0], shoonya_2sWEEEJ67CATWK, 5770343]
[paragraph, [67.0, 335.0, 461.0, 18.0], shoonya_0sQ3GVHDISWY8G, 5770343]
[paragraph, [67.0, 353.0, 461.0, 18.0], shoonya_0sQ3GVHDISWY8G, 5770343]
[paragraph, [67.0, 371.0, 461.0, 18.0], shoonya_0sQ3GVHDISWY8G, 5770343]
[paragraph, [67.0, 389.0, 461.0, 18.0], shoonya_0sQ3GVHDISWY8G, 5770343]
[paragraph, [67.0, 407.0, 461.0, 18.0], shoonya_0sQ3GVHDISWY8G, 5770343]
[paragraph, [67.0, 425.0, 461.0, 18.0], shoonya_0sQ3GVHDISWY8G, 5770343]
[paragraph, [67.0, 443.0, 461.0, 18.0], shoonya_0sQ3GVHDISWY8G, 5770343]
[paragraph, [67.0, 461.0, 461.0, 18.0], shoonya_0sQ3GVHDISWY8G, 5770343]
[paragraph, [66.0, 484.0, 462.0, 18.0], shoonya_1sX4Z4PZTLA2Y5, 5770343]
[paragraph, [66.0, 502.0, 462.0, 18.0], shoonya_1sX4Z4PZTLA2Y5, 5770343]
[paragraph, [66.0, 520.0, 462.0, 18.0], shoonya_1sX4Z4PZTLA2Y5, 5770343]
[paragraph, [66.0, 538.0, 462.0, 18.0], shoonya_1sX4Z4PZTLA2Y5, 5770343]
[paragraph, [66.0, 556.0, 462.0, 18.0], shoonya_1sX4Z4PZTLA2Y5, 5770343]
[paragraph, [66.0, 574.0, 462.0, 18.0], shoonya_1sX4Z4PZTLA2Y5, 5770343]
[paragraph, [66.0, 592.0, 462.0, 18.0], shoonya_1sX4Z4PZTLA2Y5, 5770343]
[paragraph, [66.0, 648.0, 465.0, 18.0], shoonya_4s44LFMHFWZ65L, 5770343]
[paragraph, [66.0, 666.0, 465.0, 18.0], shoonya_4s44LFMHFWZ65L, 5770343]
[paragraph, [66.0, 684.0, 465.0, 18.0], shoonya_4s44LFMHFWZ65L, 5770343]
[paragraph, [66.0, 702.0, 465.0, 18.0], shoonya_4s44LFMHFWZ65L, 5770343]
[paragraph, [66.0, 720.0, 465.0, 18.0], shoonya_4s44LFMHFWZ65L, 5770343]
[paragraph, [66.0, 738.0, 465.0, 18.0], shoonya_4s44LFMHFWZ65L, 5770343]
