[1050, 693]
[folio, [518.0, 77.0, 92.0, 18.0], shoonya_2sEQKFYP2KWCLS, 5702339]
[folio, [518.0, 95.0, 92.0, 18.0], shoonya_2sEQKFYP2KWCLS, 5702339]
[paragraph, [73.0, 124.0, 540.0, 18.0], 5fuzBqqeBm, 5702339]
[paragraph, [73.0, 142.0, 540.0, 18.0], 5fuzBqqeBm, 5702339]
[paragraph, [73.0, 160.0, 540.0, 18.0], 5fuzBqqeBm, 5702339]
[paragraph, [73.0, 178.0, 540.0, 18.0], 5fuzBqqeBm, 5702339]
[paragraph, [73.0, 196.0, 540.0, 18.0], 5fuzBqqeBm, 5702339]
[paragraph, [73.0, 214.0, 540.0, 18.0], 5fuzBqqeBm, 5702339]
[paragraph, [73.0, 232.0, 540.0, 18.0], 5fuzBqqeBm, 5702339]
[paragraph, [81.0, 259.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 277.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 295.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 313.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 331.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 349.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 367.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 385.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 403.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 421.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 439.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 457.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 475.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 493.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 511.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [81.0, 529.0, 528.0, 18.0], shoonya_1sHI08YWZ0BRBL, 5702339]
[paragraph, [80.0, 561.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 579.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 597.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 615.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 633.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 651.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 669.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 687.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 705.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 723.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 741.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 759.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 777.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 795.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 813.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 831.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 849.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 867.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 885.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 903.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 921.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 939.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
[paragraph, [80.0, 957.0, 529.0, 18.0], shoonya_0s2FE9DJE1K6T9, 5702339]
