[1296, 864]
[chapter-title, [400.0, 34.0, 419.0, 30.0], 8jpFFjax1P, 5656360]
[chapter-title, [400.0, 64.0, 419.0, 30.0], 8jpFFjax1P, 5656360]
[section-title, [387.0, 111.0, 427.0, 30.0], aKRBwkxFyg, 5656360]
[section-title, [387.0, 141.0, 427.0, 30.0], aKRBwkxFyg, 5656360]
[section-title, [387.0, 171.0, 427.0, 30.0], aKRBwkxFyg, 5656360]
[sub-section-title, [397.0, 200.0, 415.0, 25.5], UV3Z8fh2q7, 5656360]
[sub-section-title, [397.0, 225.5, 415.0, 25.5], UV3Z8fh2q7, 5656360]
[unordered-list, [8.0, 272.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 290.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 308.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 326.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 344.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 362.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 380.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 398.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 416.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 434.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 452.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 470.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 488.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 506.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 524.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 542.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 560.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 578.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 596.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 614.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 632.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 650.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 668.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 686.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 704.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 722.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 740.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 758.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 776.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 794.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 812.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 830.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 848.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 866.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 884.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 902.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 920.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 938.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 956.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 974.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 992.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 1010.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 1028.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 1046.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 1064.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 1082.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 1100.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 1118.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
[unordered-list, [8.0, 1136.0, 838.0, 18.0], shoonya_8sST3VNP8JZU9A, 5656360]
