[590, 396]
[section-title, [60.0, 147.0, 134.0, 30.0], 7noqwD9MD-, 6515036]
[paragraph, [64.0, 194.0, 300.0, 18.0], 24j8jb8KQg, 6515036]
[paragraph, [64.0, 212.0, 300.0, 18.0], 24j8jb8KQg, 6515036]
[paragraph, [64.0, 230.0, 300.0, 18.0], 24j8jb8KQg, 6515036]
[paragraph, [64.0, 248.0, 300.0, 18.0], 24j8jb8KQg, 6515036]
[paragraph, [65.0, 274.0, 303.0, 18.0], TKe5jj0CXx, 6515036]
[paragraph, [65.0, 292.0, 303.0, 18.0], TKe5jj0CXx, 6515036]
[paragraph, [67.0, 334.0, 303.0, 18.0], shoonya_0sY3E76B25QZM8, 6515036]
[paragraph, [67.0, 352.0, 303.0, 18.0], shoonya_0sY3E76B25QZM8, 6515036]
[paragraph, [89.0, 389.0, 101.0, 18.0], Dvmhyc7KOp, 6515036]
[paragraph, [67.0, 408.0, 299.0, 18.0], Ga5bfO6Z1L, 6515036]
[paragraph, [67.0, 426.0, 299.0, 18.0], Ga5bfO6Z1L, 6515036]
[paragraph, [67.0, 444.0, 299.0, 18.0], Ga5bfO6Z1L, 6515036]
[paragraph, [67.0, 462.0, 299.0, 18.0], Ga5bfO6Z1L, 6515036]
[paragraph, [67.0, 480.0, 299.0, 18.0], Ga5bfO6Z1L, 6515036]
[paragraph, [67.0, 498.0, 299.0, 18.0], Ga5bfO6Z1L, 6515036]
[folio, [89.0, 536.0, 41.0, 18.0], lF2yyq2_sU, 6515036]
