[872, 605]
[folio, [475.0, 40.0, 80.0, 18.0], shoonya_3sDQOX38ZDGYX4, 6456725]
[paragraph, [303.0, 77.0, 250.0, 18.0], DsnShCntHG, 6456725]
[paragraph, [303.0, 95.0, 250.0, 18.0], DsnShCntHG, 6456725]
[paragraph, [50.0, 80.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [50.0, 98.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [50.0, 116.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [50.0, 134.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [50.0, 152.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [50.0, 170.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [50.0, 188.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [50.0, 206.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [50.0, 224.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [50.0, 242.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [50.0, 260.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [50.0, 278.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [50.0, 296.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [50.0, 314.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [50.0, 332.0, 251.0, 18.0], 3XF7cCYQoB, 6456725]
[paragraph, [306.0, 120.0, 203.0, 18.0], wso1WP9C85, 6456725]
[paragraph, [305.0, 143.0, 244.0, 18.0], ETVm7e3R5K, 6456725]
[paragraph, [305.0, 161.0, 244.0, 18.0], ETVm7e3R5K, 6456725]
[paragraph, [305.0, 179.0, 244.0, 18.0], ETVm7e3R5K, 6456725]
[paragraph, [305.0, 197.0, 244.0, 18.0], ETVm7e3R5K, 6456725]
[paragraph, [301.0, 219.0, 249.0, 18.0], dwhbxzkidV, 6456725]
[paragraph, [301.0, 237.0, 249.0, 18.0], dwhbxzkidV, 6456725]
[paragraph, [300.0, 258.0, 181.0, 18.0], mEovs-Spyt, 6456725]
[paragraph, [301.0, 285.0, 206.0, 18.0], C0Hi9xpPET, 6456725]
[paragraph, [300.0, 307.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 325.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 343.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 361.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 379.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 397.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 415.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 433.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 451.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 469.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 487.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 505.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 523.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 541.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 559.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 577.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 595.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 613.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 631.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [300.0, 649.0, 251.0, 18.0], 2MZxC0HXHU, 6456725]
[paragraph, [47.0, 360.0, 249.0, 18.0], Ki121Wxmj-, 6456725]
[paragraph, [47.0, 378.0, 249.0, 18.0], Ki121Wxmj-, 6456725]
[paragraph, [45.0, 435.0, 244.0, 18.0], c03OrIB9-o, 6456725]
[paragraph, [45.0, 453.0, 244.0, 18.0], c03OrIB9-o, 6456725]
[paragraph, [40.0, 478.0, 256.0, 18.0], BZgj79i2UF, 6456725]
[paragraph, [40.0, 496.0, 256.0, 18.0], BZgj79i2UF, 6456725]
[paragraph, [50.0, 518.0, 250.0, 18.0], jkxJr67M_X, 6456725]
[paragraph, [50.0, 536.0, 250.0, 18.0], jkxJr67M_X, 6456725]
[paragraph, [50.0, 554.0, 250.0, 18.0], jkxJr67M_X, 6456725]
[paragraph, [50.0, 572.0, 250.0, 18.0], jkxJr67M_X, 6456725]
[paragraph, [50.0, 590.0, 250.0, 18.0], jkxJr67M_X, 6456725]
[paragraph, [50.0, 608.0, 250.0, 18.0], jkxJr67M_X, 6456725]
[paragraph, [49.0, 641.0, 248.0, 18.0], VUyDhidefS, 6456725]
[paragraph, [49.0, 659.0, 248.0, 18.0], VUyDhidefS, 6456725]
[paragraph, [49.0, 677.0, 248.0, 18.0], VUyDhidefS, 6456725]
[paragraph, [49.0, 695.0, 248.0, 18.0], VUyDhidefS, 6456725]
[paragraph, [49.0, 713.0, 248.0, 18.0], VUyDhidefS, 6456725]
[reference, [301.0, 674.0, 255.0, 18.0], nfCt8sYX3n, 6456725]
[reference, [301.0, 692.0, 255.0, 18.0], nfCt8sYX3n, 6456725]
[reference, [301.0, 710.0, 255.0, 18.0], nfCt8sYX3n, 6456725]
[reference, [301.0, 728.0, 255.0, 18.0], nfCt8sYX3n, 6456725]
[reference, [301.0, 746.0, 255.0, 18.0], nfCt8sYX3n, 6456725]
[reference, [301.0, 764.0, 255.0, 18.0], nfCt8sYX3n, 6456725]
[reference, [301.0, 782.0, 255.0, 18.0], nfCt8sYX3n, 6456725]
[reference, [301.0, 800.0, 255.0, 18.0], nfCt8sYX3n, 6456725]
[reference, [301.0, 818.0, 255.0, 18.0], nfCt8sYX3n, 6456725]
[reference, [52.0, 744.0, 251.0, 18.0], f34LCe_wM6, 6456725]
[reference, [52.0, 762.0, 251.0, 18.0], f34LCe_wM6, 6456725]
[reference, [52.0, 780.0, 251.0, 18.0], f34LCe_wM6, 6456725]
[reference, [52.0, 798.0, 251.0, 18.0], f34LCe_wM6, 6456725]
