[4666, 3194]
[folio, [1373.0, 398.0, 410.0, 52.5], eSsglfhCsU, 5691746]
[folio, [1373.0, 450.5, 410.0, 52.5], eSsglfhCsU, 5691746]
[paragraph, [535.0, 535.0, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 587.5, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 640.0, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 692.5, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 745.0, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 797.5, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 850.0, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 902.5, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 955.0, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1007.5, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1060.0, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1112.5, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1165.0, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1217.5, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1270.0, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1322.5, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1375.0, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1427.5, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1480.0, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1532.5, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1585.0, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1637.5, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1690.0, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1742.5, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1795.0, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1847.5, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [535.0, 1900.0, 1804.0, 52.5], pLlFN-nMwV, 5691746]
[paragraph, [525.0, 1992.0, 1590.0, 52.5], shoonya_1s4MNDTEJB7W7H, 5691746]
[paragraph, [360.0, 2081.0, 2426.0, 52.5], Cufy6-XseL, 5691746]
[paragraph, [360.0, 2133.5, 2426.0, 52.5], Cufy6-XseL, 5691746]
[paragraph, [360.0, 2186.0, 2426.0, 52.5], Cufy6-XseL, 5691746]
[paragraph, [360.0, 2238.5, 2426.0, 52.5], Cufy6-XseL, 5691746]
[paragraph, [360.0, 2291.0, 2426.0, 52.5], Cufy6-XseL, 5691746]
[paragraph, [322.0, 2347.0, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 2399.5, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 2452.0, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 2504.5, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 2557.0, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 2609.5, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 2662.0, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 2714.5, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 2767.0, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 2819.5, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 2872.0, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 2924.5, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 2977.0, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 3029.5, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 3082.0, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 3134.5, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 3187.0, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 3239.5, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [322.0, 3292.0, 2497.0, 52.5], 0WFm4QjyFb, 5691746]
[paragraph, [327.0, 3352.0, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 3404.5, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 3457.0, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 3509.5, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 3562.0, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 3614.5, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 3667.0, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 3719.5, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 3772.0, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 3824.5, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 3877.0, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 3929.5, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 3982.0, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 4034.5, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 4087.0, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 4139.5, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 4192.0, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 4244.5, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 4297.0, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
[paragraph, [327.0, 4349.5, 2489.0, 52.5], shoonya_0s2Z1WYHZ1MHFR, 5691746]
