[1298, 853]
[section-title, [331.0, 60.0, 190.0, 30.0], shoonya_1sZJP51YIT3E2B, 5709772]
[paragraph, [51.0, 118.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 136.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 154.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 172.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 190.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 208.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 226.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 244.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 262.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 280.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 298.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 316.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 334.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 352.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 370.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 388.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 406.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 424.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 442.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 460.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 478.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [51.0, 496.0, 743.0, 18.0], lEDpIbxrIX, 5709772]
[paragraph, [50.0, 515.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [50.0, 533.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [50.0, 551.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [50.0, 569.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [50.0, 587.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [50.0, 605.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [50.0, 623.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [50.0, 641.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [50.0, 659.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [50.0, 677.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [50.0, 695.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [50.0, 713.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [50.0, 731.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [50.0, 749.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [50.0, 767.0, 742.0, 18.0], 4W6eWjnnxF, 5709772]
[paragraph, [53.0, 797.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 815.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 833.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 851.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 869.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 887.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 905.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 923.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 941.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 959.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 977.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 995.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 1013.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 1031.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 1049.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 1067.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 1085.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 1103.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 1121.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 1139.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 1157.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[paragraph, [53.0, 1175.0, 750.0, 18.0], HPzN8_vkp_, 5709772]
[folio, [681.0, 1198.0, 36.0, 18.0], shoonya_4sHS26VEMJ4LDJ, 5709772]
[folio, [681.0, 1216.0, 36.0, 18.0], shoonya_4sHS26VEMJ4LDJ, 5709772]
