[1800, 2700]
[headline, [1412.0, 172.0, 1116.0, 37.5], WJesj9Say9, 5744037]
[headline, [1412.0, 209.5, 1116.0, 37.5], WJesj9Say9, 5744037]
[headline, [1412.0, 247.0, 1116.0, 37.5], WJesj9Say9, 5744037]
[headline, [1412.0, 284.5, 1116.0, 37.5], WJesj9Say9, 5744037]
[headline, [1412.0, 322.0, 1116.0, 37.5], WJesj9Say9, 5744037]
[headline, [1412.0, 359.5, 1116.0, 37.5], WJesj9Say9, 5744037]
[headline, [1412.0, 397.0, 1116.0, 37.5], WJesj9Say9, 5744037]
[headline, [1249.0, 388.0, 91.0, 37.5], 0GJe6fW4Q9, 5744037]
[headline, [1249.0, 425.5, 91.0, 37.5], 0GJe6fW4Q9, 5744037]
[headline, [1249.0, 463.0, 91.0, 37.5], 0GJe6fW4Q9, 5744037]
[headline, [1249.0, 500.5, 91.0, 37.5], 0GJe6fW4Q9, 5744037]
[headline, [1249.0, 538.0, 91.0, 37.5], 0GJe6fW4Q9, 5744037]
[headline, [1249.0, 575.5, 91.0, 37.5], 0GJe6fW4Q9, 5744037]
[headline, [1249.0, 613.0, 91.0, 37.5], 0GJe6fW4Q9, 5744037]
[headline, [1249.0, 650.5, 91.0, 37.5], 0GJe6fW4Q9, 5744037]
[headline, [1249.0, 688.0, 91.0, 37.5], 0GJe6fW4Q9, 5744037]
[sub-headline, [1647.0, 456.0, 657.0, 36.0], Uvhzeibs2Y, 5744037]
[paragraph, [1532.0, 545.0, 888.0, 36.0], gZRXI5mXAx, 5744037]
[paragraph, [1532.0, 581.0, 888.0, 36.0], gZRXI5mXAx, 5744037]
[paragraph, [1532.0, 617.0, 888.0, 36.0], gZRXI5mXAx, 5744037]
[paragraph, [1532.0, 653.0, 888.0, 36.0], gZRXI5mXAx, 5744037]
[author, [1174.0, 681.0, 74.0, 36.0], FDwO4gy0Jh, 5744037]
[author, [1174.0, 753.0, 74.0, 36.0], FDwO4gy0Jh, 5744037]
[author, [1174.0, 825.0, 74.0, 36.0], FDwO4gy0Jh, 5744037]
[author, [1174.0, 861.0, 74.0, 36.0], FDwO4gy0Jh, 5744037]
[author, [1174.0, 897.0, 74.0, 36.0], FDwO4gy0Jh, 5744037]
[author, [1174.0, 1005.0, 74.0, 36.0], FDwO4gy0Jh, 5744037]
[author, [1746.0, 861.0, 484.0, 36.0], K8ODsiFj96, 5744037]
[author, [1746.0, 897.0, 484.0, 36.0], K8ODsiFj96, 5744037]
[author, [1746.0, 933.0, 484.0, 36.0], K8ODsiFj96, 5744037]
[author, [1746.0, 969.0, 484.0, 36.0], K8ODsiFj96, 5744037]
[author, [1794.0, 1070.0, 360.0, 36.0], uXM6PESz5B, 5744037]
[author, [1794.0, 1106.0, 360.0, 36.0], uXM6PESz5B, 5744037]
[author, [1794.0, 1142.0, 360.0, 36.0], uXM6PESz5B, 5744037]
[author, [1794.0, 1178.0, 360.0, 36.0], uXM6PESz5B, 5744037]
[contact-info, [1620.0, 1527.0, 793.0, 36.0], iBvDCAJi1x, 5744037]
[contact-info, [1620.0, 1563.0, 793.0, 36.0], iBvDCAJi1x, 5744037]
[contact-info, [1620.0, 1599.0, 793.0, 36.0], iBvDCAJi1x, 5744037]
[contact-info, [1620.0, 1635.0, 793.0, 36.0], iBvDCAJi1x, 5744037]
[contact-info, [1620.0, 1671.0, 793.0, 36.0], iBvDCAJi1x, 5744037]
