[1326, 829]
[folio, [341.0, 101.0, 136.0, 18.0], FgLZJJaS93, 5770748]
[folio, [341.0, 119.0, 136.0, 18.0], FgLZJJaS93, 5770748]
[paragraph, [421.0, 162.0, 333.0, 18.0], ktW1dVpNw4, 5770748]
[paragraph, [421.0, 180.0, 333.0, 18.0], ktW1dVpNw4, 5770748]
[paragraph, [421.0, 198.0, 333.0, 18.0], ktW1dVpNw4, 5770748]
[paragraph, [421.0, 216.0, 333.0, 18.0], ktW1dVpNw4, 5770748]
[paragraph, [421.0, 234.0, 333.0, 18.0], ktW1dVpNw4, 5770748]
[paragraph, [421.0, 252.0, 333.0, 18.0], ktW1dVpNw4, 5770748]
[paragraph, [421.0, 270.0, 333.0, 18.0], ktW1dVpNw4, 5770748]
[paragraph, [421.0, 288.0, 333.0, 18.0], ktW1dVpNw4, 5770748]
[paragraph, [421.0, 306.0, 333.0, 18.0], ktW1dVpNw4, 5770748]
[paragraph, [421.0, 324.0, 333.0, 18.0], ktW1dVpNw4, 5770748]
[paragraph, [421.0, 342.0, 333.0, 18.0], ktW1dVpNw4, 5770748]
[paragraph, [73.0, 164.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 182.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 200.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 218.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 236.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 254.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 272.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 290.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 308.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 326.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 344.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 362.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 380.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 398.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 416.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 434.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [73.0, 452.0, 339.0, 18.0], ZVMFFgBXxU, 5770748]
[paragraph, [419.0, 363.0, 336.0, 18.0], 5zZR8Zi5c7, 5770748]
[paragraph, [419.0, 381.0, 336.0, 18.0], 5zZR8Zi5c7, 5770748]
[paragraph, [419.0, 399.0, 336.0, 18.0], 5zZR8Zi5c7, 5770748]
[paragraph, [419.0, 417.0, 336.0, 18.0], 5zZR8Zi5c7, 5770748]
[paragraph, [419.0, 435.0, 336.0, 18.0], 5zZR8Zi5c7, 5770748]
[paragraph, [419.0, 453.0, 336.0, 18.0], 5zZR8Zi5c7, 5770748]
[paragraph, [419.0, 471.0, 336.0, 18.0], 5zZR8Zi5c7, 5770748]
[paragraph, [419.0, 489.0, 336.0, 18.0], 5zZR8Zi5c7, 5770748]
[paragraph, [419.0, 507.0, 336.0, 18.0], 5zZR8Zi5c7, 5770748]
[paragraph, [419.0, 525.0, 336.0, 18.0], 5zZR8Zi5c7, 5770748]
[paragraph, [419.0, 543.0, 336.0, 18.0], 5zZR8Zi5c7, 5770748]
[paragraph, [76.0, 464.0, 335.0, 18.0], ZfNY9uPtzJ, 5770748]
[paragraph, [76.0, 482.0, 335.0, 18.0], ZfNY9uPtzJ, 5770748]
[paragraph, [76.0, 500.0, 335.0, 18.0], ZfNY9uPtzJ, 5770748]
[paragraph, [76.0, 518.0, 335.0, 18.0], ZfNY9uPtzJ, 5770748]
[paragraph, [76.0, 536.0, 335.0, 18.0], ZfNY9uPtzJ, 5770748]
[headline, [423.0, 562.0, 226.0, 25.5], 3i-Rz180yg, 5770748]
[paragraph, [76.0, 565.0, 336.0, 18.0], VVLEWuApZs, 5770748]
[paragraph, [76.0, 583.0, 336.0, 18.0], VVLEWuApZs, 5770748]
[paragraph, [76.0, 601.0, 336.0, 18.0], VVLEWuApZs, 5770748]
[paragraph, [76.0, 619.0, 336.0, 18.0], VVLEWuApZs, 5770748]
[paragraph, [76.0, 637.0, 336.0, 18.0], VVLEWuApZs, 5770748]
[paragraph, [76.0, 655.0, 336.0, 18.0], VVLEWuApZs, 5770748]
[paragraph, [76.0, 673.0, 336.0, 18.0], VVLEWuApZs, 5770748]
[paragraph, [441.0, 596.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 614.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 632.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 650.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 668.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 686.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 704.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 722.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 740.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 758.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 776.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 794.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 812.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 830.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 848.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 866.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [441.0, 884.0, 290.0, 18.0], HQaB-zMQgh, 5770748]
[paragraph, [106.0, 693.0, 262.0, 18.0], aFoVeosLIf, 5770748]
[paragraph, [106.0, 711.0, 262.0, 18.0], aFoVeosLIf, 5770748]
[paragraph, [76.0, 740.0, 334.0, 18.0], seUdKZak-3, 5770748]
[paragraph, [76.0, 758.0, 334.0, 18.0], seUdKZak-3, 5770748]
[paragraph, [76.0, 776.0, 334.0, 18.0], seUdKZak-3, 5770748]
[paragraph, [76.0, 794.0, 334.0, 18.0], seUdKZak-3, 5770748]
[paragraph, [74.0, 818.0, 338.0, 18.0], PfcGfyS-Yv, 5770748]
[paragraph, [74.0, 836.0, 338.0, 18.0], PfcGfyS-Yv, 5770748]
[paragraph, [74.0, 854.0, 338.0, 18.0], PfcGfyS-Yv, 5770748]
[paragraph, [98.0, 863.0, 307.0, 18.0], NDjZupht5I, 5770748]
[paragraph, [98.0, 881.0, 307.0, 18.0], NDjZupht5I, 5770748]
[paragraph, [98.0, 899.0, 307.0, 18.0], NDjZupht5I, 5770748]
[paragraph, [98.0, 917.0, 307.0, 18.0], NDjZupht5I, 5770748]
[paragraph, [418.0, 907.0, 337.0, 18.0], 9Q2p7Y9qDg, 5770748]
[paragraph, [418.0, 925.0, 337.0, 18.0], 9Q2p7Y9qDg, 5770748]
[paragraph, [418.0, 943.0, 337.0, 18.0], 9Q2p7Y9qDg, 5770748]
[paragraph, [418.0, 961.0, 337.0, 18.0], 9Q2p7Y9qDg, 5770748]
[paragraph, [75.0, 938.0, 338.0, 18.0], D8nBgafICn, 5770748]
[paragraph, [75.0, 956.0, 338.0, 18.0], D8nBgafICn, 5770748]
[paragraph, [75.0, 974.0, 338.0, 18.0], D8nBgafICn, 5770748]
[paragraph, [420.0, 982.0, 329.0, 18.0], W15_tPFyPQ, 5770748]
[paragraph, [420.0, 1000.0, 329.0, 18.0], W15_tPFyPQ, 5770748]
