[1425, 1088]
[section-title, [242.0, 134.0, 171.0, 30.0], XYMDzpNgi7, 5759208]
[unordered-list, [235.0, 183.0, 655.0, 18.0], shoonya_0sXUIGUGWWOPOX, 5759208]
[unordered-list, [235.0, 201.0, 655.0, 18.0], shoonya_0sXUIGUGWWOPOX, 5759208]
[unordered-list, [235.0, 219.0, 655.0, 18.0], shoonya_0sXUIGUGWWOPOX, 5759208]
[unordered-list, [235.0, 237.0, 655.0, 18.0], shoonya_0sXUIGUGWWOPOX, 5759208]
[unordered-list, [235.0, 255.0, 655.0, 18.0], shoonya_0sXUIGUGWWOPOX, 5759208]
[unordered-list, [235.0, 273.0, 655.0, 18.0], shoonya_0sXUIGUGWWOPOX, 5759208]
[unordered-list, [235.0, 291.0, 655.0, 18.0], shoonya_0sXUIGUGWWOPOX, 5759208]
[unordered-list, [235.0, 309.0, 655.0, 18.0], shoonya_0sXUIGUGWWOPOX, 5759208]
[unordered-list, [235.0, 327.0, 655.0, 18.0], shoonya_0sXUIGUGWWOPOX, 5759208]
[unordered-list, [235.0, 345.0, 655.0, 18.0], shoonya_0sXUIGUGWWOPOX, 5759208]
[section-title, [173.0, 450.0, 150.0, 30.0], RnlShVMIj6, 5759208]
[ordered-list, [152.0, 495.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[ordered-list, [152.0, 513.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[ordered-list, [152.0, 531.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[ordered-list, [152.0, 549.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[ordered-list, [152.0, 567.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[ordered-list, [152.0, 585.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[ordered-list, [152.0, 603.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[ordered-list, [152.0, 621.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[ordered-list, [152.0, 639.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[ordered-list, [152.0, 657.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[ordered-list, [152.0, 675.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[ordered-list, [152.0, 693.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[ordered-list, [152.0, 711.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[ordered-list, [152.0, 729.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[ordered-list, [152.0, 747.0, 821.0, 18.0], shoonya_2s3B0A87H2JQ59, 5759208]
[folio, [141.0, 1359.0, 138.0, 18.0], EgmS3cBHcC, 5759208]
[folio, [141.0, 1377.0, 138.0, 18.0], EgmS3cBHcC, 5759208]
