[1638, 1048]
[folio, [151.0, 104.0, 92.0, 36.0], RXmclQUD0x, 5680977]
[paragraph, [99.0, 158.0, 836.0, 36.0], P4qUo9w5tv, 5680977]
[paragraph, [99.0, 194.0, 836.0, 36.0], P4qUo9w5tv, 5680977]
[paragraph, [99.0, 230.0, 836.0, 36.0], P4qUo9w5tv, 5680977]
[paragraph, [104.0, 288.0, 830.0, 36.0], bxhNw_pj7b, 5680977]
[paragraph, [104.0, 324.0, 830.0, 36.0], bxhNw_pj7b, 5680977]
[paragraph, [104.0, 360.0, 830.0, 36.0], bxhNw_pj7b, 5680977]
[paragraph, [107.0, 420.0, 830.0, 36.0], shoonya_1sXBGOA1NKLQU2, 5680977]
[paragraph, [107.0, 456.0, 830.0, 36.0], shoonya_1sXBGOA1NKLQU2, 5680977]
[paragraph, [107.0, 492.0, 830.0, 36.0], shoonya_1sXBGOA1NKLQU2, 5680977]
[paragraph, [107.0, 528.0, 830.0, 36.0], shoonya_1sXBGOA1NKLQU2, 5680977]
[paragraph, [107.0, 564.0, 830.0, 36.0], shoonya_1sXBGOA1NKLQU2, 5680977]
[paragraph, [107.0, 600.0, 830.0, 36.0], shoonya_1sXBGOA1NKLQU2, 5680977]
[paragraph, [107.0, 636.0, 830.0, 36.0], shoonya_1sXBGOA1NKLQU2, 5680977]
[paragraph, [107.0, 672.0, 830.0, 36.0], shoonya_1sXBGOA1NKLQU2, 5680977]
[paragraph, [107.0, 708.0, 830.0, 36.0], shoonya_1sXBGOA1NKLQU2, 5680977]
[paragraph, [107.0, 744.0, 830.0, 36.0], shoonya_1sXBGOA1NKLQU2, 5680977]
[paragraph, [107.0, 780.0, 830.0, 36.0], shoonya_1sXBGOA1NKLQU2, 5680977]
[paragraph, [102.0, 853.0, 836.0, 36.0], lXzxZnZryi, 5680977]
[paragraph, [102.0, 889.0, 836.0, 36.0], lXzxZnZryi, 5680977]
[paragraph, [106.0, 938.0, 831.0, 36.0], shoonya_2s9G667CLPTPIA, 5680977]
[paragraph, [106.0, 974.0, 831.0, 36.0], shoonya_2s9G667CLPTPIA, 5680977]
[paragraph, [106.0, 1010.0, 831.0, 36.0], shoonya_2s9G667CLPTPIA, 5680977]
[paragraph, [106.0, 1046.0, 831.0, 36.0], shoonya_2s9G667CLPTPIA, 5680977]
[paragraph, [106.0, 1082.0, 831.0, 36.0], shoonya_2s9G667CLPTPIA, 5680977]
[paragraph, [108.0, 1156.0, 833.0, 36.0], shoonya_0sB9H3143IVR7I, 5680977]
[paragraph, [108.0, 1192.0, 833.0, 36.0], shoonya_0sB9H3143IVR7I, 5680977]
[paragraph, [108.0, 1228.0, 833.0, 36.0], shoonya_0sB9H3143IVR7I, 5680977]
[paragraph, [108.0, 1264.0, 833.0, 36.0], shoonya_0sB9H3143IVR7I, 5680977]
[paragraph, [108.0, 1300.0, 833.0, 36.0], shoonya_0sB9H3143IVR7I, 5680977]
[paragraph, [108.0, 1336.0, 833.0, 36.0], shoonya_0sB9H3143IVR7I, 5680977]
[paragraph, [108.0, 1372.0, 833.0, 36.0], shoonya_0sB9H3143IVR7I, 5680977]
[paragraph, [108.0, 1408.0, 833.0, 36.0], shoonya_0sB9H3143IVR7I, 5680977]
[paragraph, [108.0, 1444.0, 833.0, 36.0], shoonya_0sB9H3143IVR7I, 5680977]
[paragraph, [108.0, 1480.0, 833.0, 36.0], shoonya_0sB9H3143IVR7I, 5680977]
