[1425, 1088]
[section-title, [197.0, 149.0, 110.0, 30.0], wuG8Y4ipsf, 5758941]
[paragraph, [133.0, 199.0, 793.0, 18.0], shoonya_0sLIKS7FNVTONP, 5758941]
[paragraph, [133.0, 217.0, 793.0, 18.0], shoonya_0sLIKS7FNVTONP, 5758941]
[paragraph, [133.0, 235.0, 793.0, 18.0], shoonya_0sLIKS7FNVTONP, 5758941]
[paragraph, [133.0, 253.0, 793.0, 18.0], shoonya_0sLIKS7FNVTONP, 5758941]
[paragraph, [133.0, 271.0, 793.0, 18.0], shoonya_0sLIKS7FNVTONP, 5758941]
[paragraph, [133.0, 289.0, 793.0, 18.0], shoonya_0sLIKS7FNVTONP, 5758941]
[paragraph, [133.0, 307.0, 793.0, 18.0], shoonya_0sLIKS7FNVTONP, 5758941]
[paragraph, [133.0, 332.0, 788.0, 18.0], JjnsykmZ3n, 5758941]
[paragraph, [133.0, 350.0, 788.0, 18.0], JjnsykmZ3n, 5758941]
[paragraph, [133.0, 368.0, 788.0, 18.0], JjnsykmZ3n, 5758941]
[paragraph, [133.0, 386.0, 788.0, 18.0], JjnsykmZ3n, 5758941]
[paragraph, [133.0, 404.0, 788.0, 18.0], JjnsykmZ3n, 5758941]
[paragraph, [131.0, 439.0, 791.0, 18.0], IZn7KlPAfR, 5758941]
[paragraph, [131.0, 457.0, 791.0, 18.0], IZn7KlPAfR, 5758941]
[paragraph, [131.0, 475.0, 791.0, 18.0], IZn7KlPAfR, 5758941]
[paragraph, [131.0, 493.0, 791.0, 18.0], IZn7KlPAfR, 5758941]
[paragraph, [131.0, 511.0, 791.0, 18.0], IZn7KlPAfR, 5758941]
[paragraph, [131.0, 541.0, 786.0, 18.0], d1zPkx9SmZ, 5758941]
[paragraph, [131.0, 559.0, 786.0, 18.0], d1zPkx9SmZ, 5758941]
[paragraph, [131.0, 577.0, 786.0, 18.0], d1zPkx9SmZ, 5758941]
[paragraph, [131.0, 595.0, 786.0, 18.0], d1zPkx9SmZ, 5758941]
[paragraph, [131.0, 613.0, 786.0, 18.0], d1zPkx9SmZ, 5758941]
[paragraph, [131.0, 631.0, 786.0, 18.0], d1zPkx9SmZ, 5758941]
[paragraph, [131.0, 649.0, 786.0, 18.0], d1zPkx9SmZ, 5758941]
[paragraph, [131.0, 667.0, 786.0, 18.0], d1zPkx9SmZ, 5758941]
[paragraph, [136.0, 715.0, 782.0, 18.0], 3GJomjI2Ae, 5758941]
[paragraph, [136.0, 733.0, 782.0, 18.0], 3GJomjI2Ae, 5758941]
[paragraph, [136.0, 751.0, 782.0, 18.0], 3GJomjI2Ae, 5758941]
[paragraph, [136.0, 769.0, 782.0, 18.0], 3GJomjI2Ae, 5758941]
[paragraph, [136.0, 787.0, 782.0, 18.0], 3GJomjI2Ae, 5758941]
[paragraph, [136.0, 805.0, 782.0, 18.0], 3GJomjI2Ae, 5758941]
[paragraph, [136.0, 823.0, 782.0, 18.0], 3GJomjI2Ae, 5758941]
[paragraph, [137.0, 865.0, 782.0, 18.0], DFUn0uDGdB, 5758941]
[paragraph, [137.0, 883.0, 782.0, 18.0], DFUn0uDGdB, 5758941]
[paragraph, [137.0, 901.0, 782.0, 18.0], DFUn0uDGdB, 5758941]
[paragraph, [137.0, 919.0, 782.0, 18.0], DFUn0uDGdB, 5758941]
[paragraph, [137.0, 937.0, 782.0, 18.0], DFUn0uDGdB, 5758941]
[folio, [99.0, 1340.0, 164.0, 18.0], W5s68oI4i0, 5758941]
