[1152, 739]
[section-title, [335.0, 248.0, 66.0, 30.0], sbH5puqT_6, 5740468]
[paragraph, [80.0, 305.0, 626.0, 18.0], Z-w7VdItzi, 5740468]
[paragraph, [80.0, 323.0, 626.0, 18.0], Z-w7VdItzi, 5740468]
[paragraph, [80.0, 341.0, 626.0, 18.0], Z-w7VdItzi, 5740468]
[paragraph, [80.0, 359.0, 626.0, 18.0], Z-w7VdItzi, 5740468]
[paragraph, [80.0, 377.0, 626.0, 18.0], Z-w7VdItzi, 5740468]
[paragraph, [80.0, 395.0, 626.0, 18.0], Z-w7VdItzi, 5740468]
[paragraph, [80.0, 413.0, 626.0, 18.0], Z-w7VdItzi, 5740468]
[paragraph, [80.0, 431.0, 626.0, 18.0], Z-w7VdItzi, 5740468]
[paragraph, [80.0, 449.0, 626.0, 18.0], Z-w7VdItzi, 5740468]
[paragraph, [85.0, 485.0, 607.0, 18.0], AzWfRlU1XR, 5740468]
[paragraph, [85.0, 503.0, 607.0, 18.0], AzWfRlU1XR, 5740468]
[paragraph, [85.0, 521.0, 607.0, 18.0], AzWfRlU1XR, 5740468]
[paragraph, [85.0, 539.0, 607.0, 18.0], AzWfRlU1XR, 5740468]
[paragraph, [85.0, 557.0, 607.0, 18.0], AzWfRlU1XR, 5740468]
[paragraph, [85.0, 575.0, 607.0, 18.0], AzWfRlU1XR, 5740468]
[paragraph, [85.0, 593.0, 607.0, 18.0], AzWfRlU1XR, 5740468]
[paragraph, [85.0, 611.0, 607.0, 18.0], AzWfRlU1XR, 5740468]
[paragraph, [85.0, 629.0, 607.0, 18.0], AzWfRlU1XR, 5740468]
[paragraph, [85.0, 647.0, 607.0, 18.0], AzWfRlU1XR, 5740468]
[paragraph, [85.0, 665.0, 607.0, 18.0], AzWfRlU1XR, 5740468]
[paragraph, [85.0, 683.0, 607.0, 18.0], AzWfRlU1XR, 5740468]
[paragraph, [85.0, 701.0, 607.0, 18.0], AzWfRlU1XR, 5740468]
[paragraph, [96.0, 725.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[paragraph, [96.0, 743.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[paragraph, [96.0, 761.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[paragraph, [96.0, 779.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[paragraph, [96.0, 797.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[paragraph, [96.0, 815.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[paragraph, [96.0, 833.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[paragraph, [96.0, 851.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[paragraph, [96.0, 869.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[paragraph, [96.0, 887.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[paragraph, [96.0, 905.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[paragraph, [96.0, 923.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[paragraph, [96.0, 941.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[paragraph, [96.0, 959.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[paragraph, [96.0, 977.0, 545.0, 18.0], shoonya_0sJFYCFVOPTXEG, 5740468]
[footnote, [416.0, 1109.0, 274.0, 18.0], cY9XWqrvpO, 5740468]
