[1748, 1245]
[sidebar, [1060.0, 108.0, 118.0, 36.0], hIeXqVsd7o, 5718946]
[sidebar, [1060.0, 144.0, 118.0, 36.0], hIeXqVsd7o, 5718946]
[sidebar, [1060.0, 180.0, 118.0, 36.0], hIeXqVsd7o, 5718946]
[second-level-question, [228.0, 570.0, 603.0, 36.0], HdMe387LzJ, 5718946]
[placeholder-text, [228.0, 626.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 644.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 662.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 680.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 698.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 716.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 734.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 752.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 770.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 788.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 806.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 824.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 842.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 860.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 878.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 896.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 914.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 932.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 950.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 968.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 986.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 1004.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 1022.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [228.0, 1040.0, 828.0, 18.0], 8LnVn3NQE6, 5718946]
[placeholder-text, [223.0, 1107.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1125.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1143.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1161.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1179.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1197.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1215.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1233.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1251.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1269.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1287.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1305.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1323.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1341.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1359.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1377.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1395.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1413.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1431.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1449.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1467.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1485.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1503.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1521.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
[placeholder-text, [223.0, 1539.0, 834.0, 18.0], shoonya_1sLIK6C15GYXW2, 5718946]
