[2339, 1654]
[paragraph, [183.0, 241.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 277.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 313.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 349.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 385.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 421.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 457.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 493.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 529.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 565.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 601.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 637.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 673.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 709.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 745.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 781.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 817.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 853.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 889.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 925.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 961.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 997.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 1033.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 1069.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 1105.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 1141.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 1177.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 1213.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 1249.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 1285.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[paragraph, [183.0, 1321.0, 1279.0, 36.0], shoonya_1sPTGJ0WTC3TR0, 5686608]
[section-title, [189.0, 1451.0, 740.0, 52.5], shoonya_3sYPA19SCBVGO1, 5686608]
[paragraph, [185.0, 1574.0, 1293.0, 36.0], shoonya_0s1J2KP2KQMN1F, 5686608]
[paragraph, [185.0, 1610.0, 1293.0, 36.0], shoonya_0s1J2KP2KQMN1F, 5686608]
[paragraph, [185.0, 1646.0, 1293.0, 36.0], shoonya_0s1J2KP2KQMN1F, 5686608]
[paragraph, [185.0, 1682.0, 1293.0, 36.0], shoonya_0s1J2KP2KQMN1F, 5686608]
[paragraph, [185.0, 1718.0, 1293.0, 36.0], shoonya_0s1J2KP2KQMN1F, 5686608]
[paragraph, [185.0, 1754.0, 1293.0, 36.0], shoonya_0s1J2KP2KQMN1F, 5686608]
[paragraph, [185.0, 1790.0, 1293.0, 36.0], shoonya_0s1J2KP2KQMN1F, 5686608]
[paragraph, [185.0, 1826.0, 1293.0, 36.0], shoonya_0s1J2KP2KQMN1F, 5686608]
[paragraph, [185.0, 1862.0, 1293.0, 36.0], shoonya_0s1J2KP2KQMN1F, 5686608]
[paragraph, [185.0, 1898.0, 1293.0, 36.0], shoonya_0s1J2KP2KQMN1F, 5686608]
[paragraph, [185.0, 1934.0, 1293.0, 36.0], shoonya_0s1J2KP2KQMN1F, 5686608]
[paragraph, [185.0, 1970.0, 1293.0, 36.0], shoonya_0s1J2KP2KQMN1F, 5686608]
