[1250, 2500]
[section-title, [68.0, 37.0, 2318.0, 30.0], oWqLug6oDy, 5726250]
[section-title, [68.0, 67.0, 2318.0, 30.0], oWqLug6oDy, 5726250]
[section-title, [68.0, 97.0, 2318.0, 30.0], oWqLug6oDy, 5726250]
[section-title, [68.0, 127.0, 2318.0, 30.0], oWqLug6oDy, 5726250]
[sub-section-title, [1446.0, 204.0, 238.0, 25.5], vFtd_EXako, 5726250]
[paragraph, [8.0, 221.0, 589.0, 18.0], 5X1l2FX5gA, 5726250]
[paragraph, [8.0, 239.0, 589.0, 18.0], 5X1l2FX5gA, 5726250]
[paragraph, [8.0, 257.0, 589.0, 18.0], 5X1l2FX5gA, 5726250]
[paragraph, [8.0, 275.0, 589.0, 18.0], 5X1l2FX5gA, 5726250]
[paragraph, [8.0, 293.0, 589.0, 18.0], 5X1l2FX5gA, 5726250]
[paragraph, [8.0, 311.0, 589.0, 18.0], 5X1l2FX5gA, 5726250]
[paragraph, [1267.0, 262.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 280.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 298.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 316.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 334.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 352.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 370.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 388.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 406.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 424.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 442.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 460.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 478.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 496.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 514.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 532.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 550.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 568.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 586.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 604.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 622.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 640.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [1267.0, 658.0, 605.0, 18.0], KYWnH0XAkH, 5726250]
[paragraph, [9.0, 336.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[paragraph, [9.0, 354.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[paragraph, [9.0, 372.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[paragraph, [9.0, 390.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[paragraph, [9.0, 408.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[paragraph, [9.0, 426.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[paragraph, [9.0, 444.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[paragraph, [9.0, 462.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[paragraph, [9.0, 480.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[paragraph, [9.0, 498.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[paragraph, [9.0, 516.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[paragraph, [9.0, 534.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[paragraph, [9.0, 552.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[paragraph, [9.0, 570.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[paragraph, [9.0, 588.0, 587.0, 18.0], AYtvvVIB7h, 5726250]
[sub-section-title, [2085.0, 446.0, 213.0, 25.5], VadY9UcM6S, 5726250]
[paragraph, [1892.0, 476.0, 590.0, 18.0], bK41Qgb-nz, 5726250]
[paragraph, [1892.0, 494.0, 590.0, 18.0], bK41Qgb-nz, 5726250]
[paragraph, [1892.0, 512.0, 590.0, 18.0], bK41Qgb-nz, 5726250]
[paragraph, [1892.0, 530.0, 590.0, 18.0], bK41Qgb-nz, 5726250]
[paragraph, [1892.0, 548.0, 590.0, 18.0], bK41Qgb-nz, 5726250]
[paragraph, [1892.0, 566.0, 590.0, 18.0], bK41Qgb-nz, 5726250]
[paragraph, [1892.0, 584.0, 590.0, 18.0], bK41Qgb-nz, 5726250]
[paragraph, [1892.0, 602.0, 590.0, 18.0], bK41Qgb-nz, 5726250]
[paragraph, [1892.0, 620.0, 590.0, 18.0], bK41Qgb-nz, 5726250]
[paragraph, [1892.0, 638.0, 590.0, 18.0], bK41Qgb-nz, 5726250]
[paragraph, [1892.0, 656.0, 590.0, 18.0], bK41Qgb-nz, 5726250]
[paragraph, [1892.0, 674.0, 590.0, 18.0], bK41Qgb-nz, 5726250]
[paragraph, [1892.0, 692.0, 590.0, 18.0], bK41Qgb-nz, 5726250]
[paragraph, [1892.0, 710.0, 590.0, 18.0], bK41Qgb-nz, 5726250]
[sub-section-title, [730.0, 481.0, 419.0, 25.5], MUZvIkgk7n, 5726250]
[paragraph, [641.0, 545.0, 604.0, 18.0], QWpnG4_An4, 5726250]
[paragraph, [641.0, 563.0, 604.0, 18.0], QWpnG4_An4, 5726250]
[paragraph, [641.0, 581.0, 604.0, 18.0], QWpnG4_An4, 5726250]
[paragraph, [641.0, 599.0, 604.0, 18.0], QWpnG4_An4, 5726250]
[paragraph, [641.0, 617.0, 604.0, 18.0], QWpnG4_An4, 5726250]
[paragraph, [641.0, 635.0, 604.0, 18.0], QWpnG4_An4, 5726250]
[paragraph, [641.0, 653.0, 604.0, 18.0], QWpnG4_An4, 5726250]
[paragraph, [641.0, 671.0, 604.0, 18.0], QWpnG4_An4, 5726250]
[paragraph, [641.0, 689.0, 604.0, 18.0], QWpnG4_An4, 5726250]
[paragraph, [641.0, 707.0, 604.0, 18.0], QWpnG4_An4, 5726250]
[paragraph, [641.0, 725.0, 604.0, 18.0], QWpnG4_An4, 5726250]
[paragraph, [9.0, 612.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[paragraph, [9.0, 630.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[paragraph, [9.0, 648.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[paragraph, [9.0, 666.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[paragraph, [9.0, 684.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[paragraph, [9.0, 702.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[paragraph, [9.0, 720.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[paragraph, [9.0, 738.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[paragraph, [9.0, 756.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[paragraph, [9.0, 774.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[paragraph, [9.0, 792.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[paragraph, [9.0, 810.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[paragraph, [9.0, 828.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[paragraph, [9.0, 846.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[paragraph, [9.0, 864.0, 589.0, 18.0], tk_NRhKq1A, 5726250]
[sub-section-title, [1438.0, 676.0, 248.0, 25.5], R2VPyNbt7D, 5726250]
[paragraph, [1270.0, 705.0, 592.0, 18.0], dl8naOfS8R, 5726250]
[paragraph, [1270.0, 723.0, 592.0, 18.0], dl8naOfS8R, 5726250]
[paragraph, [1270.0, 741.0, 592.0, 18.0], dl8naOfS8R, 5726250]
[paragraph, [1270.0, 759.0, 592.0, 18.0], dl8naOfS8R, 5726250]
[paragraph, [1270.0, 777.0, 592.0, 18.0], dl8naOfS8R, 5726250]
[paragraph, [1270.0, 795.0, 592.0, 18.0], dl8naOfS8R, 5726250]
[paragraph, [1270.0, 813.0, 592.0, 18.0], dl8naOfS8R, 5726250]
[paragraph, [1270.0, 831.0, 592.0, 18.0], dl8naOfS8R, 5726250]
[paragraph, [1270.0, 849.0, 592.0, 18.0], dl8naOfS8R, 5726250]
[paragraph, [1270.0, 867.0, 592.0, 18.0], dl8naOfS8R, 5726250]
[paragraph, [1270.0, 885.0, 592.0, 18.0], dl8naOfS8R, 5726250]
[paragraph, [640.0, 751.0, 510.0, 18.0], _No4KnbwqM, 5726250]
[paragraph, [640.0, 769.0, 510.0, 18.0], _No4KnbwqM, 5726250]
[paragraph, [640.0, 787.0, 510.0, 18.0], _No4KnbwqM, 5726250]
[paragraph, [640.0, 805.0, 510.0, 18.0], _No4KnbwqM, 5726250]
[sub-section-title, [2038.0, 763.0, 312.0, 25.5], 7WrIXxNz4z, 5726250]
[paragraph, [1891.0, 824.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 842.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 860.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 878.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 896.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 914.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 932.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 950.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 968.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 986.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 1004.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 1022.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 1040.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 1058.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 1076.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 1094.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 1112.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 1130.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 1148.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 1166.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[paragraph, [1891.0, 1184.0, 599.0, 18.0], imD8ui2S9A, 5726250]
[sub-section-title, [833.0, 838.0, 209.0, 25.5], oq3a_IYbEF, 5726250]
[paragraph, [636.0, 888.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 906.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 924.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 942.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 960.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 978.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 996.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 1014.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 1032.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 1050.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 1068.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 1086.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 1104.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 1122.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 1140.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
[paragraph, [636.0, 1158.0, 597.0, 18.0], K1Ve34CYCT, 5726250]
