[994, 669]
[folio, [40.0, 41.0, 133.0, 18.0], qIdsuW0QgP, 5773932]
[folio, [40.0, 59.0, 133.0, 18.0], qIdsuW0QgP, 5773932]
[author, [401.0, 46.0, 217.0, 18.0], 1z5inFKON3, 5773932]
[author, [401.0, 64.0, 217.0, 18.0], 1z5inFKON3, 5773932]
[ordered-list, [40.0, 79.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 97.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 115.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 133.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 151.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 169.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 187.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 205.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 223.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 241.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 259.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 277.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 295.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 313.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 331.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 349.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 367.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 385.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 403.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 421.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 439.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 457.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 475.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 493.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 511.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 529.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 547.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 565.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 583.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 601.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 619.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 637.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 655.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 673.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 691.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 709.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 727.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 745.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 763.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 781.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 799.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 817.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 835.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 853.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 871.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 889.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 907.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[ordered-list, [40.0, 925.0, 617.0, 18.0], shoonya_0sM992JWLQL7NF, 5773932]
[sub-ordered-list, [531.0, 92.0, 93.0, 18.0], TkuxI0gLGE, 5773932]
[sub-ordered-list, [40.0, 117.0, 471.0, 18.0], 2pzW_PDxPR, 5773932]
