[1818, 1374]
[folio, [632.0, 187.0, 99.0, 36.0], f60AhvNBZc, 5683284]
[paragraph, [701.0, 274.0, 378.0, 36.0], tOaJQl02Sc, 5683284]
[paragraph, [170.0, 277.0, 245.0, 36.0], shoonya_9sS2XMINZMTB09, 5683284]
[paragraph, [114.0, 321.0, 561.0, 36.0], Po6GewB333, 5683284]
[paragraph, [114.0, 357.0, 561.0, 36.0], Po6GewB333, 5683284]
[paragraph, [699.0, 322.0, 559.0, 36.0], shoonya_12sOUOQSCF8VGM, 5683284]
[paragraph, [699.0, 358.0, 559.0, 36.0], shoonya_12sOUOQSCF8VGM, 5683284]
[paragraph, [699.0, 394.0, 559.0, 36.0], shoonya_12sOUOQSCF8VGM, 5683284]
[paragraph, [116.0, 404.0, 555.0, 36.0], Jb7xePOFj2, 5683284]
[paragraph, [116.0, 440.0, 555.0, 36.0], Jb7xePOFj2, 5683284]
[paragraph, [116.0, 476.0, 555.0, 36.0], Jb7xePOFj2, 5683284]
[paragraph, [697.0, 443.0, 560.0, 36.0], shoonya_7s6VG84M6ZHRMD, 5683284]
[paragraph, [697.0, 479.0, 560.0, 36.0], shoonya_7s6VG84M6ZHRMD, 5683284]
[paragraph, [697.0, 515.0, 560.0, 36.0], shoonya_7s6VG84M6ZHRMD, 5683284]
[paragraph, [697.0, 551.0, 560.0, 36.0], shoonya_7s6VG84M6ZHRMD, 5683284]
[paragraph, [697.0, 587.0, 560.0, 36.0], shoonya_7s6VG84M6ZHRMD, 5683284]
[paragraph, [697.0, 623.0, 560.0, 36.0], shoonya_7s6VG84M6ZHRMD, 5683284]
[paragraph, [697.0, 659.0, 560.0, 36.0], shoonya_7s6VG84M6ZHRMD, 5683284]
[paragraph, [697.0, 695.0, 560.0, 36.0], shoonya_7s6VG84M6ZHRMD, 5683284]
[paragraph, [697.0, 731.0, 560.0, 36.0], shoonya_7s6VG84M6ZHRMD, 5683284]
[paragraph, [697.0, 767.0, 560.0, 36.0], shoonya_7s6VG84M6ZHRMD, 5683284]
[paragraph, [697.0, 803.0, 560.0, 36.0], shoonya_7s6VG84M6ZHRMD, 5683284]
[paragraph, [114.0, 525.0, 559.0, 36.0], shoonya_4sBS8GGRU0P3DN, 5683284]
[paragraph, [114.0, 561.0, 559.0, 36.0], shoonya_4sBS8GGRU0P3DN, 5683284]
[paragraph, [114.0, 597.0, 559.0, 36.0], shoonya_4sBS8GGRU0P3DN, 5683284]
[paragraph, [114.0, 633.0, 559.0, 36.0], shoonya_4sBS8GGRU0P3DN, 5683284]
[paragraph, [113.0, 690.0, 555.0, 36.0], shoonya_0s77XDVCO8WX13, 5683284]
[paragraph, [113.0, 726.0, 555.0, 36.0], shoonya_0s77XDVCO8WX13, 5683284]
[paragraph, [113.0, 762.0, 555.0, 36.0], shoonya_0s77XDVCO8WX13, 5683284]
[paragraph, [113.0, 798.0, 555.0, 36.0], shoonya_0s77XDVCO8WX13, 5683284]
[paragraph, [113.0, 834.0, 555.0, 36.0], shoonya_0s77XDVCO8WX13, 5683284]
[paragraph, [113.0, 870.0, 555.0, 36.0], shoonya_0s77XDVCO8WX13, 5683284]
[paragraph, [113.0, 906.0, 555.0, 36.0], shoonya_0s77XDVCO8WX13, 5683284]
[paragraph, [113.0, 942.0, 555.0, 36.0], shoonya_0s77XDVCO8WX13, 5683284]
[paragraph, [113.0, 978.0, 555.0, 36.0], shoonya_0s77XDVCO8WX13, 5683284]
[paragraph, [696.0, 852.0, 557.0, 36.0], shoonya_8sBLEB1W65MRYL, 5683284]
[paragraph, [696.0, 888.0, 557.0, 36.0], shoonya_8sBLEB1W65MRYL, 5683284]
[paragraph, [696.0, 924.0, 557.0, 36.0], shoonya_8sBLEB1W65MRYL, 5683284]
[paragraph, [696.0, 960.0, 557.0, 36.0], shoonya_8sBLEB1W65MRYL, 5683284]
[paragraph, [695.0, 1018.0, 560.0, 36.0], shoonya_1sPV2HJ4O6C7ET, 5683284]
[paragraph, [695.0, 1054.0, 560.0, 36.0], shoonya_1sPV2HJ4O6C7ET, 5683284]
[paragraph, [695.0, 1090.0, 560.0, 36.0], shoonya_1sPV2HJ4O6C7ET, 5683284]
[paragraph, [695.0, 1126.0, 560.0, 36.0], shoonya_1sPV2HJ4O6C7ET, 5683284]
[paragraph, [695.0, 1162.0, 560.0, 36.0], shoonya_1sPV2HJ4O6C7ET, 5683284]
[paragraph, [695.0, 1198.0, 560.0, 36.0], shoonya_1sPV2HJ4O6C7ET, 5683284]
[paragraph, [695.0, 1234.0, 560.0, 36.0], shoonya_1sPV2HJ4O6C7ET, 5683284]
[paragraph, [695.0, 1270.0, 560.0, 36.0], shoonya_1sPV2HJ4O6C7ET, 5683284]
[paragraph, [695.0, 1306.0, 560.0, 36.0], shoonya_1sPV2HJ4O6C7ET, 5683284]
[paragraph, [695.0, 1342.0, 560.0, 36.0], shoonya_1sPV2HJ4O6C7ET, 5683284]
[paragraph, [695.0, 1378.0, 560.0, 36.0], shoonya_1sPV2HJ4O6C7ET, 5683284]
[paragraph, [110.0, 1023.0, 558.0, 36.0], shoonya_10sCSAC319LJNT, 5683284]
[paragraph, [110.0, 1059.0, 558.0, 36.0], shoonya_10sCSAC319LJNT, 5683284]
[paragraph, [109.0, 1104.0, 560.0, 36.0], shoonya_3sII0LUZZQ92V9, 5683284]
[paragraph, [109.0, 1140.0, 560.0, 36.0], shoonya_3sII0LUZZQ92V9, 5683284]
[paragraph, [109.0, 1176.0, 560.0, 36.0], shoonya_3sII0LUZZQ92V9, 5683284]
[paragraph, [109.0, 1212.0, 560.0, 36.0], shoonya_3sII0LUZZQ92V9, 5683284]
[paragraph, [109.0, 1248.0, 560.0, 36.0], shoonya_3sII0LUZZQ92V9, 5683284]
[paragraph, [109.0, 1284.0, 560.0, 36.0], shoonya_3sII0LUZZQ92V9, 5683284]
[paragraph, [113.0, 1351.0, 556.0, 36.0], shoonya_5sLF8EDI6PSCDQ, 5683284]
[paragraph, [113.0, 1387.0, 556.0, 36.0], shoonya_5sLF8EDI6PSCDQ, 5683284]
[paragraph, [113.0, 1423.0, 556.0, 36.0], shoonya_5sLF8EDI6PSCDQ, 5683284]
[paragraph, [113.0, 1459.0, 556.0, 36.0], shoonya_5sLF8EDI6PSCDQ, 5683284]
[paragraph, [113.0, 1495.0, 556.0, 36.0], shoonya_5sLF8EDI6PSCDQ, 5683284]
[paragraph, [695.0, 1426.0, 561.0, 36.0], shoonya_6sJERXLYQZ7FKN, 5683284]
[paragraph, [695.0, 1462.0, 561.0, 36.0], shoonya_6sJERXLYQZ7FKN, 5683284]
[paragraph, [695.0, 1498.0, 561.0, 36.0], shoonya_6sJERXLYQZ7FKN, 5683284]
[paragraph, [695.0, 1534.0, 561.0, 36.0], shoonya_6sJERXLYQZ7FKN, 5683284]
[paragraph, [695.0, 1570.0, 561.0, 36.0], shoonya_6sJERXLYQZ7FKN, 5683284]
[paragraph, [695.0, 1606.0, 561.0, 36.0], shoonya_6sJERXLYQZ7FKN, 5683284]
[paragraph, [695.0, 1642.0, 561.0, 36.0], shoonya_6sJERXLYQZ7FKN, 5683284]
[paragraph, [111.0, 1555.0, 558.0, 36.0], shoonya_2sZI75LEHTC5OE, 5683284]
[paragraph, [111.0, 1591.0, 558.0, 36.0], shoonya_2sZI75LEHTC5OE, 5683284]
[paragraph, [111.0, 1627.0, 558.0, 36.0], shoonya_2sZI75LEHTC5OE, 5683284]
[paragraph, [111.0, 1663.0, 558.0, 36.0], shoonya_2sZI75LEHTC5OE, 5683284]
