[1063, 680]
[chapter-title, [83.0, 119.0, 273.0, 30.0], shoonya_1s2B4JT2LV7V9P, 5739796]
[contact-info, [426.0, 176.0, 187.0, 18.0], qufYkz_uqH, 5739796]
[contact-info, [426.0, 194.0, 187.0, 18.0], qufYkz_uqH, 5739796]
[contact-info, [426.0, 212.0, 187.0, 18.0], qufYkz_uqH, 5739796]
[contact-info, [426.0, 230.0, 187.0, 18.0], qufYkz_uqH, 5739796]
[contact-info, [426.0, 248.0, 187.0, 18.0], qufYkz_uqH, 5739796]
[paragraph, [68.0, 314.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 332.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 350.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 368.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 386.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 404.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 422.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 440.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 458.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 476.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 494.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 512.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 530.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 548.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 566.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 584.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 602.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 620.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 638.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 656.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 674.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 692.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [68.0, 710.0, 541.0, 18.0], HyyDaQU7GD, 5739796]
[paragraph, [64.0, 737.0, 552.0, 18.0], U1ldp4n2sP, 5739796]
[paragraph, [64.0, 755.0, 552.0, 18.0], U1ldp4n2sP, 5739796]
[paragraph, [64.0, 773.0, 552.0, 18.0], U1ldp4n2sP, 5739796]
[paragraph, [64.0, 791.0, 552.0, 18.0], U1ldp4n2sP, 5739796]
[paragraph, [64.0, 809.0, 552.0, 18.0], U1ldp4n2sP, 5739796]
[paragraph, [64.0, 827.0, 552.0, 18.0], U1ldp4n2sP, 5739796]
[paragraph, [64.0, 845.0, 552.0, 18.0], U1ldp4n2sP, 5739796]
[paragraph, [64.0, 863.0, 552.0, 18.0], U1ldp4n2sP, 5739796]
[paragraph, [64.0, 881.0, 552.0, 18.0], U1ldp4n2sP, 5739796]
[footnote, [366.0, 911.0, 257.0, 18.0], Puo-0s--KE, 5739796]
[footnote, [366.0, 929.0, 257.0, 18.0], Puo-0s--KE, 5739796]
[footnote, [366.0, 947.0, 257.0, 18.0], Puo-0s--KE, 5739796]
[footnote, [366.0, 965.0, 257.0, 18.0], Puo-0s--KE, 5739796]
[footnote, [464.0, 1016.0, 174.0, 18.0], shoonya_0sK86X6F70SLV0, 5739796]
