[2200, 1700]
[paragraph, [325.0, 76.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 112.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 148.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 184.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 220.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 256.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 292.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 328.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 364.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 400.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 436.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 472.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 508.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 544.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 580.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 616.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 652.0, 1084.0, 36.0], shoonya_0sXK7E89G3ZMBZ, 5731667]
[paragraph, [325.0, 700.0, 1086.0, 36.0], shoonya_2sQSCVDCOTHBHK, 5731667]
[paragraph, [325.0, 736.0, 1086.0, 36.0], shoonya_2sQSCVDCOTHBHK, 5731667]
[paragraph, [325.0, 772.0, 1086.0, 36.0], shoonya_2sQSCVDCOTHBHK, 5731667]
[paragraph, [325.0, 808.0, 1086.0, 36.0], shoonya_2sQSCVDCOTHBHK, 5731667]
[paragraph, [322.0, 876.0, 1093.0, 36.0], shoonya_1sLLLYYAY2WLCN, 5731667]
[paragraph, [322.0, 912.0, 1093.0, 36.0], shoonya_1sLLLYYAY2WLCN, 5731667]
[paragraph, [322.0, 948.0, 1093.0, 36.0], shoonya_1sLLLYYAY2WLCN, 5731667]
[paragraph, [322.0, 984.0, 1093.0, 36.0], shoonya_1sLLLYYAY2WLCN, 5731667]
[paragraph, [322.0, 1020.0, 1093.0, 36.0], shoonya_1sLLLYYAY2WLCN, 5731667]
[paragraph, [322.0, 1056.0, 1093.0, 36.0], shoonya_1sLLLYYAY2WLCN, 5731667]
[paragraph, [322.0, 1092.0, 1093.0, 36.0], shoonya_1sLLLYYAY2WLCN, 5731667]
[paragraph, [452.0, 1155.0, 700.0, 36.0], shoonya_4sE4LUEJNB3UA1, 5731667]
[paragraph, [321.0, 1222.0, 1087.0, 36.0], shoonya_6sI3OU9WCVX6LZ, 5731667]
[paragraph, [321.0, 1258.0, 1087.0, 36.0], shoonya_6sI3OU9WCVX6LZ, 5731667]
[paragraph, [321.0, 1294.0, 1087.0, 36.0], shoonya_6sI3OU9WCVX6LZ, 5731667]
[paragraph, [321.0, 1330.0, 1087.0, 36.0], shoonya_6sI3OU9WCVX6LZ, 5731667]
[paragraph, [321.0, 1366.0, 1087.0, 36.0], shoonya_6sI3OU9WCVX6LZ, 5731667]
[paragraph, [321.0, 1402.0, 1087.0, 36.0], shoonya_6sI3OU9WCVX6LZ, 5731667]
[paragraph, [323.0, 1452.0, 1087.0, 36.0], shoonya_3s20CCVM3IMMM3, 5731667]
[paragraph, [323.0, 1488.0, 1087.0, 36.0], shoonya_3s20CCVM3IMMM3, 5731667]
[paragraph, [323.0, 1524.0, 1087.0, 36.0], shoonya_3s20CCVM3IMMM3, 5731667]
[paragraph, [323.0, 1560.0, 1087.0, 36.0], shoonya_3s20CCVM3IMMM3, 5731667]
[paragraph, [323.0, 1596.0, 1087.0, 36.0], shoonya_3s20CCVM3IMMM3, 5731667]
[paragraph, [323.0, 1632.0, 1087.0, 36.0], shoonya_3s20CCVM3IMMM3, 5731667]
[paragraph, [323.0, 1668.0, 1087.0, 36.0], shoonya_3s20CCVM3IMMM3, 5731667]
[paragraph, [323.0, 1704.0, 1087.0, 36.0], shoonya_3s20CCVM3IMMM3, 5731667]
[paragraph, [323.0, 1740.0, 1087.0, 36.0], shoonya_3s20CCVM3IMMM3, 5731667]
[paragraph, [323.0, 1776.0, 1087.0, 36.0], shoonya_3s20CCVM3IMMM3, 5731667]
[paragraph, [323.0, 1812.0, 1087.0, 36.0], shoonya_3s20CCVM3IMMM3, 5731667]
[paragraph, [323.0, 1848.0, 1087.0, 36.0], shoonya_3s20CCVM3IMMM3, 5731667]
[paragraph, [323.0, 1884.0, 1087.0, 36.0], shoonya_3s20CCVM3IMMM3, 5731667]
[paragraph, [323.0, 1920.0, 1087.0, 36.0], shoonya_3s20CCVM3IMMM3, 5731667]
[folio, [946.0, 2023.0, 373.0, 36.0], Eda-ob-Jul, 5731667]
