[2339, 1653]
[section-title, [488.0, 197.0, 497.0, 52.5], shoonya_5sOK46FOLKK3GE, 5733993]
[paragraph, [391.0, 253.0, 1077.0, 36.0], shoonya_3s6OD5YAFWNMV9, 5733993]
[paragraph, [391.0, 289.0, 1077.0, 36.0], shoonya_3s6OD5YAFWNMV9, 5733993]
[paragraph, [391.0, 325.0, 1077.0, 36.0], shoonya_3s6OD5YAFWNMV9, 5733993]
[paragraph, [391.0, 361.0, 1077.0, 36.0], shoonya_3s6OD5YAFWNMV9, 5733993]
[paragraph, [391.0, 397.0, 1077.0, 36.0], shoonya_3s6OD5YAFWNMV9, 5733993]
[paragraph, [391.0, 433.0, 1077.0, 36.0], shoonya_3s6OD5YAFWNMV9, 5733993]
[paragraph, [391.0, 488.0, 1075.0, 36.0], shoonya_2s789RLW6B39D4, 5733993]
[paragraph, [391.0, 524.0, 1075.0, 36.0], shoonya_2s789RLW6B39D4, 5733993]
[paragraph, [391.0, 560.0, 1075.0, 36.0], shoonya_2s789RLW6B39D4, 5733993]
[paragraph, [391.0, 596.0, 1075.0, 36.0], shoonya_2s789RLW6B39D4, 5733993]
[paragraph, [391.0, 632.0, 1075.0, 36.0], shoonya_2s789RLW6B39D4, 5733993]
[paragraph, [391.0, 668.0, 1075.0, 36.0], shoonya_2s789RLW6B39D4, 5733993]
[paragraph, [391.0, 704.0, 1075.0, 36.0], shoonya_2s789RLW6B39D4, 5733993]
[paragraph, [391.0, 740.0, 1075.0, 36.0], shoonya_2s789RLW6B39D4, 5733993]
[paragraph, [490.0, 783.0, 145.0, 36.0], shoonya_4sFSJ3L7QCA2DZ, 5733993]
[paragraph, [393.0, 839.0, 1069.0, 36.0], shoonya_1sHWX7JQ6RB31O, 5733993]
[paragraph, [393.0, 875.0, 1069.0, 36.0], shoonya_1sHWX7JQ6RB31O, 5733993]
[paragraph, [393.0, 911.0, 1069.0, 36.0], shoonya_1sHWX7JQ6RB31O, 5733993]
[paragraph, [393.0, 947.0, 1069.0, 36.0], shoonya_1sHWX7JQ6RB31O, 5733993]
[paragraph, [393.0, 983.0, 1069.0, 36.0], shoonya_1sHWX7JQ6RB31O, 5733993]
[paragraph, [393.0, 1019.0, 1069.0, 36.0], shoonya_1sHWX7JQ6RB31O, 5733993]
[paragraph, [393.0, 1055.0, 1069.0, 36.0], shoonya_1sHWX7JQ6RB31O, 5733993]
[paragraph, [393.0, 1091.0, 1069.0, 36.0], shoonya_1sHWX7JQ6RB31O, 5733993]
[paragraph, [393.0, 1127.0, 1069.0, 36.0], shoonya_1sHWX7JQ6RB31O, 5733993]
[paragraph, [393.0, 1163.0, 1069.0, 36.0], shoonya_1sHWX7JQ6RB31O, 5733993]
[paragraph, [393.0, 1199.0, 1069.0, 36.0], shoonya_1sHWX7JQ6RB31O, 5733993]
[paragraph, [393.0, 1235.0, 1069.0, 36.0], shoonya_1sHWX7JQ6RB31O, 5733993]
[paragraph, [393.0, 1271.0, 1069.0, 36.0], shoonya_1sHWX7JQ6RB31O, 5733993]
[paragraph, [393.0, 1307.0, 1069.0, 36.0], shoonya_1sHWX7JQ6RB31O, 5733993]
[paragraph, [389.0, 1375.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1411.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1447.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1483.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1519.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1555.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1591.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1627.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1663.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1699.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1735.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1771.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1807.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1843.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1879.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1915.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1951.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 1987.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 2023.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[paragraph, [389.0, 2059.0, 1071.0, 36.0], shoonya_0sHAY10NINAX9S, 5733993]
[folio, [1108.0, 2185.0, 285.0, 36.0], ySdfCqVUqg, 5733993]
