[1755, 1241]
[flag, [99.0, 111.0, 1043.0, 36.0], HAgo3yxLci, 5746439]
[flag, [99.0, 147.0, 1043.0, 36.0], HAgo3yxLci, 5746439]
[flag, [99.0, 183.0, 1043.0, 36.0], HAgo3yxLci, 5746439]
[flag, [99.0, 219.0, 1043.0, 36.0], HAgo3yxLci, 5746439]
[flag, [99.0, 255.0, 1043.0, 36.0], HAgo3yxLci, 5746439]
[folio, [435.0, 306.0, 352.0, 36.0], shoonya_10sVFXH06S2GNE, 5746439]
[folio, [114.0, 388.0, 102.0, 36.0], iSJUQXk4HM, 5746439]
[paragraph, [111.0, 609.0, 1012.0, 36.0], shoonya_0sAY183V6NAGWJ, 5746439]
[paragraph, [111.0, 645.0, 1012.0, 36.0], shoonya_0sAY183V6NAGWJ, 5746439]
[paragraph, [111.0, 681.0, 1012.0, 36.0], shoonya_0sAY183V6NAGWJ, 5746439]
[paragraph, [111.0, 717.0, 1012.0, 36.0], shoonya_0sAY183V6NAGWJ, 5746439]
[paragraph, [111.0, 753.0, 1012.0, 36.0], shoonya_0sAY183V6NAGWJ, 5746439]
[paragraph, [111.0, 789.0, 1012.0, 36.0], shoonya_0sAY183V6NAGWJ, 5746439]
[paragraph, [111.0, 825.0, 1012.0, 36.0], shoonya_0sAY183V6NAGWJ, 5746439]
[paragraph, [111.0, 861.0, 1012.0, 36.0], shoonya_0sAY183V6NAGWJ, 5746439]
[paragraph, [112.0, 952.0, 1004.0, 36.0], shoonya_1s34DNXPW3ZOUT, 5746439]
[paragraph, [112.0, 988.0, 1004.0, 36.0], shoonya_1s34DNXPW3ZOUT, 5746439]
[paragraph, [112.0, 1024.0, 1004.0, 36.0], shoonya_1s34DNXPW3ZOUT, 5746439]
[ordered-list, [91.0, 1128.0, 1070.0, 36.0], shoonya_11sG1WEA15B32V, 5746439]
[ordered-list, [91.0, 1164.0, 1070.0, 36.0], shoonya_11sG1WEA15B32V, 5746439]
[ordered-list, [91.0, 1200.0, 1070.0, 36.0], shoonya_11sG1WEA15B32V, 5746439]
[ordered-list, [91.0, 1236.0, 1070.0, 36.0], shoonya_11sG1WEA15B32V, 5746439]
[ordered-list, [91.0, 1272.0, 1070.0, 36.0], shoonya_11sG1WEA15B32V, 5746439]
[ordered-list, [91.0, 1308.0, 1070.0, 36.0], shoonya_11sG1WEA15B32V, 5746439]
[ordered-list, [91.0, 1344.0, 1070.0, 36.0], shoonya_11sG1WEA15B32V, 5746439]
[ordered-list, [91.0, 1380.0, 1070.0, 36.0], shoonya_11sG1WEA15B32V, 5746439]
[ordered-list, [91.0, 1416.0, 1070.0, 36.0], shoonya_11sG1WEA15B32V, 5746439]
[ordered-list, [91.0, 1452.0, 1070.0, 36.0], shoonya_11sG1WEA15B32V, 5746439]
[ordered-list, [91.0, 1488.0, 1070.0, 36.0], shoonya_11sG1WEA15B32V, 5746439]
[ordered-list, [91.0, 1524.0, 1070.0, 36.0], shoonya_11sG1WEA15B32V, 5746439]
[ordered-list, [91.0, 1560.0, 1070.0, 36.0], shoonya_11sG1WEA15B32V, 5746439]
[sub-ordered-list, [113.0, 1223.0, 1043.0, 36.0], __RZQuGb_p, 5746439]
[sub-ordered-list, [113.0, 1259.0, 1043.0, 36.0], __RZQuGb_p, 5746439]
[sub-ordered-list, [210.0, 1418.0, 939.0, 36.0], shoonya_9sFDZOA25UQS84, 5746439]
[sub-ordered-list, [210.0, 1454.0, 939.0, 36.0], shoonya_9sFDZOA25UQS84, 5746439]
[sub-ordered-list, [210.0, 1490.0, 939.0, 36.0], shoonya_9sFDZOA25UQS84, 5746439]
[sub-ordered-list, [210.0, 1526.0, 939.0, 36.0], shoonya_9sFDZOA25UQS84, 5746439]
[sub-ordered-list, [210.0, 1562.0, 939.0, 36.0], shoonya_9sFDZOA25UQS84, 5746439]
[subsub-ordered-list, [239.0, 1464.0, 902.0, 18.0], k8qvo62hGc, 5746439]
[subsub-ordered-list, [239.0, 1482.0, 902.0, 18.0], k8qvo62hGc, 5746439]
[subsub-ordered-list, [239.0, 1500.0, 902.0, 18.0], k8qvo62hGc, 5746439]
[subsub-ordered-list, [239.0, 1518.0, 902.0, 18.0], k8qvo62hGc, 5746439]
[subsub-ordered-list, [239.0, 1536.0, 902.0, 18.0], k8qvo62hGc, 5746439]
[subsub-ordered-list, [239.0, 1554.0, 902.0, 18.0], k8qvo62hGc, 5746439]
[subsub-ordered-list, [239.0, 1572.0, 902.0, 18.0], k8qvo62hGc, 5746439]
