[1240, 890]
[chapter-title, [382.0, 44.0, 240.0, 30.0], shoonya_6sP0BREN9FF125, 5776661]
[paragraph, [187.0, 85.0, 634.0, 18.0], shoonya_3sY6HNNATS5XY4, 5776661]
[paragraph, [187.0, 103.0, 634.0, 18.0], shoonya_3sY6HNNATS5XY4, 5776661]
[paragraph, [187.0, 121.0, 634.0, 18.0], shoonya_3sY6HNNATS5XY4, 5776661]
[paragraph, [187.0, 139.0, 634.0, 18.0], shoonya_3sY6HNNATS5XY4, 5776661]
[paragraph, [187.0, 157.0, 634.0, 18.0], shoonya_3sY6HNNATS5XY4, 5776661]
[paragraph, [187.0, 175.0, 634.0, 18.0], shoonya_3sY6HNNATS5XY4, 5776661]
[paragraph, [187.0, 193.0, 634.0, 18.0], shoonya_3sY6HNNATS5XY4, 5776661]
[paragraph, [187.0, 211.0, 634.0, 18.0], shoonya_3sY6HNNATS5XY4, 5776661]
[paragraph, [187.0, 229.0, 634.0, 18.0], shoonya_3sY6HNNATS5XY4, 5776661]
[paragraph, [187.0, 247.0, 634.0, 18.0], shoonya_3sY6HNNATS5XY4, 5776661]
[paragraph, [187.0, 265.0, 634.0, 18.0], shoonya_3sY6HNNATS5XY4, 5776661]
[paragraph, [190.0, 291.0, 631.0, 18.0], shoonya_4s8Q6JV9D1447A, 5776661]
[paragraph, [190.0, 309.0, 631.0, 18.0], shoonya_4s8Q6JV9D1447A, 5776661]
[paragraph, [190.0, 327.0, 631.0, 18.0], shoonya_4s8Q6JV9D1447A, 5776661]
[paragraph, [190.0, 345.0, 631.0, 18.0], shoonya_4s8Q6JV9D1447A, 5776661]
[paragraph, [190.0, 363.0, 631.0, 18.0], shoonya_4s8Q6JV9D1447A, 5776661]
[paragraph, [190.0, 381.0, 631.0, 18.0], shoonya_4s8Q6JV9D1447A, 5776661]
[paragraph, [190.0, 399.0, 631.0, 18.0], shoonya_4s8Q6JV9D1447A, 5776661]
[paragraph, [190.0, 417.0, 631.0, 18.0], shoonya_4s8Q6JV9D1447A, 5776661]
[paragraph, [190.0, 435.0, 631.0, 18.0], shoonya_4s8Q6JV9D1447A, 5776661]
[paragraph, [193.0, 463.0, 627.0, 18.0], shoonya_5sTMNXT8TY3188, 5776661]
[paragraph, [193.0, 481.0, 627.0, 18.0], shoonya_5sTMNXT8TY3188, 5776661]
[paragraph, [193.0, 499.0, 627.0, 18.0], shoonya_5sTMNXT8TY3188, 5776661]
[paragraph, [193.0, 517.0, 627.0, 18.0], shoonya_5sTMNXT8TY3188, 5776661]
[paragraph, [193.0, 535.0, 627.0, 18.0], shoonya_5sTMNXT8TY3188, 5776661]
[paragraph, [193.0, 563.0, 630.0, 18.0], shoonya_2sUA38GHTISIX5, 5776661]
[paragraph, [193.0, 581.0, 630.0, 18.0], shoonya_2sUA38GHTISIX5, 5776661]
[paragraph, [193.0, 599.0, 630.0, 18.0], shoonya_2sUA38GHTISIX5, 5776661]
[paragraph, [193.0, 617.0, 630.0, 18.0], shoonya_2sUA38GHTISIX5, 5776661]
[paragraph, [193.0, 635.0, 630.0, 18.0], shoonya_2sUA38GHTISIX5, 5776661]
[paragraph, [193.0, 653.0, 630.0, 18.0], shoonya_2sUA38GHTISIX5, 5776661]
[paragraph, [193.0, 671.0, 630.0, 18.0], shoonya_2sUA38GHTISIX5, 5776661]
[paragraph, [193.0, 689.0, 630.0, 18.0], shoonya_2sUA38GHTISIX5, 5776661]
[paragraph, [194.0, 715.0, 630.0, 18.0], shoonya_1sA8AZDSEV3CCU, 5776661]
[paragraph, [194.0, 733.0, 630.0, 18.0], shoonya_1sA8AZDSEV3CCU, 5776661]
[paragraph, [194.0, 751.0, 630.0, 18.0], shoonya_1sA8AZDSEV3CCU, 5776661]
[paragraph, [194.0, 769.0, 630.0, 18.0], shoonya_1sA8AZDSEV3CCU, 5776661]
[paragraph, [194.0, 787.0, 630.0, 18.0], shoonya_1sA8AZDSEV3CCU, 5776661]
[paragraph, [194.0, 805.0, 630.0, 18.0], shoonya_1sA8AZDSEV3CCU, 5776661]
[paragraph, [193.0, 838.0, 630.0, 18.0], shoonya_0s15T01WERRA9N, 5776661]
[paragraph, [193.0, 856.0, 630.0, 18.0], shoonya_0s15T01WERRA9N, 5776661]
[paragraph, [193.0, 874.0, 630.0, 18.0], shoonya_0s15T01WERRA9N, 5776661]
[paragraph, [193.0, 892.0, 630.0, 18.0], shoonya_0s15T01WERRA9N, 5776661]
[paragraph, [193.0, 910.0, 630.0, 18.0], shoonya_0s15T01WERRA9N, 5776661]
[paragraph, [193.0, 928.0, 630.0, 18.0], shoonya_0s15T01WERRA9N, 5776661]
[paragraph, [193.0, 946.0, 630.0, 18.0], shoonya_0s15T01WERRA9N, 5776661]
[paragraph, [193.0, 964.0, 630.0, 18.0], shoonya_0s15T01WERRA9N, 5776661]
[paragraph, [193.0, 982.0, 630.0, 18.0], shoonya_0s15T01WERRA9N, 5776661]
[paragraph, [193.0, 1000.0, 630.0, 18.0], shoonya_0s15T01WERRA9N, 5776661]
[paragraph, [193.0, 1018.0, 630.0, 18.0], shoonya_0s15T01WERRA9N, 5776661]
[paragraph, [193.0, 1036.0, 630.0, 18.0], shoonya_0s15T01WERRA9N, 5776661]
[paragraph, [193.0, 1054.0, 630.0, 18.0], shoonya_0s15T01WERRA9N, 5776661]
[paragraph, [193.0, 1072.0, 630.0, 18.0], shoonya_0s15T01WERRA9N, 5776661]
