[1200, 825]
[paragraph, [143.0, 106.0, 539.0, 18.0], shoonya_3s9NAKLNCD01EX, 5691251]
[paragraph, [143.0, 124.0, 539.0, 18.0], shoonya_3s9NAKLNCD01EX, 5691251]
[paragraph, [143.0, 142.0, 539.0, 18.0], shoonya_3s9NAKLNCD01EX, 5691251]
[paragraph, [143.0, 160.0, 539.0, 18.0], shoonya_3s9NAKLNCD01EX, 5691251]
[paragraph, [143.0, 178.0, 539.0, 18.0], shoonya_3s9NAKLNCD01EX, 5691251]
[paragraph, [143.0, 196.0, 539.0, 18.0], shoonya_3s9NAKLNCD01EX, 5691251]
[paragraph, [143.0, 214.0, 539.0, 18.0], shoonya_3s9NAKLNCD01EX, 5691251]
[paragraph, [143.0, 232.0, 539.0, 18.0], shoonya_3s9NAKLNCD01EX, 5691251]
[paragraph, [135.0, 262.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 280.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 298.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 316.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 334.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 352.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 370.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 388.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 406.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 424.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 442.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 460.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 478.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 496.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 514.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 532.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 550.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 568.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 586.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [135.0, 604.0, 551.0, 18.0], shoonya_1s0555FCZ34DF1, 5691251]
[paragraph, [131.0, 632.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 650.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 668.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 686.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 704.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 722.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 740.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 758.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 776.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 794.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 812.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 830.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 848.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 866.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 884.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 902.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 920.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 938.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [131.0, 956.0, 559.0, 18.0], shoonya_0sXGKO3D47VVC0, 5691251]
[paragraph, [129.0, 990.0, 564.0, 18.0], IVSNKYoju-, 5691251]
[paragraph, [129.0, 1008.0, 564.0, 18.0], IVSNKYoju-, 5691251]
[paragraph, [129.0, 1026.0, 564.0, 18.0], IVSNKYoju-, 5691251]
