[3778, 2310]
[figure-caption, [415.0, 1337.0, 1463.0, 52.5], Huv4D0HbZH, 5720260]
[figure-caption, [415.0, 1389.5, 1463.0, 52.5], Huv4D0HbZH, 5720260]
[paragraph, [61.0, 1501.0, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 1553.5, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 1606.0, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 1658.5, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 1711.0, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 1763.5, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 1816.0, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 1868.5, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 1921.0, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 1973.5, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 2026.0, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 2078.5, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 2131.0, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 2183.5, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 2236.0, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 2288.5, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [61.0, 2341.0, 2191.0, 52.5], shoonya_1sORE3D02CL2OR, 5720260]
[paragraph, [63.0, 2475.0, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 2527.5, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 2580.0, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 2632.5, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 2685.0, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 2737.5, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 2790.0, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 2842.5, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 2895.0, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 2947.5, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 3000.0, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 3052.5, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 3105.0, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 3157.5, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 3210.0, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 3262.5, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 3315.0, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 3367.5, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 3420.0, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 3472.5, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
[paragraph, [63.0, 3525.0, 2194.0, 52.5], Xmtr9LjT1g, 5720260]
