[612, 792]
[chapter-title, [292.0, 116.0, 184.0, 30.0], shoonya_2sDPT9QQALZOR9, 6533154]
[paragraph, [58.0, 164.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 182.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 200.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 218.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 236.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 254.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 272.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 290.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 308.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 326.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 344.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 362.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 380.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 398.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 416.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 434.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[paragraph, [58.0, 452.0, 645.0, 18.0], shoonya_0s9NDBT0EVEHZM, 6533154]
[folio, [359.0, 558.0, 84.0, 18.0], yf6M16IAp-, 6533154]
