[3509, 2482]
[folio, [852.0, 217.0, 435.0, 52.5], 15Xzr9CgmH, 5692101]
[paragraph, [212.0, 344.0, 1749.0, 52.5], shoonya_2s7M8I7AJMH1VL, 5692101]
[paragraph, [212.0, 396.5, 1749.0, 52.5], shoonya_2s7M8I7AJMH1VL, 5692101]
[paragraph, [212.0, 449.0, 1749.0, 52.5], shoonya_2s7M8I7AJMH1VL, 5692101]
[paragraph, [212.0, 501.5, 1749.0, 52.5], shoonya_2s7M8I7AJMH1VL, 5692101]
[paragraph, [212.0, 554.0, 1749.0, 52.5], shoonya_2s7M8I7AJMH1VL, 5692101]
[paragraph, [212.0, 606.5, 1749.0, 52.5], shoonya_2s7M8I7AJMH1VL, 5692101]
[paragraph, [212.0, 659.0, 1749.0, 52.5], shoonya_2s7M8I7AJMH1VL, 5692101]
[paragraph, [212.0, 711.5, 1749.0, 52.5], shoonya_2s7M8I7AJMH1VL, 5692101]
[paragraph, [212.0, 764.0, 1749.0, 52.5], shoonya_2s7M8I7AJMH1VL, 5692101]
[paragraph, [212.0, 816.5, 1749.0, 52.5], shoonya_2s7M8I7AJMH1VL, 5692101]
[paragraph, [212.0, 869.0, 1749.0, 52.5], shoonya_2s7M8I7AJMH1VL, 5692101]
[paragraph, [212.0, 921.5, 1749.0, 52.5], shoonya_2s7M8I7AJMH1VL, 5692101]
[paragraph, [223.0, 974.0, 1749.0, 52.5], s7Pyy1-A9O, 5692101]
[paragraph, [223.0, 1026.5, 1749.0, 52.5], s7Pyy1-A9O, 5692101]
[paragraph, [223.0, 1079.0, 1749.0, 52.5], s7Pyy1-A9O, 5692101]
[paragraph, [223.0, 1131.5, 1749.0, 52.5], s7Pyy1-A9O, 5692101]
[paragraph, [223.0, 1184.0, 1749.0, 52.5], s7Pyy1-A9O, 5692101]
[paragraph, [223.0, 1236.5, 1749.0, 52.5], s7Pyy1-A9O, 5692101]
[paragraph, [223.0, 1289.0, 1749.0, 52.5], s7Pyy1-A9O, 5692101]
[paragraph, [223.0, 1341.5, 1749.0, 52.5], s7Pyy1-A9O, 5692101]
[paragraph, [223.0, 1394.0, 1749.0, 52.5], s7Pyy1-A9O, 5692101]
[paragraph, [223.0, 1446.5, 1749.0, 52.5], s7Pyy1-A9O, 5692101]
[paragraph, [223.0, 1499.0, 1749.0, 52.5], s7Pyy1-A9O, 5692101]
[paragraph, [223.0, 1551.5, 1749.0, 52.5], s7Pyy1-A9O, 5692101]
[paragraph, [223.0, 1604.0, 1749.0, 52.5], s7Pyy1-A9O, 5692101]
[paragraph, [316.0, 1690.0, 961.0, 52.5], 3VXgBQ3zur, 5692101]
[paragraph, [241.0, 1752.0, 1746.0, 52.5], YrDkJBrcnt, 5692101]
[paragraph, [241.0, 1804.5, 1746.0, 52.5], YrDkJBrcnt, 5692101]
[paragraph, [241.0, 1857.0, 1746.0, 52.5], YrDkJBrcnt, 5692101]
[paragraph, [241.0, 1909.5, 1746.0, 52.5], YrDkJBrcnt, 5692101]
[paragraph, [241.0, 1962.0, 1746.0, 52.5], YrDkJBrcnt, 5692101]
[paragraph, [241.0, 2014.5, 1746.0, 52.5], YrDkJBrcnt, 5692101]
[paragraph, [241.0, 2067.0, 1746.0, 52.5], YrDkJBrcnt, 5692101]
[paragraph, [241.0, 2119.5, 1746.0, 52.5], YrDkJBrcnt, 5692101]
[paragraph, [241.0, 2172.0, 1746.0, 52.5], YrDkJBrcnt, 5692101]
[paragraph, [241.0, 2224.5, 1746.0, 52.5], YrDkJBrcnt, 5692101]
[paragraph, [241.0, 2277.0, 1746.0, 52.5], YrDkJBrcnt, 5692101]
[paragraph, [241.0, 2329.5, 1746.0, 52.5], YrDkJBrcnt, 5692101]
[paragraph, [241.0, 2382.0, 1746.0, 52.5], YrDkJBrcnt, 5692101]
[paragraph, [260.0, 2522.0, 974.0, 52.5], Iv0DoXPcww, 5692101]
[paragraph, [261.0, 2620.0, 1712.0, 52.5], shoonya_1sA5ZN4G7EXCNY, 5692101]
[paragraph, [261.0, 2672.5, 1712.0, 52.5], shoonya_1sA5ZN4G7EXCNY, 5692101]
[paragraph, [261.0, 2725.0, 1712.0, 52.5], shoonya_1sA5ZN4G7EXCNY, 5692101]
[paragraph, [261.0, 2777.5, 1712.0, 52.5], shoonya_1sA5ZN4G7EXCNY, 5692101]
[paragraph, [261.0, 2830.0, 1712.0, 52.5], shoonya_1sA5ZN4G7EXCNY, 5692101]
[paragraph, [261.0, 2882.5, 1712.0, 52.5], shoonya_1sA5ZN4G7EXCNY, 5692101]
[paragraph, [261.0, 2935.0, 1712.0, 52.5], shoonya_1sA5ZN4G7EXCNY, 5692101]
[paragraph, [261.0, 2987.5, 1712.0, 52.5], shoonya_1sA5ZN4G7EXCNY, 5692101]
[paragraph, [261.0, 3040.0, 1712.0, 52.5], shoonya_1sA5ZN4G7EXCNY, 5692101]
[paragraph, [261.0, 3092.5, 1712.0, 52.5], shoonya_1sA5ZN4G7EXCNY, 5692101]
[paragraph, [261.0, 3145.0, 1712.0, 52.5], shoonya_1sA5ZN4G7EXCNY, 5692101]
[paragraph, [353.0, 3254.0, 214.0, 52.5], gC3mWq85K0, 5692101]
