[1350, 900]
[folio, [168.0, 174.0, 222.0, 18.0], shoonya_5sJFEG2X5MK91T, 5760078]
[folio, [168.0, 192.0, 222.0, 18.0], shoonya_5sJFEG2X5MK91T, 5760078]
[paragraph, [142.0, 228.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 246.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 264.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 282.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 300.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 318.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 336.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 354.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 372.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 390.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 408.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 426.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 444.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 462.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 480.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 498.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 516.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 534.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[paragraph, [142.0, 552.0, 577.0, 18.0], shoonya_1sB2SV2G65WHVO, 5760078]
[section-title, [143.0, 584.0, 320.0, 30.0], shoonya_4sC3M0IXKHI096, 5760078]
[paragraph, [146.0, 635.0, 592.0, 18.0], shoonya_0s4URCOSXAJFWB, 5760078]
[paragraph, [146.0, 653.0, 592.0, 18.0], shoonya_0s4URCOSXAJFWB, 5760078]
[paragraph, [146.0, 671.0, 592.0, 18.0], shoonya_0s4URCOSXAJFWB, 5760078]
[paragraph, [146.0, 689.0, 592.0, 18.0], shoonya_0s4URCOSXAJFWB, 5760078]
[paragraph, [146.0, 707.0, 592.0, 18.0], shoonya_0s4URCOSXAJFWB, 5760078]
[paragraph, [146.0, 725.0, 592.0, 18.0], shoonya_0s4URCOSXAJFWB, 5760078]
[paragraph, [146.0, 743.0, 592.0, 18.0], shoonya_0s4URCOSXAJFWB, 5760078]
[paragraph, [146.0, 761.0, 592.0, 18.0], shoonya_0s4URCOSXAJFWB, 5760078]
[paragraph, [146.0, 779.0, 592.0, 18.0], shoonya_0s4URCOSXAJFWB, 5760078]
[paragraph, [146.0, 797.0, 592.0, 18.0], shoonya_0s4URCOSXAJFWB, 5760078]
[paragraph, [146.0, 815.0, 592.0, 18.0], shoonya_0s4URCOSXAJFWB, 5760078]
[paragraph, [146.0, 833.0, 592.0, 18.0], shoonya_0s4URCOSXAJFWB, 5760078]
[paragraph, [147.0, 851.0, 585.0, 18.0], shoonya_3s5JIX12SNFXOQ, 5760078]
[paragraph, [147.0, 869.0, 585.0, 18.0], shoonya_3s5JIX12SNFXOQ, 5760078]
[paragraph, [147.0, 887.0, 585.0, 18.0], shoonya_3s5JIX12SNFXOQ, 5760078]
[paragraph, [147.0, 905.0, 585.0, 18.0], shoonya_3s5JIX12SNFXOQ, 5760078]
[paragraph, [147.0, 923.0, 585.0, 18.0], shoonya_3s5JIX12SNFXOQ, 5760078]
[paragraph, [147.0, 941.0, 585.0, 18.0], shoonya_3s5JIX12SNFXOQ, 5760078]
[paragraph, [147.0, 959.0, 585.0, 18.0], shoonya_3s5JIX12SNFXOQ, 5760078]
[paragraph, [147.0, 977.0, 585.0, 18.0], shoonya_3s5JIX12SNFXOQ, 5760078]
[paragraph, [147.0, 995.0, 585.0, 18.0], shoonya_3s5JIX12SNFXOQ, 5760078]
[paragraph, [147.0, 1013.0, 585.0, 18.0], shoonya_3s5JIX12SNFXOQ, 5760078]
[paragraph, [140.0, 1035.0, 587.0, 18.0], ceNPwsfViI, 5760078]
[paragraph, [140.0, 1053.0, 587.0, 18.0], ceNPwsfViI, 5760078]
[paragraph, [140.0, 1071.0, 587.0, 18.0], ceNPwsfViI, 5760078]
[paragraph, [140.0, 1089.0, 587.0, 18.0], ceNPwsfViI, 5760078]
[paragraph, [140.0, 1107.0, 587.0, 18.0], ceNPwsfViI, 5760078]
[paragraph, [140.0, 1125.0, 587.0, 18.0], ceNPwsfViI, 5760078]
