[2339, 1653]
[paragraph, [325.0, 161.0, 1143.0, 36.0], shoonya_2sADH9KHUQZ1KR, 5734553]
[paragraph, [325.0, 197.0, 1143.0, 36.0], shoonya_2sADH9KHUQZ1KR, 5734553]
[paragraph, [325.0, 233.0, 1143.0, 36.0], shoonya_2sADH9KHUQZ1KR, 5734553]
[paragraph, [325.0, 269.0, 1143.0, 36.0], shoonya_2sADH9KHUQZ1KR, 5734553]
[paragraph, [325.0, 305.0, 1143.0, 36.0], shoonya_2sADH9KHUQZ1KR, 5734553]
[paragraph, [325.0, 341.0, 1143.0, 36.0], shoonya_2sADH9KHUQZ1KR, 5734553]
[paragraph, [325.0, 377.0, 1143.0, 36.0], shoonya_2sADH9KHUQZ1KR, 5734553]
[paragraph, [325.0, 413.0, 1143.0, 36.0], shoonya_2sADH9KHUQZ1KR, 5734553]
[paragraph, [325.0, 449.0, 1143.0, 36.0], shoonya_2sADH9KHUQZ1KR, 5734553]
[paragraph, [325.0, 485.0, 1143.0, 36.0], shoonya_2sADH9KHUQZ1KR, 5734553]
[paragraph, [324.0, 554.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 590.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 626.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 662.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 698.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 734.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 770.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 806.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 842.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 878.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 914.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 950.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 986.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 1022.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 1058.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 1094.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 1130.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [324.0, 1166.0, 1139.0, 36.0], shoonya_1s2F1BHQT1BBDH, 5734553]
[paragraph, [323.0, 1223.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1259.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1295.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1331.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1367.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1403.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1439.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1475.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1511.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1547.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1583.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1619.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1655.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1691.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1727.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1763.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1799.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1835.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1871.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1907.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1943.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 1979.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 2015.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[paragraph, [323.0, 2051.0, 1136.0, 36.0], shoonya_0sDHH87VYKEKMM, 5734553]
[folio, [817.0, 2159.0, 562.0, 36.0], jxj0qSk4q2, 5734553]
