[3508, 2481]
[contact-info, [519.0, 413.0, 1479.0, 52.5], kmyGUFtL_E, 6490658]
[contact-info, [519.0, 465.5, 1479.0, 52.5], kmyGUFtL_E, 6490658]
[contact-info, [519.0, 518.0, 1479.0, 52.5], kmyGUFtL_E, 6490658]
[headline, [693.0, 824.0, 1085.0, 52.5], BpoWQyttW4, 6490658]
[headline, [693.0, 876.5, 1085.0, 52.5], BpoWQyttW4, 6490658]
[dateline, [189.0, 1209.0, 450.0, 52.5], XTAf8-SraO, 6490658]
[paragraph, [211.0, 1458.0, 472.0, 52.5], YgtLGp-uAE, 6490658]
[paragraph, [202.0, 1579.0, 2070.0, 52.5], KwTz14leZp, 6490658]
[paragraph, [202.0, 1631.5, 2070.0, 52.5], KwTz14leZp, 6490658]
[paragraph, [202.0, 1684.0, 2070.0, 52.5], KwTz14leZp, 6490658]
[paragraph, [202.0, 1736.5, 2070.0, 52.5], KwTz14leZp, 6490658]
[paragraph, [202.0, 1789.0, 2070.0, 52.5], KwTz14leZp, 6490658]
[paragraph, [202.0, 1841.5, 2070.0, 52.5], KwTz14leZp, 6490658]
[paragraph, [211.0, 1946.0, 2067.0, 52.5], b_c7cdgYhH, 6490658]
[paragraph, [211.0, 1998.5, 2067.0, 52.5], b_c7cdgYhH, 6490658]
[paragraph, [211.0, 2051.0, 2067.0, 52.5], b_c7cdgYhH, 6490658]
[paragraph, [211.0, 2103.5, 2067.0, 52.5], b_c7cdgYhH, 6490658]
[paragraph, [211.0, 2156.0, 2067.0, 52.5], b_c7cdgYhH, 6490658]
[paragraph, [211.0, 2208.5, 2067.0, 52.5], b_c7cdgYhH, 6490658]
[paragraph, [211.0, 2261.0, 2067.0, 52.5], b_c7cdgYhH, 6490658]
[paragraph, [211.0, 2313.5, 2067.0, 52.5], b_c7cdgYhH, 6490658]
[paragraph, [180.0, 2419.0, 2163.0, 52.5], K6XvHHt9hH, 6490658]
[paragraph, [180.0, 2471.5, 2163.0, 52.5], K6XvHHt9hH, 6490658]
[paragraph, [180.0, 2524.0, 2163.0, 52.5], K6XvHHt9hH, 6490658]
[paragraph, [180.0, 2576.5, 2163.0, 52.5], K6XvHHt9hH, 6490658]
[paragraph, [180.0, 2629.0, 2163.0, 52.5], K6XvHHt9hH, 6490658]
[paragraph, [180.0, 2681.5, 2163.0, 52.5], K6XvHHt9hH, 6490658]
[paragraph, [180.0, 2734.0, 2163.0, 52.5], K6XvHHt9hH, 6490658]
[paragraph, [180.0, 2786.5, 2163.0, 52.5], K6XvHHt9hH, 6490658]
[paragraph, [180.0, 2839.0, 2163.0, 52.5], K6XvHHt9hH, 6490658]
[paragraph, [180.0, 2891.5, 2163.0, 52.5], K6XvHHt9hH, 6490658]
[ordered-list, [276.0, 2997.0, 2002.0, 52.5], CVgcY57NVp, 6490658]
[ordered-list, [276.0, 3049.5, 2002.0, 52.5], CVgcY57NVp, 6490658]
[ordered-list, [276.0, 3102.0, 2002.0, 52.5], CVgcY57NVp, 6490658]
[ordered-list, [276.0, 3154.5, 2002.0, 52.5], CVgcY57NVp, 6490658]
[ordered-list, [276.0, 3207.0, 2002.0, 52.5], CVgcY57NVp, 6490658]
[ordered-list, [276.0, 3259.5, 2002.0, 52.5], CVgcY57NVp, 6490658]
[ordered-list, [276.0, 3312.0, 2002.0, 52.5], CVgcY57NVp, 6490658]
