[2176, 1464]
[folio, [162.0, 138.0, 160.0, 36.0], bYIq6Spokk, 5655287]
[paragraph, [160.0, 239.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 275.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 311.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 347.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 383.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 419.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 455.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 491.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 527.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 563.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 599.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 635.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 671.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 707.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 743.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 779.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 815.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 851.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 887.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 923.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 959.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 995.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 1031.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 1067.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [160.0, 1103.0, 1171.0, 36.0], shoonya_0sVGJVRZW7BN06, 5655287]
[paragraph, [164.0, 1211.0, 1165.0, 36.0], shoonya_4sIX0YTTHKVH3O, 5655287]
[paragraph, [164.0, 1247.0, 1165.0, 36.0], shoonya_4sIX0YTTHKVH3O, 5655287]
[paragraph, [164.0, 1283.0, 1165.0, 36.0], shoonya_4sIX0YTTHKVH3O, 5655287]
[paragraph, [160.0, 1379.0, 1172.0, 36.0], shoonya_3sATUJRG3QV59K, 5655287]
[paragraph, [160.0, 1415.0, 1172.0, 36.0], shoonya_3sATUJRG3QV59K, 5655287]
[paragraph, [160.0, 1451.0, 1172.0, 36.0], shoonya_3sATUJRG3QV59K, 5655287]
[paragraph, [160.0, 1487.0, 1172.0, 36.0], shoonya_3sATUJRG3QV59K, 5655287]
[paragraph, [160.0, 1523.0, 1172.0, 36.0], shoonya_3sATUJRG3QV59K, 5655287]
[paragraph, [160.0, 1559.0, 1172.0, 36.0], shoonya_3sATUJRG3QV59K, 5655287]
[paragraph, [160.0, 1595.0, 1172.0, 36.0], shoonya_3sATUJRG3QV59K, 5655287]
[paragraph, [160.0, 1631.0, 1172.0, 36.0], shoonya_3sATUJRG3QV59K, 5655287]
[paragraph, [156.0, 1813.0, 1170.0, 36.0], shoonya_1sN5Q2TCDAGXBS, 5655287]
[paragraph, [156.0, 1849.0, 1170.0, 36.0], shoonya_1sN5Q2TCDAGXBS, 5655287]
[paragraph, [156.0, 1885.0, 1170.0, 36.0], shoonya_1sN5Q2TCDAGXBS, 5655287]
[paragraph, [156.0, 1921.0, 1170.0, 36.0], shoonya_1sN5Q2TCDAGXBS, 5655287]
[paragraph, [156.0, 1957.0, 1170.0, 36.0], shoonya_1sN5Q2TCDAGXBS, 5655287]
